,lat,lon,00:00Z 27-Apr-2024,00:00Z 28-Apr-2024,00:00Z 29-Apr-2024,00:00Z 30-Apr-2024,00:00Z 01-May-2024,00:00Z 02-May-2024,00:00Z 03-May-2024,00:00Z 04-May-2024,00:00Z 05-May-2024
9639,10.600746,99.27716,0.85,0.0,0.0,0.0,0.0,0.23,0.0,8.36,0.0
9640,10.600746,99.36029,0.21,0.43,0.01,0.0,0.0,0.0,0.0,0.96,6.84
9641,10.600746,99.443436,0.08,0.03,0.14,0.0,0.0,0.0,0.0,1.99,20.02
9642,10.600746,99.526566,0.21,0.85,0.82,0.0,0.0,0.0,0.0,2.63,14.53
9643,10.600746,99.6097,2.49,0.22,0.01,0.0,0.0,0.0,0.0,1.1,0.78
9644,10.600746,99.69284,1.23,0.95,0.0,0.0,0.0,0.0,0.0,2.66,0.0
9645,10.600746,99.77597,0.02,0.91,0.14,0.0,0.0,0.04,0.0,1.07,0.14
9646,10.600746,99.8591,0.06,4.32,0.04,0.0,0.0,0.32,0.58,0.47,0.82
9647,10.600746,99.942245,0.0,0.01,0.05,0.0,0.0,0.73,1.83,0.06,0.01
9648,10.600746,100.02538,0.0,0.04,0.18,0.0,0.0,0.18,0.35,1.02,0.0
9649,10.600746,100.10852,0.0,0.0,1.02,0.14,0.0,0.04,0.01,0.14,0.0
9650,10.600746,100.19165,0.0,0.0,0.41,0.0,0.0,0.18,4.06,0.0,0.0
9651,10.600746,100.27478,0.0,0.0,0.1,0.0,0.0,1.59,3.43,0.04,0.03
9652,10.600746,100.357925,0.05,0.0,0.07,0.03,0.0,2.01,0.23,0.26,0.0
9653,10.600746,100.44106,0.49,0.0,0.05,1.05,0.0,0.89,0.14,11.4,0.0
9654,10.600746,100.5242,11.28,0.0,0.0,1.78,0.0,1.07,0.26,0.51,0.0
9655,10.600746,100.60733,0.62,0.21,0.0,0.48,0.0,0.17,4.89,0.0,0.0
9656,10.600746,100.69046,0.04,0.0,0.0,0.31,0.0,1.5,0.81,0.25,0.0
9657,10.600746,100.773605,0.03,0.0,0.0,0.62,0.02,1.87,10.86,0.0,0.0
9658,10.600746,100.85674,0.0,0.0,0.01,0.47,1.92,15.01,1.06,0.0,0.0
9659,10.600746,100.93988,0.0,0.0,0.18,2.57,0.56,1.08,22.26,0.13,0.0
9660,10.600746,101.02302,0.0,0.0,0.0,1.67,0.36,0.21,1.7,0.85,0.01
9661,10.600746,101.10615,0.13,0.39,0.0,0.95,0.57,0.49,0.01,0.81,0.0
9662,10.600746,101.189285,0.18,0.02,0.26,0.11,0.35,0.08,0.0,0.17,0.0
9663,10.600746,101.27242,0.0,0.05,0.21,0.01,1.73,6.74,0.0,0.36,0.0
9664,10.600746,101.35556,0.0,0.18,0.03,0.01,0.49,0.28,0.03,0.1,0.0
9665,10.600746,101.4387,0.0,0.0,0.15,0.02,0.1,0.01,0.04,0.38,0.45
9666,10.600746,101.52183,0.0,0.0,0.21,0.0,0.06,1.59,0.06,0.06,2.32
9667,10.600746,101.604965,0.21,0.0,0.0,0.0,0.32,0.61,0.0,0.01,0.32
9668,10.600746,101.6881,0.38,0.0,0.01,0.0,0.07,0.29,0.0,0.19,1.73
9669,10.600746,101.77124,0.0,0.0,0.0,0.0,0.1,0.1,1.15,0.68,5.22
9670,10.600746,101.85438,0.0,0.0,0.0,0.0,0.18,0.02,5.4,0.86,6.26
9671,10.600746,101.93751,0.0,0.0,0.01,0.0,0.08,0.11,0.02,0.28,2.48
9672,10.600746,102.020645,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.79,0.87
9673,10.600746,102.10378,0.0,0.0,0.68,0.0,0.0,0.0,0.88,0.4,2.59
9674,10.600746,102.18692,0.0,0.0,0.01,0.0,0.09,0.0,0.74,9.21,1.1
9675,10.600746,102.27006,0.0,0.04,0.0,0.07,0.03,0.0,0.56,8.67,1.77
9676,10.600746,102.35319,0.0,0.0,0.03,0.05,0.0,0.0,0.01,12.69,11.2
9677,10.600746,102.436325,0.0,0.0,0.03,0.06,0.03,0.0,0.24,1.39,7.14
9678,10.600746,102.51946,0.0,0.0,0.01,0.02,0.15,0.0,0.13,1.68,11.69
9679,10.600746,102.6026,0.0,0.02,0.0,0.0,0.0,0.2,0.0,0.35,1.76
9680,10.600746,102.68574,0.0,0.0,0.0,0.0,0.02,0.58,0.04,6.38,0.22
9681,10.600746,102.76887,0.0,0.0,0.0,0.11,0.0,2.66,0.64,2.06,0.07
9682,10.600746,102.852005,0.0,0.0,0.01,0.06,0.0,0.12,0.75,1.64,0.37
9683,10.600746,102.93514,0.0,0.0,0.02,0.24,0.0,0.09,0.15,0.61,1.23
9684,10.600746,103.01828,0.0,0.0,0.22,0.0,0.05,0.37,4.78,1.37,0.01
9685,10.600746,103.10142,0.0,0.26,0.01,0.1,1.55,0.41,1.18,2.73,0.06
9686,10.600746,103.18455,0.0,0.6,0.0,0.02,1.01,0.71,1.85,3.24,0.29
9687,10.600746,103.267685,0.0,0.27,0.0,0.0,2.39,0.02,6.26,2.48,7.31
9688,10.600746,103.35082,0.01,0.72,0.0,0.0,3.28,0.57,2.04,4.68,1.17
9689,10.600746,103.43396,0.11,1.84,0.01,0.03,0.13,0.4,0.5,7.7,1.15
9690,10.600746,103.5171,0.4,2.95,0.05,0.2,0.02,0.48,1.81,8.31,0.05
9691,10.600746,103.60023,0.11,0.14,0.0,0.02,0.47,0.9,6.28,3.99,0.04
9692,10.600746,103.683365,7.63,0.06,0.0,0.1,0.38,12.0,9.81,6.38,0.08
9693,10.600746,103.7665,13.97,0.38,0.0,4.91,0.3,9.84,2.3,13.58,1.22
9694,10.600746,103.84964,0.77,5.22,0.01,0.34,0.17,11.47,6.99,15.61,6.83
9695,10.600746,103.93278,0.97,2.7,0.54,0.31,0.01,7.32,2.41,12.25,8.75
9696,10.600746,104.01591,3.62,0.01,0.03,0.15,0.04,1.88,1.46,4.24,2.87
9697,10.600746,104.099045,2.59,0.0,0.0,1.13,0.06,0.17,0.42,0.63,4.93
9698,10.600746,104.18218,19.85,0.04,0.0,0.03,4.14,0.86,0.58,0.0,5.97
9699,10.600746,104.26532,13.21,1.41,0.0,0.0,1.06,0.37,1.25,0.52,21.55
9700,10.600746,104.34846,32.59,3.31,0.0,0.0,0.62,3.86,0.41,2.3,4.54
9701,10.600746,104.43159,17.31,1.47,6.77,0.0,0.07,1.02,2.79,1.02,5.97
9702,10.600746,104.514725,13.14,1.63,11.11,0.0,0.69,3.32,1.42,8.13,2.83
9703,10.600746,104.59786,14.17,0.2,0.29,0.0,1.02,15.56,1.11,7.18,1.4
9704,10.600746,104.681,1.84,0.06,0.0,0.01,4.85,10.27,1.23,4.53,5.16
9705,10.600746,104.76414,2.49,11.04,6.34,0.0,0.99,0.32,3.45,7.27,3.35
9706,10.600746,104.847275,1.09,0.18,6.89,0.0,0.96,0.13,0.24,10.29,4.77
9707,10.600746,104.930405,0.52,6.48,0.08,0.0,1.53,0.66,0.67,0.41,3.32
9708,10.600746,105.01354,0.54,3.65,0.01,5.11,0.41,2.34,2.18,7.97,1.39
9709,10.600746,105.09668,0.02,0.05,0.55,4.46,0.14,0.03,12.4,10.0,16.7
9710,10.600746,105.17982,0.0,0.0,7.14,25.96,0.62,1.01,2.62,31.82,6.59
9711,10.600746,105.262955,0.0,0.02,0.46,4.98,0.74,0.22,4.36,6.51,8.52
9712,10.600746,105.346085,0.0,0.06,0.02,0.0,0.58,5.76,6.02,4.07,3.26
9713,10.600746,105.42922,0.01,0.09,0.0,0.0,0.19,9.7,2.76,2.34,6.6
9714,10.600746,105.51236,8.08,0.02,0.0,0.0,4.91,5.0,3.11,1.83,6.33
9715,10.600746,105.5955,0.2,0.04,0.0,0.0,2.22,3.33,24.28,10.72,9.39
9716,10.600746,105.678635,9.7,0.15,0.13,0.0,4.97,0.0,4.63,3.01,12.82
9717,10.600746,105.761765,2.38,0.05,7.17,0.57,12.41,0.16,18.88,5.55,8.94
9718,10.600746,105.8449,0.08,0.0,0.08,0.11,3.06,6.69,1.36,1.13,12.23
9719,10.600746,105.92804,0.16,0.0,0.11,0.18,2.73,0.3,5.36,16.3,68.26
9720,10.682457,96.03485,0.14,0.0,0.34,1.4,0.48,0.1,1.71,4.1,48.92
9721,10.682457,96.11799,0.41,0.58,0.64,0.41,0.02,0.45,3.16,6.35,45.21
9722,10.682457,96.201126,0.0,0.01,14.84,0.14,0.23,0.3,6.17,9.49,30.44
9723,10.682457,96.28426,0.04,0.67,1.22,0.68,0.18,0.11,18.54,45.74,10.8
9724,10.682457,96.36739,2.77,0.0,0.26,0.09,0.33,0.26,17.94,23.06,6.7
9725,10.682457,96.45053,0.16,0.3,0.02,0.49,0.03,1.35,6.09,12.37,12.1
9726,10.682457,96.53367,0.19,0.51,0.09,1.35,2.0,0.81,1.02,13.03,3.49
9727,10.682457,96.616806,0.0,0.02,0.13,0.07,0.96,0.08,1.78,14.34,4.48
9728,10.682457,96.69994,0.06,0.0,0.03,0.01,0.08,0.07,5.28,35.59,17.78
9729,10.682457,96.78308,0.0,0.0,0.02,0.66,0.1,0.99,7.63,42.91,27.46
9730,10.682457,96.86621,0.25,0.0,0.0,0.32,0.0,1.59,3.12,18.65,19.14
9731,10.682457,96.94935,0.06,0.0,0.0,0.11,0.02,2.56,70.67,34.57,25.86
9732,10.682457,97.032486,0.07,0.01,0.01,0.1,0.19,0.15,28.8,6.92,28.2
9733,10.682457,97.11562,0.0,0.0,0.01,0.06,0.41,1.39,2.81,19.93,17.58
9734,10.682457,97.19876,0.0,0.0,0.0,0.26,1.39,0.1,0.12,14.13,27.71
9735,10.682457,97.28189,0.0,0.0,0.0,0.04,0.4,0.2,0.55,34.42,15.47
9736,10.682457,97.36503,0.0,0.01,0.0,0.0,0.25,1.9,0.01,15.42,17.27
9737,10.682457,97.448166,0.01,0.0,0.27,0.02,0.37,0.2,0.37,3.41,17.29
9738,10.682457,97.5313,0.0,0.0,0.56,0.26,0.07,0.22,1.6,17.56,32.17
9739,10.682457,97.61444,0.0,0.0,0.08,1.05,0.24,1.44,31.96,12.91,40.76
9740,10.682457,97.69757,0.0,0.0,0.38,0.14,2.42,1.64,24.57,9.11,15.76
9741,10.682457,97.78071,0.0,0.0,2.44,0.04,1.19,0.68,6.66,2.26,2.52
9742,10.682457,97.863846,0.0,0.03,0.05,0.13,0.42,0.13,1.43,2.51,2.88
9743,10.682457,97.94698,0.0,0.0,0.32,0.0,0.04,0.0,1.75,31.0,1.59
9744,10.682457,98.03012,0.0,0.0,0.18,0.0,0.57,0.88,1.43,24.69,23.53
9745,10.682457,98.11325,0.0,0.44,0.08,0.02,1.89,3.82,0.52,14.46,26.09
9746,10.682457,98.19639,0.0,0.0,0.19,0.0,5.96,0.16,0.31,15.54,19.26
9747,10.682457,98.279526,0.05,0.01,0.01,0.0,4.96,0.57,0.56,8.04,10.48
9748,10.682457,98.36266,0.19,0.56,1.27,0.08,0.78,1.52,0.87,15.78,6.43
9749,10.682457,98.4458,2.47,0.41,0.02,0.0,0.25,0.6,0.03,37.18,7.35
9750,10.682457,98.52893,0.01,0.09,0.39,0.0,0.58,2.83,0.29,23.97,16.08
9751,10.682457,98.612076,0.0,0.98,7.91,9.33,1.26,1.16,3.02,27.57,19.79
9752,10.682457,98.695206,2.59,18.87,0.15,0.3,0.37,0.9,4.61,48.25,12.03
9753,10.682457,98.77834,2.11,21.77,0.03,0.27,0.0,0.82,11.11,35.05,3.23
9754,10.682457,98.86148,8.42,6.1,0.15,5.43,0.0,0.58,0.37,12.11,0.33
9755,10.682457,98.94461,14.24,0.16,3.71,0.35,0.0,0.98,0.05,2.12,0.18
9756,10.682457,99.027756,0.93,0.9,0.3,0.03,0.0,3.03,0.23,0.04,0.07
9757,10.682457,99.110886,0.08,0.01,0.07,8.45,0.01,0.02,0.88,0.92,0.02
9758,10.682457,99.19402,0.13,0.01,0.35,0.13,0.4,5.78,1.5,18.46,0.01
9759,10.682457,99.27716,5.57,0.0,0.0,0.01,0.02,0.58,0.04,1.59,0.0
9760,10.682457,99.36029,0.84,0.0,0.0,0.47,0.0,0.01,0.0,1.31,0.28
9761,10.682457,99.443436,0.57,0.02,0.36,0.03,0.0,0.0,0.0,1.04,28.2
9762,10.682457,99.526566,0.92,0.74,0.35,0.0,0.0,0.0,0.0,1.23,11.17
9763,10.682457,99.6097,3.59,0.13,0.06,0.0,0.0,0.0,0.0,0.45,3.04
9764,10.682457,99.69284,9.85,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.01
9765,10.682457,99.77597,0.25,0.21,0.0,0.0,0.0,0.01,0.0,0.02,0.01
9766,10.682457,99.8591,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.02,0.0
9767,10.682457,99.942245,0.1,0.04,0.0,0.0,0.0,0.16,0.18,0.02,0.0
9768,10.682457,100.02538,0.0,0.14,0.18,0.0,0.0,0.36,2.86,0.03,0.0
9769,10.682457,100.10852,0.0,0.0,0.3,0.0,0.0,0.31,0.81,0.01,0.0
9770,10.682457,100.19165,0.0,0.02,0.22,0.01,0.0,0.09,0.09,0.0,0.0
9771,10.682457,100.27478,0.0,0.0,0.05,0.0,0.0,0.01,0.76,0.0,0.0
9772,10.682457,100.357925,0.0,0.0,0.12,0.03,0.0,0.01,0.66,0.48,0.0
9773,10.682457,100.44106,0.03,0.0,0.09,0.42,0.0,0.03,0.0,0.9,0.0
9774,10.682457,100.5242,0.79,0.0,0.01,0.53,0.0,1.22,0.0,0.71,0.0
9775,10.682457,100.60733,0.04,0.0,0.0,0.56,0.0,3.93,0.4,0.1,0.0
9776,10.682457,100.69046,0.03,0.0,0.0,0.85,0.0,0.18,0.88,0.15,0.08
9777,10.682457,100.773605,0.03,0.01,0.12,0.65,0.0,0.03,3.01,0.03,0.01
9778,10.682457,100.85674,0.0,0.0,0.58,2.05,2.8,0.2,0.32,0.01,0.08
9779,10.682457,100.93988,0.0,0.0,0.02,0.46,1.92,0.09,0.24,0.0,0.0
9780,10.682457,101.02302,0.0,0.0,0.0,2.58,0.78,0.11,0.23,0.0,0.0
9781,10.682457,101.10615,0.01,0.0,0.0,1.77,0.11,0.03,20.21,0.02,0.0
9782,10.682457,101.189285,0.99,0.12,0.16,0.13,0.67,0.32,0.43,0.0,0.0
9783,10.682457,101.27242,0.07,0.0,0.0,0.01,0.45,0.26,0.0,0.01,0.01
9784,10.682457,101.35556,0.0,0.05,0.02,0.14,0.8,3.27,0.16,0.6,0.17
9785,10.682457,101.4387,0.04,0.0,0.0,0.0,0.85,1.28,0.18,0.7,0.16
9786,10.682457,101.52183,0.0,0.0,0.0,0.0,0.3,0.09,0.16,0.56,1.3
9787,10.682457,101.604965,0.07,0.0,0.05,0.02,0.63,0.1,0.01,0.12,2.68
9788,10.682457,101.6881,0.23,0.0,0.72,0.0,0.79,0.01,0.0,0.19,0.71
9789,10.682457,101.77124,0.15,0.0,0.01,0.0,0.07,0.0,0.03,0.19,5.74
9790,10.682457,101.85438,0.0,0.0,0.04,0.0,0.03,0.0,0.05,0.1,12.36
9791,10.682457,101.93751,0.0,0.0,1.26,0.0,0.1,0.03,0.0,0.02,2.74
9792,10.682457,102.020645,0.0,0.0,0.17,0.0,0.26,0.19,0.0,0.15,0.27
9793,10.682457,102.10378,0.35,0.0,0.03,0.0,0.42,0.26,3.73,0.91,0.19
9794,10.682457,102.18692,0.07,0.0,0.21,0.22,0.83,0.06,0.34,1.71,0.05
9795,10.682457,102.27006,0.0,0.11,0.03,0.01,0.63,0.0,10.59,3.82,0.87
9796,10.682457,102.35319,0.0,0.0,0.03,0.0,0.32,0.0,0.66,16.93,11.56
9797,10.682457,102.436325,0.0,0.0,0.06,0.0,0.13,0.0,0.01,4.42,7.28
9798,10.682457,102.51946,0.0,0.0,0.0,0.95,0.37,0.0,0.01,0.11,2.02
9799,10.682457,102.6026,0.0,0.0,0.0,0.01,0.3,0.33,0.06,0.01,4.84
9800,10.682457,102.68574,0.0,0.28,0.0,0.07,0.21,0.31,0.04,0.8,1.0
9801,10.682457,102.76887,0.0,0.0,0.95,0.16,0.0,0.53,0.25,1.08,0.16
9802,10.682457,102.852005,0.0,0.0,0.15,0.0,0.0,0.86,7.23,0.83,12.2
9803,10.682457,102.93514,0.0,0.01,1.76,0.09,0.07,0.14,0.57,0.02,3.55
9804,10.682457,103.01828,0.0,0.01,0.03,0.0,0.04,1.13,6.53,1.11,0.52
9805,10.682457,103.10142,0.0,0.02,0.23,0.0,1.51,0.06,1.86,2.7,0.36
9806,10.682457,103.18455,0.0,0.08,0.0,0.05,1.02,0.28,1.46,2.71,0.37
9807,10.682457,103.267685,0.0,0.8,0.0,0.64,0.46,0.11,3.02,3.42,0.08
9808,10.682457,103.35082,0.89,1.49,0.32,0.44,0.66,0.68,4.21,3.54,0.07
9809,10.682457,103.43396,0.49,0.15,1.59,0.02,0.46,1.34,1.39,6.77,0.09
9810,10.682457,103.5171,0.82,0.51,0.27,0.0,1.53,4.83,1.97,8.48,0.27
9811,10.682457,103.60023,0.13,6.29,0.15,0.02,0.02,0.03,3.13,4.68,0.24
9812,10.682457,103.683365,0.4,9.97,0.02,4.91,0.86,9.86,3.97,2.01,2.23
9813,10.682457,103.7665,0.97,16.94,0.2,19.93,1.3,26.57,7.12,4.45,6.83
9814,10.682457,103.84964,0.08,1.25,4.77,18.33,0.29,76.04,1.35,63.56,9.83
9815,10.682457,103.93278,0.52,0.53,0.06,0.89,0.11,33.79,6.44,51.88,20.34
9816,10.682457,104.01591,3.49,0.41,0.03,0.04,0.01,7.52,1.41,10.35,12.24
9817,10.682457,104.099045,3.0,0.01,0.0,0.01,0.0,0.21,0.02,5.28,13.45
9818,10.682457,104.18218,0.77,0.06,0.0,0.0,0.09,0.0,4.84,6.97,21.66
9819,10.682457,104.26532,3.89,0.12,0.0,0.0,2.67,0.0,0.33,0.03,36.12
9820,10.682457,104.34846,9.82,0.56,0.0,0.0,0.02,0.02,0.23,0.0,4.33
9821,10.682457,104.43159,21.61,0.8,0.0,0.0,0.0,0.47,0.69,4.48,2.14
9822,10.682457,104.514725,11.62,0.33,0.11,0.0,0.96,1.27,2.12,4.44,1.6
9823,10.682457,104.59786,6.24,0.12,0.0,0.0,0.13,1.11,1.92,4.08,0.12
9824,10.682457,104.681,0.4,0.0,0.33,0.0,0.0,0.07,1.04,13.59,0.64
9825,10.682457,104.76414,0.37,0.11,0.02,0.0,0.23,0.0,0.84,16.69,3.85
9826,10.682457,104.847275,0.32,0.0,0.09,0.0,6.36,0.2,0.55,7.26,6.69
9827,10.682457,104.930405,0.13,2.78,0.0,0.0,2.03,0.23,0.49,0.58,5.05
9828,10.682457,105.01354,2.88,5.34,0.0,0.0,0.36,0.46,7.66,3.3,1.54
9829,10.682457,105.09668,0.42,0.09,0.97,3.1,0.0,2.0,17.3,36.46,2.35
9830,10.682457,105.17982,0.0,0.0,0.95,1.33,0.1,0.06,3.08,7.73,3.75
9831,10.682457,105.262955,0.0,0.0,0.11,10.88,0.15,0.44,2.42,12.1,10.76
9832,10.682457,105.346085,0.0,0.02,0.2,0.05,0.45,8.7,4.07,10.89,10.85
9833,10.682457,105.42922,5.11,0.12,0.0,0.0,1.05,53.01,1.0,2.15,8.45
9834,10.682457,105.51236,9.03,0.14,0.0,0.0,13.11,1.12,9.83,3.13,11.43
9835,10.682457,105.5955,2.83,0.03,0.01,0.0,5.69,3.04,6.46,9.81,21.66
9836,10.682457,105.678635,0.03,0.16,7.74,0.0,7.74,0.0,0.11,0.84,16.18
9837,10.682457,105.761765,0.04,0.11,13.87,0.0,1.16,0.0,3.1,2.51,24.65
9838,10.682457,105.8449,0.02,0.0,5.05,0.42,2.66,7.16,2.81,4.24,36.41
9839,10.682457,105.92804,0.17,0.0,0.0,17.1,3.34,0.24,2.27,2.24,76.48
9840,10.764145,96.03485,0.33,0.13,0.02,0.87,0.17,1.2,3.06,5.34,22.3
9841,10.764145,96.11799,0.34,0.0,0.62,0.19,0.39,0.44,7.77,5.72,12.49
9842,10.764145,96.201126,0.37,0.0,0.37,0.08,4.09,0.39,2.23,32.86,16.46
9843,10.764145,96.28426,0.36,0.0,0.18,0.16,0.12,1.14,6.75,92.99,11.61
9844,10.764145,96.36739,0.25,0.24,0.02,0.07,0.01,0.54,8.06,34.47,2.6
9845,10.764145,96.45053,0.15,0.46,0.11,0.32,0.92,4.77,1.8,16.69,5.9
9846,10.764145,96.53367,0.0,0.03,0.0,0.24,0.02,2.05,4.21,32.61,14.07
9847,10.764145,96.616806,0.02,2.08,0.08,0.27,0.01,0.85,11.04,46.2,30.19
9848,10.764145,96.69994,0.0,0.03,0.46,0.11,0.05,0.29,3.69,39.43,35.99
9849,10.764145,96.78308,0.0,0.0,1.94,0.24,0.0,0.09,5.41,27.17,29.57
9850,10.764145,96.86621,0.02,0.0,0.02,0.47,0.0,1.01,50.01,2.28,16.13
9851,10.764145,96.94935,1.48,0.01,0.0,1.0,0.08,0.05,10.34,1.77,35.52
9852,10.764145,97.032486,0.33,0.6,0.37,0.12,0.43,1.36,16.04,2.85,30.65
9853,10.764145,97.11562,0.0,0.01,0.0,0.01,0.15,0.37,0.97,23.33,49.81
9854,10.764145,97.19876,0.0,0.0,1.27,0.04,1.93,0.29,0.01,19.54,37.0
9855,10.764145,97.28189,0.01,0.01,1.03,0.38,0.21,1.68,0.52,10.42,16.13
9856,10.764145,97.36503,0.0,0.0,0.0,0.06,0.57,0.45,0.15,12.65,15.05
9857,10.764145,97.448166,0.0,0.0,0.0,0.23,0.2,0.01,8.9,3.69,9.2
9858,10.764145,97.5313,0.0,0.0,0.01,1.13,0.09,1.23,2.57,9.83,17.92
9859,10.764145,97.61444,0.0,0.0,0.04,0.47,0.05,6.61,27.4,6.04,33.13
9860,10.764145,97.69757,0.0,0.12,0.15,0.22,0.42,1.57,17.98,15.55,9.26
9861,10.764145,97.78071,0.0,0.16,0.04,0.3,0.3,2.09,6.34,23.24,9.19
9862,10.764145,97.863846,0.0,0.0,0.0,0.23,0.2,0.35,6.69,40.1,12.94
9863,10.764145,97.94698,0.0,0.0,0.02,0.01,0.44,0.05,4.85,53.04,6.25
9864,10.764145,98.03012,0.0,0.0,0.13,0.0,1.44,0.86,4.79,12.8,46.1
9865,10.764145,98.11325,0.0,0.48,0.01,0.0,1.39,1.09,1.51,13.32,38.27
9866,10.764145,98.19639,0.27,0.0,0.0,0.0,0.71,0.24,0.51,8.43,18.19
9867,10.764145,98.279526,0.01,0.41,1.93,0.0,1.16,0.02,0.64,9.05,13.23
9868,10.764145,98.36266,0.44,0.2,0.01,0.22,0.29,0.16,0.02,10.78,14.02
9869,10.764145,98.4458,32.63,0.0,0.0,0.0,0.54,0.01,0.36,20.56,8.3
9870,10.764145,98.52893,0.27,1.27,0.0,0.03,0.64,3.56,13.09,36.32,14.79
9871,10.764145,98.612076,0.02,9.14,0.13,0.06,0.42,0.76,0.73,47.79,10.81
9872,10.764145,98.695206,3.69,57.33,0.0,0.16,0.03,0.03,0.37,56.88,3.82
9873,10.764145,98.77834,46.8,10.38,0.02,0.11,0.1,0.0,0.89,34.06,2.49
9874,10.764145,98.86148,36.12,7.22,6.47,0.24,0.06,0.02,0.14,7.93,1.52
9875,10.764145,98.94461,2.65,8.23,65.95,0.02,0.02,11.11,0.01,0.16,1.93
9876,10.764145,99.027756,16.04,0.05,1.19,0.01,0.01,5.05,1.94,0.04,3.21
9877,10.764145,99.110886,0.22,1.16,0.02,0.6,11.83,0.19,3.0,0.01,0.01
9878,10.764145,99.19402,0.07,0.0,0.07,0.15,10.92,1.29,2.07,1.75,0.01
9879,10.764145,99.27716,2.69,0.0,0.0,0.68,0.56,14.21,0.23,12.53,1.66
9880,10.764145,99.36029,2.33,0.0,0.0,6.66,0.3,0.77,0.0,1.11,0.05
9881,10.764145,99.443436,0.78,0.0,0.34,0.47,0.0,0.0,0.0,2.99,26.36
9882,10.764145,99.526566,1.07,0.06,0.08,0.0,0.0,0.0,0.0,1.11,5.5
9883,10.764145,99.6097,3.62,0.33,0.03,0.0,0.0,0.0,0.0,1.48,0.02
9884,10.764145,99.69284,0.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9885,10.764145,99.77597,0.27,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9886,10.764145,99.8591,0.19,0.06,0.0,0.0,0.0,0.15,0.0,0.0,0.0
9887,10.764145,99.942245,0.11,0.31,0.01,0.0,0.0,1.43,0.03,0.0,0.0
9888,10.764145,100.02538,0.0,0.0,0.85,0.0,0.0,0.42,5.29,0.0,0.0
9889,10.764145,100.10852,0.0,0.04,0.23,0.0,0.0,0.37,3.98,0.0,0.0
9890,10.764145,100.19165,0.0,0.1,0.04,0.0,0.0,0.16,0.08,0.0,0.0
9891,10.764145,100.27478,0.0,0.01,0.05,0.01,0.0,0.02,2.17,0.0,0.0
9892,10.764145,100.357925,0.0,0.0,0.18,0.02,0.0,0.0,5.0,1.97,0.01
9893,10.764145,100.44106,0.0,0.0,0.19,0.13,0.0,0.0,1.36,6.71,0.0
9894,10.764145,100.5242,0.0,0.0,0.34,0.35,0.0,0.0,0.0,1.57,0.23
9895,10.764145,100.60733,0.0,0.0,0.0,0.34,0.0,1.64,0.02,0.06,0.29
9896,10.764145,100.69046,0.12,0.0,0.08,0.63,0.0,1.57,0.91,0.43,0.06
9897,10.764145,100.773605,0.25,0.0,1.21,0.99,0.0,0.61,26.68,0.58,0.0
9898,10.764145,100.85674,0.09,0.0,0.02,1.0,0.0,0.0,1.11,0.02,0.0
9899,10.764145,100.93988,0.0,0.0,0.0,1.73,0.04,0.0,0.01,0.0,0.0
9900,10.764145,101.02302,0.0,0.08,0.01,0.55,0.49,0.0,0.33,0.09,0.0
9901,10.764145,101.10615,0.0,0.0,0.0,1.71,0.46,0.22,0.47,0.03,0.0
9902,10.764145,101.189285,0.19,0.0,0.0,2.52,0.64,0.06,0.33,0.03,0.0
9903,10.764145,101.27242,0.04,0.0,0.0,0.27,0.49,0.14,0.0,0.07,0.0
9904,10.764145,101.35556,0.12,0.0,0.17,0.0,0.11,0.82,0.23,0.39,0.0
9905,10.764145,101.4387,0.0,0.0,0.0,0.09,0.11,38.19,0.0,0.59,0.05
9906,10.764145,101.52183,0.0,0.0,0.12,0.03,0.42,6.03,0.17,2.36,10.87
9907,10.764145,101.604965,0.03,0.0,0.32,0.0,0.11,0.31,0.4,1.38,2.63
9908,10.764145,101.6881,0.41,0.0,0.39,0.03,0.13,0.24,0.1,0.17,5.9
9909,10.764145,101.77124,0.07,0.0,0.2,0.0,0.0,0.06,0.1,0.39,0.29
9910,10.764145,101.85438,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,0.54
9911,10.764145,101.93751,0.04,0.0,0.17,0.0,0.02,0.0,0.0,0.0,0.08
9912,10.764145,102.020645,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.03,0.15
9913,10.764145,102.10378,0.01,0.0,0.14,0.12,0.0,0.01,0.21,0.94,0.02
9914,10.764145,102.18692,0.04,0.0,0.45,0.03,0.0,0.03,0.34,0.4,0.0
9915,10.764145,102.27006,0.0,0.0,0.0,0.0,0.29,0.0,1.55,7.37,0.19
9916,10.764145,102.35319,0.0,0.0,0.0,0.0,0.54,0.0,0.32,3.88,1.02
9917,10.764145,102.436325,0.01,0.0,0.0,4.29,0.09,0.0,0.16,5.01,0.25
9918,10.764145,102.51946,0.0,0.0,0.0,7.39,0.0,0.29,0.09,0.06,0.83
9919,10.764145,102.6026,0.0,0.63,0.52,0.08,0.0,0.01,0.37,0.87,0.2
9920,10.764145,102.68574,0.0,0.01,0.06,0.0,0.03,0.38,0.29,0.32,0.36
9921,10.764145,102.76887,0.0,0.52,0.19,0.03,0.16,0.06,0.09,0.03,15.39
