,lat,lon,00:00Z 27-Apr-2024,00:00Z 28-Apr-2024,00:00Z 29-Apr-2024,00:00Z 30-Apr-2024,00:00Z 01-May-2024,00:00Z 02-May-2024,00:00Z 03-May-2024,00:00Z 04-May-2024,00:00Z 05-May-2024
7300,8.962257,104.34846,0.07,11.28,0.02,0.0,0.11,0.09,7.55,8.79,0.41
7301,8.962257,104.43159,0.03,6.58,0.77,0.01,0.35,0.78,0.13,9.24,0.68
7302,8.962257,104.514725,0.0,0.69,0.07,0.16,0.01,0.01,0.29,15.38,2.33
7303,8.962257,104.59786,0.01,0.77,0.01,0.0,1.35,0.12,1.94,19.49,2.81
7304,8.962257,104.681,0.87,4.34,0.1,0.0,0.01,0.07,2.75,26.04,3.04
7305,8.962257,104.76414,8.95,6.18,0.72,0.0,0.51,0.07,7.72,26.92,9.96
7306,8.962257,104.847275,10.01,42.13,0.69,0.0,0.01,0.17,5.88,10.16,3.58
7307,8.962257,104.930405,0.17,52.94,0.95,0.03,0.0,0.83,21.75,35.68,3.16
7308,8.962257,105.01354,4.44,3.67,10.37,11.99,0.01,34.31,97.17,28.85,8.06
7309,8.962257,105.09668,0.05,0.04,48.74,27.61,0.21,46.69,9.83,15.2,2.83
7310,8.962257,105.17982,0.68,2.53,25.36,2.59,0.01,8.1,29.23,4.06,49.0
7311,8.962257,105.262955,2.31,0.05,1.31,0.72,2.5,16.02,1.23,32.86,17.85
7312,8.962257,105.346085,4.02,0.48,0.1,0.35,2.97,2.86,0.25,8.58,2.69
7313,8.962257,105.42922,1.08,0.99,12.61,0.45,4.49,2.76,5.05,50.05,5.52
7314,8.962257,105.51236,0.04,8.5,0.83,0.09,0.19,1.73,0.38,16.42,5.53
7315,8.962257,105.5955,0.16,5.29,0.99,0.01,0.0,3.36,3.85,17.36,7.0
7316,8.962257,105.678635,0.08,0.28,6.47,0.93,0.26,0.14,3.43,16.99,4.97
7317,8.962257,105.761765,0.0,0.57,0.17,0.01,4.59,0.37,3.05,11.55,7.66
7318,8.962257,105.8449,0.33,0.09,0.02,0.0,0.06,1.36,3.41,10.25,8.03
7319,8.962257,105.92804,0.3,0.24,0.01,0.0,0.0,0.1,12.15,10.82,5.11
7320,9.044373,96.03485,0.0,0.03,0.33,15.14,0.13,3.23,39.6,11.5,4.9
7321,9.044373,96.11799,0.04,0.14,0.36,4.38,0.09,0.17,18.18,6.22,7.22
7322,9.044373,96.201126,0.03,0.0,0.33,0.53,0.05,0.5,4.79,6.99,8.82
7323,9.044373,96.28426,0.73,0.02,1.32,0.32,0.5,0.39,0.71,21.53,30.75
7324,9.044373,96.36739,10.1,0.69,2.44,0.66,0.04,0.0,0.17,18.69,59.44
7325,9.044373,96.45053,3.57,0.01,1.33,0.02,0.01,0.05,1.17,22.77,48.54
7326,9.044373,96.53367,0.08,0.46,1.94,0.03,0.24,0.0,9.48,18.35,44.18
7327,9.044373,96.616806,0.63,0.56,0.66,0.06,0.02,0.04,1.29,13.86,28.5
7328,9.044373,96.69994,1.73,0.89,0.74,13.71,0.06,0.08,6.7,37.71,65.94
7329,9.044373,96.78308,2.2,5.14,0.0,0.12,0.18,0.25,15.06,105.66,82.36
7330,9.044373,96.86621,2.74,4.73,0.27,0.09,0.05,0.0,3.68,36.4,77.53
7331,9.044373,96.94935,0.34,1.52,0.01,0.2,0.75,0.0,3.53,29.93,55.68
7332,9.044373,97.032486,0.15,0.77,4.71,0.23,0.47,0.04,1.61,24.52,46.6
7333,9.044373,97.11562,0.0,1.64,3.71,0.0,0.9,0.02,11.37,25.61,60.29
7334,9.044373,97.19876,0.88,1.85,0.07,0.08,0.07,0.22,0.7,17.39,44.71
7335,9.044373,97.28189,1.21,2.96,0.12,2.92,0.01,3.78,0.6,11.84,33.04
7336,9.044373,97.36503,0.71,3.65,0.16,1.03,0.39,0.07,2.87,11.92,21.59
7337,9.044373,97.448166,1.7,0.77,0.02,1.35,0.12,0.0,1.39,11.2,15.77
7338,9.044373,97.5313,0.93,4.56,0.0,0.72,0.56,0.01,1.27,24.58,20.9
7339,9.044373,97.61444,0.02,2.22,0.06,0.46,1.74,0.47,0.94,54.09,17.87
7340,9.044373,97.69757,0.7,5.59,0.03,1.88,0.1,0.0,18.98,38.84,6.42
7341,9.044373,97.78071,5.64,0.35,0.07,9.61,1.1,0.08,1.64,35.04,18.44
7342,9.044373,97.863846,1.97,11.29,0.0,1.39,1.07,0.12,1.18,8.14,23.48
7343,9.044373,97.94698,3.3,1.13,0.08,3.69,0.18,0.0,1.13,18.27,21.25
7344,9.044373,98.03012,4.3,3.86,0.09,17.05,2.96,0.03,4.67,8.67,61.2
7345,9.044373,98.11325,1.73,1.99,0.39,3.02,4.71,0.01,2.29,9.01,46.17
7346,9.044373,98.19639,11.84,2.93,7.06,3.35,0.47,0.45,6.47,20.89,12.59
7347,9.044373,98.279526,27.27,12.34,1.43,0.75,0.05,0.0,9.62,25.05,4.5
7348,9.044373,98.36266,20.6,21.44,2.83,0.05,0.11,3.94,19.62,43.33,12.56
7349,9.044373,98.4458,32.06,43.29,17.91,0.14,0.35,1.08,26.23,13.19,13.71
7350,9.044373,98.52893,61.54,57.21,6.38,0.07,0.77,4.77,1.44,0.64,2.58
7351,9.044373,98.612076,31.75,36.03,28.07,0.12,0.03,5.36,1.64,0.91,0.89
7352,9.044373,98.695206,16.54,27.12,16.77,1.02,9.89,14.9,4.21,3.45,1.6
7353,9.044373,98.77834,7.32,15.25,17.52,46.49,5.16,33.43,4.55,7.27,0.24
7354,9.044373,98.86148,4.08,0.07,25.59,1.83,3.85,1.51,6.03,14.27,4.62
7355,9.044373,98.94461,0.49,0.03,5.36,21.72,0.64,6.77,6.62,11.04,10.31
7356,9.044373,99.027756,1.09,0.0,3.84,7.8,0.09,3.64,14.77,0.95,1.84
7357,9.044373,99.110886,2.74,0.02,13.65,0.94,0.8,2.63,6.46,2.09,9.52
7358,9.044373,99.19402,19.8,0.36,4.12,3.41,2.39,0.0,17.14,1.81,8.2
7359,9.044373,99.27716,20.55,0.55,0.12,13.13,5.12,0.0,35.35,8.89,25.28
7360,9.044373,99.36029,0.26,2.24,1.52,21.36,2.55,0.0,36.57,11.21,30.89
7361,9.044373,99.443436,4.37,6.89,5.43,14.01,11.81,0.0,24.8,9.58,25.41
7362,9.044373,99.526566,19.25,0.42,19.29,2.32,1.04,1.73,7.25,8.99,10.83
7363,9.044373,99.6097,9.62,8.79,95.28,51.07,0.44,4.55,17.11,1.84,1.92
7364,9.044373,99.69284,1.42,0.14,91.89,4.8,0.04,9.67,7.05,9.74,0.02
7365,9.044373,99.77597,0.17,0.0,84.33,0.15,5.64,0.35,0.05,1.82,0.0
7366,9.044373,99.8591,0.78,0.41,85.23,11.21,4.62,0.04,0.52,0.88,0.0
7367,9.044373,99.942245,25.14,17.24,63.53,62.14,7.6,8.08,9.57,2.19,0.01
7368,9.044373,100.02538,1.43,9.49,41.95,17.85,23.27,7.93,4.87,2.37,6.8
7369,9.044373,100.10852,0.0,11.99,11.25,12.7,18.27,8.23,14.3,3.1,0.48
7370,9.044373,100.19165,0.14,0.72,0.92,12.68,34.98,12.24,2.23,37.26,0.16
7371,9.044373,100.27478,0.14,0.02,0.01,4.37,3.58,31.91,0.14,77.43,0.01
7372,9.044373,100.357925,0.06,0.02,0.73,0.11,2.13,24.64,0.0,68.0,0.6
7373,9.044373,100.44106,0.5,0.05,1.68,0.16,0.34,73.57,0.06,22.76,0.25
7374,9.044373,100.5242,0.0,0.0,0.4,0.12,0.1,18.72,0.53,1.44,1.0
7375,9.044373,100.60733,0.0,0.06,0.05,0.23,0.15,0.28,0.09,0.56,2.93
7376,9.044373,100.69046,0.0,0.2,2.48,0.22,0.03,0.05,0.66,0.72,7.13
7377,9.044373,100.773605,0.0,0.42,0.06,0.0,1.22,0.0,2.18,1.81,8.63
7378,9.044373,100.85674,0.0,0.02,0.02,0.0,0.06,0.0,0.57,0.49,0.68
7379,9.044373,100.93988,0.0,0.04,0.0,0.0,1.45,0.0,0.25,0.04,0.56
7380,9.044373,101.02302,0.0,0.0,0.37,0.76,0.81,0.0,0.34,0.19,0.34
7381,9.044373,101.10615,0.05,0.01,0.14,0.32,0.0,0.71,0.11,0.14,0.34
7382,9.044373,101.189285,0.41,0.79,0.2,1.22,0.04,2.88,0.03,0.28,4.19
7383,9.044373,101.27242,0.25,0.01,0.01,0.36,0.48,4.38,0.0,1.57,6.57
7384,9.044373,101.35556,0.02,0.0,0.0,0.62,13.52,20.55,0.01,4.08,4.96
7385,9.044373,101.4387,0.0,0.18,0.04,0.62,1.4,2.17,0.19,10.19,17.68
7386,9.044373,101.52183,0.0,0.09,1.0,0.07,0.67,0.05,0.56,2.17,12.22
7387,9.044373,101.604965,0.0,0.08,0.4,0.02,0.04,1.88,0.67,0.85,26.89
7388,9.044373,101.6881,0.0,0.02,0.02,1.09,0.83,3.93,0.88,0.02,17.62
7389,9.044373,101.77124,0.08,0.89,0.0,0.92,2.44,0.5,0.13,0.02,12.17
7390,9.044373,101.85438,0.0,0.39,0.02,0.06,0.17,0.09,0.19,0.38,9.71
7391,9.044373,101.93751,0.0,0.14,1.28,0.0,0.0,0.69,0.85,0.7,3.54
7392,9.044373,102.020645,0.0,3.95,0.15,0.14,0.46,0.8,0.18,0.16,0.92
7393,9.044373,102.10378,0.17,8.38,0.04,0.29,0.81,0.94,1.67,0.08,2.65
7394,9.044373,102.18692,0.0,4.14,0.18,0.1,0.12,0.45,2.62,0.6,4.01
7395,9.044373,102.27006,0.03,0.29,0.04,0.07,0.88,1.82,0.94,1.39,0.37
7396,9.044373,102.35319,0.06,0.13,0.1,0.16,0.69,0.6,2.0,0.18,0.2
7397,9.044373,102.436325,0.0,3.05,0.15,0.05,0.03,0.23,0.02,0.01,4.76
7398,9.044373,102.51946,0.0,0.25,0.17,0.02,0.5,1.18,0.33,0.13,7.91
7399,9.044373,102.6026,0.03,4.63,0.05,0.0,1.33,0.7,0.26,0.03,38.46
7400,9.044373,102.68574,1.12,0.01,0.0,0.0,0.55,0.2,0.82,0.29,32.96
7401,9.044373,102.76887,0.06,0.03,0.0,0.0,0.4,1.63,0.57,5.4,12.21
7402,9.044373,102.852005,0.0,0.26,0.0,0.0,0.04,0.71,0.19,39.94,22.95
7403,9.044373,102.93514,0.01,0.0,0.15,0.0,0.06,5.94,0.01,44.62,16.32
7404,9.044373,103.01828,0.08,0.01,0.61,0.1,0.0,0.07,0.0,5.28,7.92
7405,9.044373,103.10142,0.0,0.12,0.0,0.0,0.05,0.18,0.03,1.28,3.61
7406,9.044373,103.18455,0.0,4.13,0.0,0.0,0.84,0.08,0.07,1.79,3.86
7407,9.044373,103.267685,0.0,0.13,0.27,0.02,0.05,0.31,0.93,0.08,2.63
7408,9.044373,103.35082,0.07,0.01,0.01,0.22,4.95,0.0,0.05,0.23,1.71
7409,9.044373,103.43396,0.0,0.0,0.03,0.03,6.53,0.0,0.03,2.43,2.27
7410,9.044373,103.5171,0.19,0.81,0.43,0.0,1.32,0.18,0.0,1.06,1.82
7411,9.044373,103.60023,0.0,0.02,0.03,0.0,5.2,0.05,0.21,3.22,2.28
7412,9.044373,103.683365,0.02,0.24,0.37,0.0,7.47,0.12,2.33,5.57,3.9
7413,9.044373,103.7665,0.04,0.02,1.36,0.0,0.36,0.0,0.46,0.67,2.89
7414,9.044373,103.84964,0.0,0.03,0.09,0.0,0.0,0.03,0.23,7.3,2.07
7415,9.044373,103.93278,0.01,0.05,0.04,0.21,0.15,0.08,0.8,6.85,1.25
7416,9.044373,104.01591,0.0,0.01,0.16,0.48,0.71,0.47,0.91,4.15,0.84
7417,9.044373,104.099045,0.0,0.04,0.0,1.05,10.99,0.05,0.72,3.2,3.92
7418,9.044373,104.18218,0.45,0.0,0.17,0.01,1.08,0.6,1.18,4.18,3.14
7419,9.044373,104.26532,0.01,1.96,0.5,0.0,11.04,0.05,3.45,6.27,1.43
7420,9.044373,104.34846,0.2,0.11,0.56,0.0,6.01,0.39,3.11,6.74,1.33
7421,9.044373,104.43159,0.08,12.89,0.01,0.0,1.41,0.26,0.52,12.84,2.06
7422,9.044373,104.514725,0.68,0.19,0.0,0.01,0.07,0.0,0.26,9.46,2.22
7423,9.044373,104.59786,5.95,0.47,0.45,0.0,0.25,0.0,1.31,11.43,1.95
7424,9.044373,104.681,29.66,3.12,0.0,0.0,0.24,0.02,2.09,14.85,4.02
7425,9.044373,104.76414,32.37,5.05,0.04,0.0,0.83,0.6,1.7,21.72,2.81
7426,9.044373,104.847275,15.76,26.92,0.84,0.0,0.37,4.23,5.66,5.29,6.72
7427,9.044373,104.930405,0.55,24.43,14.39,0.16,0.38,4.28,7.13,8.79,37.25
7428,9.044373,105.01354,0.62,6.25,29.09,5.01,4.43,28.54,77.74,34.35,20.03
7429,9.044373,105.09668,0.02,0.1,56.37,8.22,7.75,48.46,2.43,17.73,15.39
7430,9.044373,105.17982,0.87,0.88,7.12,4.34,4.03,9.58,0.95,3.04,14.47
7431,9.044373,105.262955,6.24,5.85,0.04,8.0,0.08,7.88,0.44,3.96,5.61
7432,9.044373,105.346085,0.06,0.38,7.92,6.06,5.67,2.13,0.07,6.76,6.68
7433,9.044373,105.42922,1.17,12.54,1.05,0.27,0.4,2.93,7.48,42.94,5.95
7434,9.044373,105.51236,1.45,4.96,1.42,0.0,0.01,0.13,2.16,11.93,11.52
7435,9.044373,105.5955,0.15,3.45,1.04,0.0,0.0,4.06,5.08,22.5,14.17
7436,9.044373,105.678635,0.02,0.45,0.39,0.01,0.01,3.47,1.36,20.89,10.69
7437,9.044373,105.761765,0.16,7.68,0.02,0.0,0.49,6.88,1.97,25.5,11.04
7438,9.044373,105.8449,0.27,3.02,0.05,0.74,0.11,12.19,5.95,19.31,10.74
7439,9.044373,105.92804,0.47,0.74,6.65,0.14,0.14,0.48,2.42,7.79,16.67
7440,9.126465,96.03485,0.2,0.0,0.85,1.57,0.1,2.18,58.4,8.78,9.5
7441,9.126465,96.11799,0.01,0.0,0.6,0.7,0.8,0.01,8.33,6.7,10.63
7442,9.126465,96.201126,1.29,0.22,0.16,0.35,0.89,0.62,1.47,8.03,13.21
7443,9.126465,96.28426,0.07,0.36,1.16,0.07,1.62,0.01,1.77,7.65,21.09
7444,9.126465,96.36739,1.36,0.04,0.65,0.0,0.51,0.21,0.49,14.18,20.45
7445,9.126465,96.45053,0.94,0.0,0.19,0.0,0.04,0.02,0.02,19.43,23.47
7446,9.126465,96.53367,0.04,0.26,0.63,0.05,0.06,0.24,4.76,15.88,20.83
7447,9.126465,96.616806,0.0,2.28,0.49,0.99,0.16,0.0,3.61,14.0,36.28
7448,9.126465,96.69994,0.0,2.61,0.23,0.15,0.27,0.0,7.49,41.27,70.84
7449,9.126465,96.78308,0.35,1.67,0.6,0.1,0.03,0.0,6.58,32.72,64.2
7450,9.126465,96.86621,1.05,0.8,0.51,0.01,0.03,0.03,13.65,21.11,65.31
7451,9.126465,96.94935,1.14,0.9,0.62,0.03,0.16,0.34,2.38,9.54,81.06
7452,9.126465,97.032486,1.25,1.11,6.55,0.2,1.06,0.06,2.73,15.98,74.11
7453,9.126465,97.11562,0.65,3.04,0.08,0.51,0.15,0.77,8.23,18.64,78.88
7454,9.126465,97.19876,0.64,1.08,0.28,0.04,0.0,1.42,9.24,7.18,55.4
7455,9.126465,97.28189,1.64,1.11,0.14,0.31,0.35,1.04,6.84,8.72,32.17
7456,9.126465,97.36503,9.7,1.76,0.01,0.75,0.06,0.09,2.74,9.74,26.43
7457,9.126465,97.448166,2.47,2.54,0.45,0.5,0.04,0.07,0.06,9.77,30.84
7458,9.126465,97.5313,0.4,4.77,0.02,0.57,0.34,0.32,0.06,46.39,20.93
7459,9.126465,97.61444,0.14,3.82,4.75,2.0,0.06,0.35,14.08,21.67,17.63
7460,9.126465,97.69757,1.91,1.47,0.53,9.0,0.05,0.02,9.06,27.46,12.45
7461,9.126465,97.78071,3.6,1.39,0.0,2.24,0.09,0.07,0.67,24.21,12.62
7462,9.126465,97.863846,2.74,0.65,0.15,8.84,0.82,0.55,2.16,19.97,32.07
7463,9.126465,97.94698,3.81,0.81,0.7,21.57,1.26,0.0,0.02,17.05,61.26
7464,9.126465,98.03012,2.88,0.0,0.17,11.97,0.3,0.02,0.34,1.78,56.8
7465,9.126465,98.11325,1.5,3.67,0.97,2.62,0.78,0.01,9.16,14.4,8.68
7466,9.126465,98.19639,6.56,1.74,2.68,1.03,0.14,0.01,1.33,22.15,1.07
7467,9.126465,98.279526,56.64,2.74,2.14,0.06,0.06,0.0,6.42,17.63,6.53
7468,9.126465,98.36266,17.41,7.59,9.28,5.01,0.35,0.0,7.09,17.31,5.05
7469,9.126465,98.4458,6.5,23.66,17.91,2.46,1.52,5.1,5.76,6.17,12.2
7470,9.126465,98.52893,57.87,48.49,7.52,0.31,0.09,5.3,1.49,6.84,10.13
7471,9.126465,98.612076,45.17,11.96,7.71,0.07,0.0,0.09,0.02,4.0,6.08
7472,9.126465,98.695206,8.77,4.92,9.39,3.84,12.45,0.47,0.26,8.1,7.1
7473,9.126465,98.77834,7.72,8.61,66.37,3.29,9.92,4.54,0.13,7.99,1.28
7474,9.126465,98.86148,2.29,26.95,51.06,11.21,10.16,12.14,0.04,14.62,0.04
7475,9.126465,98.94461,0.05,5.81,23.12,0.47,0.29,0.26,0.02,41.06,3.28
7476,9.126465,99.027756,1.49,0.16,2.84,0.41,0.0,2.11,1.75,6.71,6.21
7477,9.126465,99.110886,8.85,11.7,4.38,7.2,13.96,0.02,5.69,0.66,31.93
7478,9.126465,99.19402,0.97,4.64,0.22,4.98,45.51,0.0,6.8,3.12,14.63
7479,9.126465,99.27716,1.22,4.25,0.23,2.93,6.44,0.0,13.82,14.47,30.75
7480,9.126465,99.36029,11.95,20.4,1.88,1.78,0.85,0.0,8.34,11.66,58.5
7481,9.126465,99.443436,2.08,6.99,2.54,0.36,0.34,0.0,0.43,5.84,72.9
7482,9.126465,99.526566,0.15,8.11,4.2,2.41,5.08,0.03,0.27,2.42,17.22
7483,9.126465,99.6097,0.46,1.87,10.27,1.46,1.59,0.07,2.67,2.37,5.41
7484,9.126465,99.69284,0.08,0.15,3.0,0.08,0.15,0.33,1.18,55.54,4.19
7485,9.126465,99.77597,0.02,0.06,18.85,0.0,0.43,0.01,11.28,13.34,0.01
7486,9.126465,99.8591,1.07,0.01,30.76,2.79,0.22,7.85,5.3,6.33,0.02
7487,9.126465,99.942245,13.51,0.56,9.56,1.15,0.16,0.36,5.31,1.24,1.28
7488,9.126465,100.02538,5.94,2.35,10.4,0.59,0.46,8.43,25.66,3.08,1.85
7489,9.126465,100.10852,0.52,0.92,3.28,0.23,18.0,70.84,43.44,5.64,2.35
7490,9.126465,100.19165,0.0,0.4,1.29,0.16,2.36,7.67,4.27,17.59,13.29
7491,9.126465,100.27478,0.56,0.1,0.12,2.37,41.73,2.65,0.12,6.12,3.96
7492,9.126465,100.357925,0.24,0.0,0.03,7.33,8.98,20.51,0.0,0.11,1.19
7493,9.126465,100.44106,0.56,0.03,0.85,0.64,0.2,60.79,0.39,0.03,13.4
7494,9.126465,100.5242,0.12,0.0,1.48,0.03,1.31,54.9,0.0,0.03,8.06
7495,9.126465,100.60733,0.0,0.37,0.09,0.01,2.69,3.67,0.01,0.16,3.83
7496,9.126465,100.69046,0.0,0.0,0.5,0.0,1.69,0.11,1.93,0.42,4.4
7497,9.126465,100.773605,0.0,0.01,0.06,0.0,0.02,0.0,3.91,0.19,0.54
7498,9.126465,100.85674,0.07,0.0,0.0,0.0,0.57,0.0,1.21,0.19,0.21
7499,9.126465,100.93988,0.06,0.14,0.08,0.02,1.28,0.0,0.32,0.02,0.33
7500,9.126465,101.02302,0.14,0.0,0.0,0.01,0.05,0.0,0.01,1.44,0.51
7501,9.126465,101.10615,0.0,0.0,0.0,0.12,0.0,0.48,0.06,8.84,0.45
7502,9.126465,101.189285,0.01,0.02,0.12,2.0,0.01,1.67,0.0,0.55,5.12
7503,9.126465,101.27242,0.0,0.0,0.19,0.93,0.54,0.13,4.03,3.36,12.69
7504,9.126465,101.35556,0.18,0.0,0.0,0.09,0.82,1.07,0.01,2.8,19.09
7505,9.126465,101.4387,0.06,0.0,0.0,0.06,0.22,0.17,0.0,4.88,35.72
7506,9.126465,101.52183,0.37,0.0,0.01,0.04,0.0,0.1,0.01,1.22,30.67
7507,9.126465,101.604965,0.08,0.01,0.0,0.06,0.19,1.43,0.0,12.33,21.35
7508,9.126465,101.6881,0.13,0.0,0.0,0.07,1.94,0.93,0.16,2.69,15.38
7509,9.126465,101.77124,0.4,0.43,0.05,0.07,0.04,0.18,0.79,3.67,3.9
7510,9.126465,101.85438,0.01,0.31,0.0,0.01,0.0,0.05,0.77,10.15,3.0
7511,9.126465,101.93751,0.0,0.35,0.09,0.0,0.0,3.16,4.97,6.07,6.35
7512,9.126465,102.020645,0.0,0.85,0.36,0.02,0.01,0.06,1.21,2.9,5.97
7513,9.126465,102.10378,0.0,14.18,0.63,0.01,0.1,0.04,0.08,1.25,0.33
7514,9.126465,102.18692,0.15,3.17,0.02,0.02,1.6,0.91,1.14,0.0,0.07
7515,9.126465,102.27006,0.0,0.43,0.0,0.0,0.53,0.46,1.89,0.22,0.25
7516,9.126465,102.35319,0.75,0.01,0.4,0.0,0.86,1.43,0.45,0.56,0.62
7517,9.126465,102.436325,0.12,0.16,0.34,0.0,0.25,2.29,0.92,0.62,7.52
7518,9.126465,102.51946,0.0,0.14,0.24,0.01,0.45,0.69,0.32,0.01,4.55
7519,9.126465,102.6026,0.15,0.02,0.68,0.0,0.33,0.41,0.13,0.52,2.69
7520,9.126465,102.68574,0.06,0.11,0.09,0.0,1.65,0.03,0.49,0.05,12.4
7521,9.126465,102.76887,0.13,0.0,0.11,0.11,0.59,0.03,0.2,0.01,4.57
7522,9.126465,102.852005,0.0,0.0,0.1,0.47,0.56,0.78,0.17,8.54,10.27
7523,9.126465,102.93514,0.0,0.36,0.38,0.02,0.31,6.62,0.37,41.15,26.51
7524,9.126465,103.01828,0.21,0.1,0.01,0.0,0.29,6.38,0.03,15.09,8.03
7525,9.126465,103.10142,0.0,0.0,0.0,0.0,0.17,1.11,0.37,2.21,3.03
7526,9.126465,103.18455,0.0,0.11,0.0,0.01,1.16,0.33,0.01,8.27,4.5
7527,9.126465,103.267685,0.0,0.03,0.0,0.22,0.17,0.96,0.16,3.21,3.49
7528,9.126465,103.35082,0.0,0.0,0.01,0.01,0.38,0.2,0.04,0.21,0.16
7529,9.126465,103.43396,0.0,0.0,0.17,0.0,6.79,0.16,0.09,0.05,1.27
7530,9.126465,103.5171,0.08,0.19,0.01,0.0,8.14,0.0,0.07,0.92,2.43
7531,9.126465,103.60023,0.0,0.0,0.32,0.0,0.71,0.01,0.01,1.23,3.05
7532,9.126465,103.683365,0.0,0.01,0.02,0.0,3.38,0.01,0.26,1.63,1.15
7533,9.126465,103.7665,0.01,0.0,0.05,0.18,0.33,0.18,0.35,2.87,2.37
7534,9.126465,103.84964,0.0,0.11,0.0,0.2,0.02,0.1,0.49,2.49,2.92
7535,9.126465,103.93278,0.02,0.0,0.0,0.0,0.03,0.12,0.27,4.27,5.84
7536,9.126465,104.01591,0.21,0.0,0.0,0.37,0.02,0.1,1.8,5.76,4.3
7537,9.126465,104.099045,0.2,0.0,0.13,0.57,0.77,0.06,3.14,3.98,2.31
7538,9.126465,104.18218,1.55,0.0,0.33,0.01,0.06,0.02,5.33,8.55,3.08
7539,9.126465,104.26532,0.37,0.96,0.5,0.0,2.54,0.0,2.98,4.8,1.57
7540,9.126465,104.34846,3.68,0.61,0.23,0.0,0.24,0.26,4.79,6.19,2.93
7541,9.126465,104.43159,2.78,4.2,0.0,0.07,0.6,0.0,3.94,4.99,4.03
7542,9.126465,104.514725,12.49,0.08,0.0,0.15,0.34,0.0,1.24,12.0,2.7
7543,9.126465,104.59786,32.32,0.47,0.01,0.0,0.1,0.0,0.9,13.69,12.38
7544,9.126465,104.681,14.43,5.48,0.09,0.0,0.04,0.76,2.04,5.75,5.31
7545,9.126465,104.76414,20.87,37.97,5.98,0.0,0.17,0.04,3.68,8.53,5.1
7546,9.126465,104.847275,23.94,36.57,1.95,0.0,0.49,0.7,1.99,16.03,5.34
7547,9.126465,104.930405,13.05,2.4,8.99,1.74,0.16,3.03,4.74,17.77,6.94
7548,9.126465,105.01354,4.14,4.88,10.82,4.15,10.92,12.58,8.94,11.17,3.65
7549,9.126465,105.09668,0.57,11.54,15.5,1.54,15.57,38.14,1.49,14.64,8.77
7550,9.126465,105.17982,1.01,9.49,0.74,5.02,2.3,6.19,1.09,12.8,8.24
7551,9.126465,105.262955,0.29,6.49,2.93,0.35,2.79,2.44,3.81,1.5,5.88
7552,9.126465,105.346085,0.07,15.52,0.33,0.24,5.54,9.32,0.4,18.7,20.4
7553,9.126465,105.42922,0.13,24.06,1.0,0.01,14.78,4.3,0.8,62.33,16.12
7554,9.126465,105.51236,0.49,11.61,0.2,0.21,0.1,3.58,1.18,25.37,32.74
7555,9.126465,105.5955,4.98,21.14,5.94,0.01,0.58,3.59,6.71,6.84,9.42
7556,9.126465,105.678635,3.81,8.34,1.37,0.0,5.58,15.0,25.03,22.34,14.8
7557,9.126465,105.761765,10.06,1.1,0.82,0.0,0.06,7.82,9.75,18.88,12.4
7558,9.126465,105.8449,5.37,14.56,0.32,0.61,0.48,5.1,26.14,23.84,24.08
7559,9.126465,105.92804,4.01,22.9,0.17,0.2,0.07,0.32,6.91,50.78,32.64
7560,9.208542,96.03485,0.37,0.07,0.61,0.68,3.09,0.04,32.52,9.38,9.22
7561,9.208542,96.11799,0.0,0.24,0.06,0.86,0.31,0.02,16.76,14.83,9.97
7562,9.208542,96.201126,0.07,0.16,0.34,0.34,0.52,0.36,6.44,16.95,11.21
7563,9.208542,96.28426,0.0,0.0,0.23,0.19,1.38,0.04,1.47,31.88,12.85
7564,9.208542,96.36739,0.04,0.0,0.52,0.0,1.69,0.07,0.48,36.47,22.51
7565,9.208542,96.45053,0.14,0.14,0.67,0.01,0.04,0.36,2.14,7.79,17.78
7566,9.208542,96.53367,0.31,1.13,2.76,0.61,1.17,0.95,9.22,2.68,18.04
7567,9.208542,96.616806,0.43,6.49,0.22,0.27,1.33,0.01,0.46,35.9,45.63
7568,9.208542,96.69994,0.18,0.08,0.04,0.0,0.17,0.21,0.16,20.71,83.91
7569,9.208542,96.78308,0.25,0.09,1.16,0.0,0.0,0.06,0.17,16.86,33.75
7570,9.208542,96.86621,0.72,0.03,0.81,0.41,0.14,1.11,0.04,10.24,27.46
7571,9.208542,96.94935,1.01,0.0,0.03,0.38,0.36,0.44,1.29,14.32,75.38
7572,9.208542,97.032486,2.57,0.7,0.06,0.27,0.69,0.07,0.01,10.88,96.73
7573,9.208542,97.11562,1.19,1.88,0.0,0.43,0.1,0.51,1.07,26.46,75.81
7574,9.208542,97.19876,1.13,1.96,0.0,1.57,0.02,0.47,2.33,11.93,63.85
7575,9.208542,97.28189,0.67,1.12,0.0,1.63,0.0,0.47,30.55,13.55,54.8
7576,9.208542,97.36503,1.07,1.91,0.18,0.34,0.0,0.0,1.5,27.25,23.83
7577,9.208542,97.448166,0.0,1.11,0.1,0.72,0.87,0.27,0.14,42.82,24.77
7578,9.208542,97.5313,0.22,1.44,0.04,0.09,0.08,0.68,1.93,29.02,16.75
7579,9.208542,97.61444,0.36,2.29,0.13,6.4,0.35,0.28,0.98,13.42,34.42
7580,9.208542,97.69757,1.96,6.25,0.09,10.44,0.28,0.1,0.04,41.45,44.59
7581,9.208542,97.78071,2.08,8.41,0.12,47.06,1.45,0.0,3.78,38.68,37.7
7582,9.208542,97.863846,5.89,3.11,0.68,13.85,1.21,0.19,2.35,17.48,28.95
