,lat,lon,00:00Z 04-Apr-2024,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024,00:00Z 09-Apr-2024
4857,7.316345,100.773605,0.0,0.4,0.03,0.07,0.01,0.0
4858,7.316345,100.85674,0.61,0.01,0.24,0.5,0.0,0.0
4859,7.316345,100.93988,0.37,0.0,0.3,0.24,0.02,0.0
4860,7.316345,101.02302,0.11,0.0,0.01,0.24,0.49,0.0
4861,7.316345,101.10615,0.0,0.01,0.09,0.01,0.83,0.0
4862,7.316345,101.189285,0.01,0.0,0.03,0.08,0.14,0.0
4863,7.316345,101.27242,0.01,0.0,0.0,0.0,0.0,0.0
4864,7.316345,101.35556,0.0,0.0,0.0,0.02,0.02,0.0
4865,7.316345,101.4387,0.0,0.0,0.0,0.0,0.23,0.0
4866,7.316345,101.52183,0.0,0.0,0.0,0.0,0.02,0.0
4867,7.316345,101.604965,0.0,0.0,0.0,0.34,0.09,0.0
4868,7.316345,101.6881,0.45,0.0,0.0,0.2,0.1,0.0
4869,7.316345,101.77124,0.01,0.0,0.0,0.1,0.02,0.0
4870,7.316345,101.85438,0.01,0.0,0.0,0.43,0.02,0.0
4871,7.316345,101.93751,0.24,0.0,0.0,0.23,0.01,0.01
4872,7.316345,102.020645,0.01,0.0,0.0,0.02,0.24,0.09
4873,7.316345,102.10378,0.59,0.0,0.0,0.22,0.27,0.15
4874,7.316345,102.18692,0.18,0.0,0.0,0.09,0.31,0.49
4875,7.316345,102.27006,0.0,0.0,0.0,0.16,0.86,0.02
4876,7.316345,102.35319,0.02,0.0,0.0,0.06,0.97,0.07
4877,7.316345,102.436325,0.74,0.0,0.0,0.0,0.13,0.0
4878,7.316345,102.51946,0.01,0.01,0.0,0.0,0.06,0.01
4879,7.316345,102.6026,0.0,0.01,0.0,0.0,0.21,0.0
4880,7.316345,102.68574,0.14,0.01,0.0,0.08,0.9,0.0
4881,7.316345,102.76887,0.0,0.02,0.01,0.24,0.52,0.01
4882,7.316345,102.852005,0.03,0.02,0.0,0.23,0.05,0.0
4883,7.316345,102.93514,0.01,0.0,0.0,0.13,0.03,0.0
4884,7.316345,103.01828,0.47,0.0,0.0,0.25,1.9,0.0
4885,7.316345,103.10142,0.02,0.0,0.0,0.18,0.19,0.01
4886,7.316345,103.18455,0.0,0.0,0.0,0.19,0.03,0.04
4887,7.316345,103.267685,0.27,0.0,0.0,0.12,0.21,0.2
4888,7.316345,103.35082,0.01,0.0,0.0,0.08,0.17,0.45
4889,7.316345,103.43396,0.05,0.0,0.0,0.01,0.2,0.4
4890,7.316345,103.5171,0.4,0.0,0.0,0.01,0.22,0.04
4891,7.316345,103.60023,0.14,0.0,0.0,0.02,0.33,0.07
4892,7.316345,103.683365,0.01,0.0,0.04,0.05,0.27,0.01
4893,7.316345,103.7665,0.54,0.0,0.28,0.25,0.5,0.0
4894,7.316345,103.84964,0.63,0.0,0.0,0.46,0.32,0.01
4895,7.316345,103.93278,0.08,0.0,0.11,0.56,0.0,0.03
4896,7.316345,104.01591,0.04,0.0,0.05,0.46,0.08,0.05
4897,7.316345,104.099045,0.05,0.0,0.18,0.53,0.34,0.2
4898,7.316345,104.18218,0.02,0.0,0.28,0.79,0.08,0.49
4899,7.316345,104.26532,0.28,0.0,0.02,1.21,0.65,0.84
4900,7.316345,104.34846,0.04,0.0,0.08,0.38,0.01,0.7
4901,7.316345,104.43159,0.02,0.0,0.03,0.15,0.0,0.66
4902,7.316345,104.514725,0.0,0.04,0.39,0.28,0.0,1.38
4903,7.316345,104.59786,0.0,0.39,0.97,0.5,0.0,1.07
4904,7.316345,104.681,0.0,0.08,0.51,0.78,0.0,1.96
4905,7.316345,104.76414,0.04,0.0,0.62,1.05,0.23,2.75
4906,7.316345,104.847275,0.41,0.0,0.01,1.32,0.62,5.16
4907,7.316345,104.930405,0.04,0.01,0.19,0.67,0.27,14.35
4908,7.316345,105.01354,0.12,0.0,0.0,0.33,0.06,5.66
4909,7.316345,105.09668,0.04,0.0,0.03,0.09,0.01,7.03
4910,7.316345,105.17982,0.6,0.0,0.55,0.33,0.03,9.12
4911,7.316345,105.262955,0.09,0.01,1.61,0.18,0.14,14.47
4912,7.316345,105.346085,0.2,0.1,0.17,0.06,0.18,4.11
4913,7.316345,105.42922,0.0,0.0,0.01,0.17,0.12,2.2
4914,7.316345,105.51236,0.0,0.0,0.04,0.38,0.41,0.59
4915,7.316345,105.5955,0.0,0.0,0.15,0.89,0.27,0.69
4916,7.316345,105.678635,0.0,0.0,0.63,0.87,0.0,0.46
4917,7.316345,105.761765,0.01,0.0,0.22,0.85,0.06,0.78
4918,7.316345,105.8449,0.08,0.0,0.05,0.47,0.07,0.88
4919,7.316345,105.92804,0.13,0.01,0.1,0.26,0.07,3.04
4920,7.398796,96.03485,0.13,0.0,0.0,0.04,0.02,1.22
4921,7.398796,96.11799,0.51,0.03,0.0,0.0,0.34,1.01
4922,7.398796,96.201126,0.26,2.27,0.0,0.0,0.31,0.35
4923,7.398796,96.28426,0.23,0.05,0.0,0.04,0.08,0.0
4924,7.398796,96.36739,0.0,0.89,0.27,0.25,0.18,0.51
4925,7.398796,96.45053,0.27,0.0,2.93,0.01,0.02,0.38
4926,7.398796,96.53367,0.5,0.0,0.42,0.23,0.11,0.22
4927,7.398796,96.616806,0.53,0.0,0.06,2.26,0.24,0.24
4928,7.398796,96.69994,0.09,0.37,0.0,0.53,0.08,0.11
4929,7.398796,96.78308,0.0,0.0,0.19,0.0,1.4,0.23
4930,7.398796,96.86621,0.0,0.0,0.0,0.0,16.11,0.0
4931,7.398796,96.94935,0.0,0.0,0.01,0.07,0.06,0.07
4932,7.398796,97.032486,0.0,0.0,0.0,0.22,0.01,0.27
4933,7.398796,97.11562,0.0,0.0,0.0,0.21,0.7,0.06
4934,7.398796,97.19876,0.0,0.0,0.24,0.0,0.05,0.14
4935,7.398796,97.28189,0.25,0.04,0.09,1.21,0.16,0.0
4936,7.398796,97.36503,0.43,0.04,0.06,2.47,0.2,0.0
4937,7.398796,97.448166,0.01,0.01,0.18,0.11,0.0,0.07
4938,7.398796,97.5313,0.0,0.0,0.0,0.07,0.0,0.03
4939,7.398796,97.61444,0.0,0.0,0.05,0.07,0.27,0.02
4940,7.398796,97.69757,0.0,0.03,0.0,0.18,0.5,0.02
4941,7.398796,97.78071,0.03,0.36,0.0,0.24,0.01,0.01
4942,7.398796,97.863846,0.0,0.14,0.0,1.37,0.23,0.12
4943,7.398796,97.94698,0.0,2.11,0.0,0.3,0.0,1.06
4944,7.398796,98.03012,0.28,0.31,0.0,0.05,0.0,0.21
4945,7.398796,98.11325,0.43,0.0,0.06,0.09,0.0,0.17
4946,7.398796,98.19639,0.0,0.02,0.0,0.0,0.0,0.0
4947,7.398796,98.279526,0.0,1.91,0.09,0.07,0.0,0.0
4948,7.398796,98.36266,0.0,0.51,0.03,2.45,0.0,0.0
4949,7.398796,98.4458,0.03,0.12,0.68,3.67,0.0,0.0
4950,7.398796,98.52893,0.53,0.13,0.01,1.1,0.0,0.0
4951,7.398796,98.612076,0.08,0.17,0.16,0.0,0.0,0.02
4952,7.398796,98.695206,0.62,0.57,0.27,0.0,0.0,0.0
4953,7.398796,98.77834,1.87,0.32,0.02,0.27,0.01,0.0
4954,7.398796,98.86148,10.42,0.15,0.02,0.63,0.23,0.0
4955,7.398796,98.94461,0.01,2.24,0.0,0.47,0.0,0.0
4956,7.398796,99.027756,0.0,0.34,0.0,0.0,0.0,0.0
4957,7.398796,99.110886,1.82,0.06,0.0,0.0,0.0,0.0
4958,7.398796,99.19402,5.5,0.01,0.0,0.0,0.0,0.0
4959,7.398796,99.27716,3.03,0.0,0.0,0.0,0.0,0.0
4960,7.398796,99.36029,2.48,0.0,0.0,0.09,0.0,0.0
4961,7.398796,99.443436,9.98,0.0,0.0,0.28,0.0,0.0
4962,7.398796,99.526566,2.27,0.0,0.0,0.85,0.0,3.28
4963,7.398796,99.6097,6.46,0.0,0.0,0.12,0.06,0.0
4964,7.398796,99.69284,9.47,0.0,0.0,0.0,0.07,0.0
4965,7.398796,99.77597,14.77,0.0,0.01,0.0,0.09,0.0
4966,7.398796,99.8591,0.93,0.0,0.02,0.05,0.03,0.0
4967,7.398796,99.942245,0.03,0.0,0.42,0.53,0.85,0.0
4968,7.398796,100.02538,0.0,0.0,0.0,0.08,0.02,0.0
4969,7.398796,100.10852,0.0,0.0,0.0,0.04,0.43,0.0
4970,7.398796,100.19165,0.0,0.06,0.0,0.01,1.95,0.0
4971,7.398796,100.27478,0.0,0.6,0.01,0.08,1.58,0.0
4972,7.398796,100.357925,0.0,0.01,0.02,0.01,0.27,0.0
4973,7.398796,100.44106,0.0,0.01,0.02,0.04,0.43,0.02
4974,7.398796,100.5242,0.0,0.13,0.02,0.03,0.67,0.01
4975,7.398796,100.60733,0.0,0.0,0.14,0.43,0.1,0.0
4976,7.398796,100.69046,0.0,0.0,0.19,0.05,0.24,0.0
4977,7.398796,100.773605,0.0,0.0,0.19,1.3,0.78,0.0
4978,7.398796,100.85674,0.01,0.0,0.3,0.44,0.64,0.03
4979,7.398796,100.93988,0.89,0.0,0.4,0.0,0.01,0.0
4980,7.398796,101.02302,0.25,0.0,0.15,0.01,0.43,0.0
4981,7.398796,101.10615,0.02,0.0,0.05,0.7,0.02,0.0
4982,7.398796,101.189285,0.0,0.0,0.22,0.44,0.44,0.0
4983,7.398796,101.27242,0.05,0.0,0.15,0.17,0.28,0.0
4984,7.398796,101.35556,0.35,0.0,0.01,0.02,0.0,0.0
4985,7.398796,101.4387,0.0,0.0,0.0,0.05,0.0,0.0
4986,7.398796,101.52183,0.0,0.0,0.01,0.01,0.01,0.0
4987,7.398796,101.604965,0.13,0.0,0.42,0.45,0.1,0.02
4988,7.398796,101.6881,0.03,0.0,0.14,1.01,0.0,0.02
4989,7.398796,101.77124,0.01,0.0,0.0,0.26,0.0,0.02
4990,7.398796,101.85438,0.01,0.0,0.0,0.08,0.0,0.06
4991,7.398796,101.93751,0.0,0.0,0.0,0.15,0.0,0.0
4992,7.398796,102.020645,0.01,0.0,0.0,0.28,0.08,0.0
4993,7.398796,102.10378,0.01,0.0,0.0,0.29,0.36,0.0
4994,7.398796,102.18692,0.03,0.0,0.0,0.97,0.66,0.1
4995,7.398796,102.27006,0.12,0.0,0.0,1.42,0.56,0.0
4996,7.398796,102.35319,0.0,0.0,0.0,0.34,0.55,0.0
4997,7.398796,102.436325,0.01,0.0,0.04,0.03,0.59,0.05
4998,7.398796,102.51946,0.29,0.0,0.0,0.0,0.54,0.1
4999,7.398796,102.6026,0.0,0.0,0.0,0.03,0.49,0.0
5000,7.398796,102.68574,0.0,0.03,0.0,0.24,0.06,0.0
5001,7.398796,102.76887,0.1,0.18,0.0,0.28,0.11,0.0
5002,7.398796,102.852005,0.01,0.02,0.01,0.07,0.02,0.0
5003,7.398796,102.93514,0.0,0.0,0.0,0.0,0.08,0.0
5004,7.398796,103.01828,0.64,0.0,0.01,0.0,0.01,0.0
5005,7.398796,103.10142,0.15,0.0,0.11,0.01,0.2,0.0
5006,7.398796,103.18455,0.0,0.0,0.05,0.05,0.06,0.0
5007,7.398796,103.267685,0.15,0.0,0.0,0.11,0.01,0.0
5008,7.398796,103.35082,0.0,0.0,0.0,0.1,0.43,0.03
5009,7.398796,103.43396,0.45,0.0,0.0,0.0,0.38,0.04
5010,7.398796,103.5171,0.14,0.0,0.0,0.04,0.6,0.05
5011,7.398796,103.60023,0.71,0.01,0.01,0.02,0.43,0.19
5012,7.398796,103.683365,0.06,0.01,0.02,0.24,0.55,0.12
5013,7.398796,103.7665,0.0,0.0,0.11,0.16,0.2,0.11
5014,7.398796,103.84964,0.02,0.0,0.26,0.22,0.08,0.23
5015,7.398796,103.93278,0.07,0.0,0.05,0.03,0.06,0.22
5016,7.398796,104.01591,0.32,0.0,0.06,0.11,0.01,0.12
5017,7.398796,104.099045,0.04,0.0,0.12,0.29,0.02,0.01
5018,7.398796,104.18218,0.01,0.0,0.04,0.68,0.11,0.21
5019,7.398796,104.26532,0.17,0.0,0.03,1.69,0.0,0.19
5020,7.398796,104.34846,0.07,0.0,0.04,1.81,0.0,1.44
5021,7.398796,104.43159,0.05,0.0,0.04,1.97,0.0,3.86
5022,7.398796,104.514725,0.0,0.0,0.31,1.88,0.15,1.07
5023,7.398796,104.59786,0.0,0.0,0.24,3.44,0.04,1.3
5024,7.398796,104.681,0.0,0.02,0.01,6.74,0.0,0.69
5025,7.398796,104.76414,0.01,0.0,0.1,3.0,0.36,3.37
5026,7.398796,104.847275,0.12,0.01,0.18,2.13,0.68,1.99
5027,7.398796,104.930405,1.07,0.63,0.18,1.48,0.6,4.22
5028,7.398796,105.01354,0.65,0.32,0.04,1.02,0.37,4.93
5029,7.398796,105.09668,0.01,0.01,0.1,0.57,0.01,6.15
5030,7.398796,105.17982,0.01,0.02,0.01,0.21,0.0,11.45
5031,7.398796,105.262955,0.1,0.0,0.0,0.09,0.06,17.87
5032,7.398796,105.346085,0.0,0.06,0.01,0.18,0.5,16.16
5033,7.398796,105.42922,0.0,0.05,0.02,0.57,1.1,8.81
5034,7.398796,105.51236,0.0,0.01,0.02,0.44,0.0,2.58
5035,7.398796,105.5955,0.01,0.0,0.11,0.14,0.0,1.57
5036,7.398796,105.678635,0.0,0.0,0.21,0.29,0.0,0.39
5037,7.398796,105.761765,0.04,0.0,0.05,0.13,0.01,0.38
5038,7.398796,105.8449,0.39,0.0,0.0,0.01,0.63,1.6
5039,7.398796,105.92804,0.63,0.0,0.0,0.09,0.28,0.93
5040,7.481232,96.03485,0.24,0.19,0.0,0.0,0.25,0.21
5041,7.481232,96.11799,0.12,0.51,0.0,0.0,0.16,0.36
5042,7.481232,96.201126,0.0,0.03,0.0,0.33,0.09,0.16
5043,7.481232,96.28426,0.16,0.0,0.02,0.08,0.19,0.07
5044,7.481232,96.36739,0.01,0.0,0.39,0.0,0.02,0.02
5045,7.481232,96.45053,0.12,0.0,0.41,0.14,0.22,0.02
5046,7.481232,96.53367,1.19,0.01,0.0,0.0,0.1,0.03
5047,7.481232,96.616806,0.24,0.34,0.0,0.03,1.46,1.26
5048,7.481232,96.69994,0.02,0.0,0.0,0.01,0.75,0.12
5049,7.481232,96.78308,0.0,0.09,0.05,0.0,0.17,0.0
5050,7.481232,96.86621,0.0,0.0,0.0,0.0,2.02,0.23
5051,7.481232,96.94935,0.0,0.47,0.1,0.01,0.6,1.13
5052,7.481232,97.032486,0.0,0.01,0.0,0.07,0.0,5.91
5053,7.481232,97.11562,0.02,0.02,0.0,0.17,0.35,5.1
5054,7.481232,97.19876,0.08,0.03,0.25,0.01,0.51,0.97
5055,7.481232,97.28189,0.05,2.71,0.36,0.05,0.21,2.92
5056,7.481232,97.36503,0.0,2.52,0.24,0.32,0.03,0.01
5057,7.481232,97.448166,0.65,0.02,0.03,3.07,0.25,0.02
5058,7.481232,97.5313,0.0,0.0,0.19,1.88,0.0,0.06
5059,7.481232,97.61444,0.02,0.0,0.01,0.25,0.0,0.09
5060,7.481232,97.69757,0.02,0.11,0.01,0.01,0.0,0.01
5061,7.481232,97.78071,1.58,0.0,0.12,1.26,0.01,0.0
5062,7.481232,97.863846,0.9,0.06,0.0,0.4,0.05,0.0
5063,7.481232,97.94698,0.01,1.14,0.0,0.11,0.0,0.54
5064,7.481232,98.03012,0.06,0.06,0.0,0.02,0.0,0.6
5065,7.481232,98.11325,0.04,0.32,0.18,0.0,0.0,0.06
5066,7.481232,98.19639,0.0,0.3,0.0,0.0,0.0,0.0
5067,7.481232,98.279526,0.0,8.83,0.04,0.0,0.0,0.0
5068,7.481232,98.36266,0.0,0.01,0.0,0.04,0.0,0.0
5069,7.481232,98.4458,0.94,0.03,0.03,1.11,0.0,0.0
5070,7.481232,98.52893,2.64,0.03,0.13,0.85,0.0,0.0
5071,7.481232,98.612076,0.79,1.98,1.67,0.67,0.0,0.0
5072,7.481232,98.695206,0.01,3.77,0.0,0.0,0.02,0.0
5073,7.481232,98.77834,0.0,1.88,0.09,0.01,1.21,0.0
5074,7.481232,98.86148,0.01,0.02,0.12,0.85,0.68,0.0
5075,7.481232,98.94461,0.0,0.48,0.0,0.19,0.08,0.0
5076,7.481232,99.027756,2.7,3.18,0.0,0.0,0.06,0.0
5077,7.481232,99.110886,0.73,5.0,0.0,0.0,0.01,0.0
5078,7.481232,99.19402,6.36,1.08,0.0,0.01,0.59,0.0
5079,7.481232,99.27716,0.4,0.01,0.0,0.02,0.0,0.0
5080,7.481232,99.36029,7.12,0.01,0.0,0.01,0.0,0.0
5081,7.481232,99.443436,9.48,0.0,0.0,0.07,0.17,0.0
5082,7.481232,99.526566,5.5,0.0,0.0,0.01,0.79,1.42
5083,7.481232,99.6097,15.31,0.0,0.0,0.0,0.56,0.0
5084,7.481232,99.69284,0.66,0.0,0.28,0.0,0.15,0.0
5085,7.481232,99.77597,10.78,0.0,6.19,0.0,0.0,0.0
5086,7.481232,99.8591,0.08,0.0,0.26,0.02,0.01,0.11
5087,7.481232,99.942245,0.05,0.0,0.84,0.54,0.4,0.0
5088,7.481232,100.02538,0.28,0.0,0.02,0.35,0.0,0.0
5089,7.481232,100.10852,0.0,0.0,0.0,0.07,0.02,0.0
5090,7.481232,100.19165,0.0,0.0,0.02,0.04,0.34,0.0
5091,7.481232,100.27478,0.0,0.01,0.05,0.08,0.24,0.0
5092,7.481232,100.357925,0.0,0.04,0.01,0.04,0.05,0.0
5093,7.481232,100.44106,0.0,0.12,0.01,0.17,0.13,0.0
5094,7.481232,100.5242,0.02,0.08,0.0,0.17,2.9,0.0
5095,7.481232,100.60733,0.0,0.08,0.01,0.0,0.0,0.0
5096,7.481232,100.69046,0.0,0.01,0.04,0.15,0.22,0.0
5097,7.481232,100.773605,0.0,0.0,0.1,0.62,0.13,0.0
5098,7.481232,100.85674,0.0,0.0,0.02,0.99,0.03,0.0
5099,7.481232,100.93988,0.01,0.0,0.01,0.01,0.09,0.0
5100,7.481232,101.02302,0.01,0.0,0.06,0.0,1.06,0.0
5101,7.481232,101.10615,0.15,0.0,0.31,0.08,0.01,0.0
5102,7.481232,101.189285,0.33,0.0,0.18,0.0,0.0,0.0
5103,7.481232,101.27242,1.01,0.0,0.17,0.0,0.0,0.0
5104,7.481232,101.35556,0.93,0.0,0.2,0.0,0.02,0.0
5105,7.481232,101.4387,0.59,0.0,0.49,0.02,0.15,0.03
5106,7.481232,101.52183,0.03,0.0,0.08,0.07,0.01,0.04
5107,7.481232,101.604965,0.0,0.0,0.07,0.17,0.22,0.03
5108,7.481232,101.6881,0.02,0.0,0.07,0.34,0.02,0.08
5109,7.481232,101.77124,0.0,0.0,0.1,0.06,0.09,0.0
5110,7.481232,101.85438,0.01,0.0,0.03,0.0,0.12,0.03
5111,7.481232,101.93751,0.0,0.0,0.0,0.02,0.14,0.07
5112,7.481232,102.020645,0.0,0.0,0.0,0.01,0.11,0.0
5113,7.481232,102.10378,0.0,0.0,0.0,0.04,0.01,0.0
5114,7.481232,102.18692,0.0,0.0,0.0,0.01,0.05,0.14
5115,7.481232,102.27006,0.0,0.0,0.0,0.01,0.15,0.09
5116,7.481232,102.35319,0.0,0.0,0.0,0.0,0.0,0.05
5117,7.481232,102.436325,0.0,0.0,0.0,0.0,0.07,0.01
5118,7.481232,102.51946,0.01,0.0,0.0,0.06,0.63,0.0
5119,7.481232,102.6026,0.13,0.0,0.0,0.4,0.5,0.0
5120,7.481232,102.68574,0.01,0.0,0.0,0.3,0.91,0.0
5121,7.481232,102.76887,0.34,0.0,0.0,0.1,1.13,0.0
5122,7.481232,102.852005,0.0,0.0,0.01,0.0,0.59,0.0
5123,7.481232,102.93514,0.01,0.0,0.02,0.0,0.39,0.03
5124,7.481232,103.01828,0.01,0.0,0.0,0.02,0.15,0.23
5125,7.481232,103.10142,0.0,0.0,0.13,0.0,0.87,0.11
5126,7.481232,103.18455,0.0,0.0,0.07,0.0,0.69,0.02
5127,7.481232,103.267685,0.01,0.0,0.0,0.02,0.58,0.04
5128,7.481232,103.35082,0.01,0.0,0.0,0.06,0.19,0.02
5129,7.481232,103.43396,0.37,0.0,0.0,0.12,0.0,0.22
5130,7.481232,103.5171,0.3,0.0,0.0,0.48,0.02,0.2
5131,7.481232,103.60023,0.98,0.0,0.04,0.98,0.75,0.0
5132,7.481232,103.683365,0.08,0.0,0.03,0.79,0.01,0.0
5133,7.481232,103.7665,0.0,0.0,0.01,0.32,0.27,0.18
5134,7.481232,103.84964,0.03,0.0,0.17,0.08,0.0,0.08
5135,7.481232,103.93278,0.08,0.0,0.0,0.08,0.04,0.14
5136,7.481232,104.01591,0.03,0.0,0.0,0.17,0.01,0.33
5137,7.481232,104.099045,0.29,0.0,0.0,0.27,0.15,0.1
5138,7.481232,104.18218,0.02,0.0,0.0,0.68,0.02,0.1
5139,7.481232,104.26532,0.01,0.0,0.0,0.87,0.0,0.52
5140,7.481232,104.34846,0.05,0.0,0.0,1.37,0.17,0.5
5141,7.481232,104.43159,0.02,0.0,0.06,1.66,0.0,1.18
5142,7.481232,104.514725,0.08,0.0,0.04,1.48,0.16,2.45
5143,7.481232,104.59786,0.0,0.01,0.27,1.02,0.44,3.04
5144,7.481232,104.681,0.0,0.05,0.82,0.47,0.11,3.29
5145,7.481232,104.76414,0.03,0.44,0.61,0.81,0.08,0.57
5146,7.481232,104.847275,0.9,0.25,0.31,0.71,0.26,2.95
5147,7.481232,104.930405,0.03,0.01,0.02,0.89,0.25,3.92
5148,7.481232,105.01354,0.66,0.37,0.16,0.79,0.29,9.35
5149,7.481232,105.09668,0.25,0.05,0.0,0.82,0.07,13.32
5150,7.481232,105.17982,0.02,0.05,0.02,0.59,0.01,13.05
5151,7.481232,105.262955,0.01,0.0,0.04,0.77,0.14,6.46
5152,7.481232,105.346085,0.09,0.0,0.0,0.83,0.52,7.91
5153,7.481232,105.42922,0.0,0.11,0.0,0.55,0.25,14.29
5154,7.481232,105.51236,0.01,0.26,0.0,0.28,0.54,17.67
5155,7.481232,105.5955,0.35,0.01,0.01,0.18,0.02,17.05
5156,7.481232,105.678635,0.14,0.01,0.14,0.23,0.0,2.34
5157,7.481232,105.761765,0.0,0.21,0.12,0.19,0.0,0.67
5158,7.481232,105.8449,0.01,0.0,0.09,0.18,0.06,0.6
5159,7.481232,105.92804,0.17,0.01,0.12,0.77,0.66,0.91
5160,7.563652,96.03485,0.13,0.44,0.07,0.0,0.05,0.53
5161,7.563652,96.11799,0.54,2.9,0.0,0.01,0.29,0.21
5162,7.563652,96.201126,0.0,0.05,0.0,0.0,0.03,0.08
5163,7.563652,96.28426,0.09,0.0,0.0,0.0,0.03,0.01
5164,7.563652,96.36739,0.02,0.0,0.0,0.0,0.01,0.11
5165,7.563652,96.45053,0.01,0.0,0.0,0.0,0.03,0.0
5166,7.563652,96.53367,0.01,0.0,0.0,0.0,0.09,0.0
5167,7.563652,96.616806,0.02,0.0,0.45,0.04,0.5,0.34
5168,7.563652,96.69994,0.06,0.0,0.14,0.1,1.62,0.0
5169,7.563652,96.78308,0.0,0.0,0.0,0.43,2.32,0.0
5170,7.563652,96.86621,0.0,0.0,0.0,0.43,0.63,0.0
5171,7.563652,96.94935,0.0,0.0,0.54,0.61,0.35,0.0
5172,7.563652,97.032486,0.0,0.16,0.05,0.96,0.0,3.92
5173,7.563652,97.11562,0.38,3.43,0.01,3.84,0.08,0.62
5174,7.563652,97.19876,0.01,0.02,0.0,0.65,0.3,1.27
5175,7.563652,97.28189,0.36,0.03,0.0,0.22,0.42,7.9
5176,7.563652,97.36503,0.01,0.02,0.04,0.2,0.09,0.51
5177,7.563652,97.448166,0.24,0.0,0.0,0.15,1.18,1.7
5178,7.563652,97.5313,0.01,0.01,0.01,1.51,0.12,0.08
5179,7.563652,97.61444,0.45,0.0,0.0,0.56,0.0,0.0
5180,7.563652,97.69757,0.49,0.0,0.29,0.05,0.0,0.09
5181,7.563652,97.78071,0.31,0.0,0.1,0.27,0.32,0.03
5182,7.563652,97.863846,0.51,0.35,0.0,0.41,0.01,0.15
5183,7.563652,97.94698,0.35,0.18,0.0,0.0,0.0,0.03
5184,7.563652,98.03012,0.05,0.28,0.39,0.0,0.0,0.02
5185,7.563652,98.11325,0.0,1.31,0.07,0.0,0.0,0.02
5186,7.563652,98.19639,0.0,1.44,0.0,0.0,0.0,0.35
5187,7.563652,98.279526,0.0,0.02,0.0,0.0,0.0,0.0
5188,7.563652,98.36266,0.0,0.11,0.03,0.0,0.0,0.05
5189,7.563652,98.4458,0.48,1.67,0.56,0.07,0.0,0.0
5190,7.563652,98.52893,0.06,0.24,0.01,0.56,0.0,0.0
5191,7.563652,98.612076,1.32,4.34,0.8,0.11,0.0,0.0
5192,7.563652,98.695206,2.37,2.96,0.35,0.14,0.0,0.0
5193,7.563652,98.77834,0.0,0.31,1.92,0.0,0.02,0.0
5194,7.563652,98.86148,0.0,0.24,0.48,0.35,0.01,0.0
5195,7.563652,98.94461,0.0,1.01,0.0,0.11,0.0,0.0
5196,7.563652,99.027756,2.49,1.51,0.0,0.0,0.0,0.02
5197,7.563652,99.110886,0.48,0.02,0.0,0.0,0.08,0.01
5198,7.563652,99.19402,3.82,0.02,0.0,0.0,0.0,0.0
5199,7.563652,99.27716,8.87,0.01,0.0,0.12,0.0,0.0
5200,7.563652,99.36029,2.02,0.0,0.0,0.14,0.0,0.05
5201,7.563652,99.443436,3.39,0.0,0.0,0.03,0.03,3.11
5202,7.563652,99.526566,6.9,0.0,0.0,0.0,0.56,2.8
5203,7.563652,99.6097,9.92,0.0,0.0,0.0,0.69,0.0
5204,7.563652,99.69284,2.73,0.0,0.0,0.0,0.1,0.0
5205,7.563652,99.77597,1.01,0.0,0.0,0.0,0.0,0.0
5206,7.563652,99.8591,0.0,0.01,0.12,0.0,0.0,0.0
5207,7.563652,99.942245,0.0,0.0,0.4,0.11,0.01,0.02
5208,7.563652,100.02538,0.0,0.0,0.0,0.5,0.14,0.0
5209,7.563652,100.10852,0.0,0.0,0.0,0.53,0.15,0.0
5210,7.563652,100.19165,0.0,0.05,0.09,0.42,0.25,0.0
5211,7.563652,100.27478,0.0,1.63,0.28,0.74,0.24,0.0
5212,7.563652,100.357925,0.0,0.66,0.07,0.63,0.17,0.12
5213,7.563652,100.44106,0.0,0.87,0.0,1.65,0.0,0.39
5214,7.563652,100.5242,0.0,0.01,0.13,1.42,0.0,0.07
5215,7.563652,100.60733,0.0,0.01,0.46,0.65,0.0,0.0
5216,7.563652,100.69046,0.01,0.26,0.32,0.18,0.02,0.0
5217,7.563652,100.773605,0.1,0.29,0.02,0.12,0.03,0.0
5218,7.563652,100.85674,0.0,0.01,0.01,0.0,0.37,0.0
5219,7.563652,100.93988,0.0,0.0,0.04,0.1,0.0,0.0
5220,7.563652,101.02302,0.0,0.0,0.04,0.03,0.03,0.0
5221,7.563652,101.10615,0.01,0.0,0.22,0.01,0.08,0.0
5222,7.563652,101.189285,0.72,0.0,0.08,0.01,0.1,0.0
5223,7.563652,101.27242,0.01,0.0,0.28,0.02,0.25,0.0
5224,7.563652,101.35556,0.01,0.0,0.51,0.02,0.21,0.0
5225,7.563652,101.4387,0.01,0.0,0.03,0.07,0.78,0.0
5226,7.563652,101.52183,0.0,0.0,0.16,0.31,0.96,0.0
5227,7.563652,101.604965,0.03,0.0,0.87,0.25,0.03,0.0
5228,7.563652,101.6881,0.02,0.0,0.18,0.17,0.0,0.0
5229,7.563652,101.77124,0.0,0.0,0.25,0.1,0.01,0.26
5230,7.563652,101.85438,0.73,0.0,0.26,0.05,0.35,0.02
5231,7.563652,101.93751,0.02,0.0,0.12,0.02,0.0,0.09
