,lat,lon,00:00Z 04-Apr-2024,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024,00:00Z 09-Apr-2024,00:00Z 10-Apr-2024,00:00Z 11-Apr-2024
5007,7.398796,103.267685,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.65
5008,7.398796,103.35082,0.05,0.0,0.0,0.0,0.01,0.0,0.1,0.52
5009,7.398796,103.43396,0.01,0.0,0.05,0.05,0.61,0.0,0.12,0.49
5010,7.398796,103.5171,0.66,0.0,0.06,0.14,0.58,0.0,0.11,0.53
5011,7.398796,103.60023,0.11,0.0,0.0,0.39,0.05,0.01,0.08,0.54
5012,7.398796,103.683365,0.0,0.0,0.0,0.14,0.7,0.03,0.53,0.69
5013,7.398796,103.7665,0.01,0.0,0.0,0.09,0.33,0.19,1.08,1.1
5014,7.398796,103.84964,0.01,0.0,0.0,0.0,0.08,0.12,0.37,0.79
5015,7.398796,103.93278,0.01,0.0,0.02,0.0,0.01,0.1,0.06,0.17
5016,7.398796,104.01591,0.27,0.0,0.0,0.0,0.07,0.03,0.11,0.07
5017,7.398796,104.099045,0.0,0.0,0.0,0.0,0.05,0.1,0.19,0.01
5018,7.398796,104.18218,0.0,0.0,0.0,0.0,0.0,0.45,0.23,0.0
5019,7.398796,104.26532,0.0,0.0,0.0,0.0,0.13,0.79,0.29,0.0
5020,7.398796,104.34846,0.01,0.0,0.0,0.13,0.03,0.52,0.52,0.01
5021,7.398796,104.43159,0.16,0.02,0.13,0.08,0.0,0.23,0.14,0.09
5022,7.398796,104.514725,0.23,0.02,0.0,0.23,0.01,0.58,0.06,0.56
5023,7.398796,104.59786,0.0,0.01,0.01,0.18,0.0,0.44,0.04,0.62
5024,7.398796,104.681,0.57,0.01,0.02,0.01,0.0,0.06,0.07,0.32
5025,7.398796,104.76414,0.31,0.08,0.04,0.03,0.0,0.68,0.07,0.39
5026,7.398796,104.847275,0.17,0.07,0.01,0.17,0.31,0.1,0.07,0.35
5027,7.398796,104.930405,0.0,0.07,0.06,0.15,0.01,0.32,0.0,0.49
5028,7.398796,105.01354,0.04,0.0,0.0,0.41,0.31,0.0,0.0,0.19
5029,7.398796,105.09668,0.0,0.01,0.0,0.35,0.0,0.01,0.05,0.34
5030,7.398796,105.17982,0.04,0.02,0.0,0.41,0.04,0.01,0.34,0.26
5031,7.398796,105.262955,0.24,0.65,0.02,0.18,0.48,0.04,0.97,0.29
5032,7.398796,105.346085,0.34,0.01,0.05,0.04,0.12,0.09,1.19,0.19
5033,7.398796,105.42922,0.63,0.03,0.08,0.11,0.21,0.11,0.94,0.11
5034,7.398796,105.51236,0.4,0.17,0.1,0.21,0.25,0.04,0.84,0.06
5035,7.398796,105.5955,0.12,0.63,0.01,0.72,0.03,0.04,0.92,0.15
5036,7.398796,105.678635,0.45,0.02,0.0,0.21,0.17,0.04,1.21,0.02
5037,7.398796,105.761765,0.26,0.44,0.0,0.05,0.24,0.04,1.54,0.63
5038,7.398796,105.8449,0.16,0.45,0.0,0.06,0.0,0.09,2.24,0.6
5039,7.398796,105.92804,0.68,0.05,0.18,0.1,0.01,0.22,2.66,0.41
5040,7.481232,96.03485,0.05,0.0,0.17,0.47,0.05,8.95,0.16,0.16
5041,7.481232,96.11799,0.06,0.0,0.0,0.0,0.56,1.57,0.2,0.05
5042,7.481232,96.201126,0.13,0.0,0.01,0.11,0.08,0.4,0.55,0.02
5043,7.481232,96.28426,0.0,0.0,0.08,0.98,0.03,0.18,0.58,0.02
5044,7.481232,96.36739,0.0,0.0,0.41,0.18,1.15,0.25,0.03,0.06
5045,7.481232,96.45053,0.01,0.0,0.11,0.0,18.75,0.19,0.11,0.31
5046,7.481232,96.53367,0.63,0.0,0.0,0.06,6.18,0.21,0.01,0.13
5047,7.481232,96.616806,0.01,0.04,0.0,1.75,4.45,0.0,0.21,0.35
5048,7.481232,96.69994,0.0,0.01,0.14,0.02,0.67,0.01,0.0,0.35
5049,7.481232,96.78308,0.04,2.08,4.04,0.0,0.98,0.12,0.0,0.16
5050,7.481232,96.86621,0.0,0.02,4.53,0.03,0.4,1.06,0.0,0.06
5051,7.481232,96.94935,0.97,0.0,0.66,0.02,0.73,1.32,0.0,0.01
5052,7.481232,97.032486,10.29,0.0,0.0,0.21,0.02,0.55,0.0,0.07
5053,7.481232,97.11562,0.43,0.0,0.0,0.0,0.02,0.05,0.14,0.0
5054,7.481232,97.19876,0.01,0.0,0.0,0.02,0.87,0.28,0.0,0.0
5055,7.481232,97.28189,0.01,0.0,0.0,0.43,0.25,0.31,0.0,0.0
5056,7.481232,97.36503,1.31,0.0,0.0,0.0,0.29,0.01,0.01,0.0
5057,7.481232,97.448166,5.24,0.12,0.0,0.02,5.57,0.02,0.04,0.03
5058,7.481232,97.5313,0.09,0.04,0.08,0.99,0.94,0.09,0.07,0.25
5059,7.481232,97.61444,0.0,0.1,0.97,0.32,0.58,0.0,0.08,0.22
5060,7.481232,97.69757,0.08,0.0,0.01,0.22,0.87,0.01,0.14,0.03
5061,7.481232,97.78071,0.12,0.0,0.0,1.45,1.04,0.01,0.07,0.0
5062,7.481232,97.863846,0.03,0.01,0.22,0.76,0.02,0.0,0.04,0.0
5063,7.481232,97.94698,0.08,2.03,0.07,0.7,0.02,0.0,0.07,0.0
5064,7.481232,98.03012,0.16,0.02,0.0,0.99,0.0,0.48,0.14,0.0
5065,7.481232,98.11325,0.26,0.0,0.0,0.0,0.36,0.63,0.16,0.0
5066,7.481232,98.19639,5.48,0.0,0.0,0.13,0.04,0.05,0.08,0.0
5067,7.481232,98.279526,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.05
5068,7.481232,98.36266,0.0,0.0,0.6,0.01,0.0,0.14,0.0,0.14
5069,7.481232,98.4458,0.24,0.0,0.04,0.92,0.13,0.01,0.0,0.0
5070,7.481232,98.52893,0.01,0.0,0.0,0.38,0.01,0.0,0.0,0.0
5071,7.481232,98.612076,0.08,0.0,0.0,0.18,0.0,0.03,0.0,0.0
5072,7.481232,98.695206,0.85,0.0,0.0,0.48,0.22,0.18,0.0,0.0
5073,7.481232,98.77834,0.14,0.0,0.0,0.64,0.02,0.25,0.0,0.0
5074,7.481232,98.86148,0.01,0.0,0.02,0.41,0.0,0.04,0.0,0.0
5075,7.481232,98.94461,0.0,0.0,0.02,1.07,0.0,0.0,0.0,0.0
5076,7.481232,99.027756,0.0,0.47,0.06,0.2,0.0,0.0,0.0,0.03
5077,7.481232,99.110886,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.03
5078,7.481232,99.19402,4.33,0.0,1.68,0.0,0.0,0.0,0.0,0.06
5079,7.481232,99.27716,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01
5080,7.481232,99.36029,0.0,0.0,0.0,0.02,2.1,0.0,0.03,0.0
5081,7.481232,99.443436,7.14,0.0,0.0,0.06,6.77,0.0,0.05,0.01
5082,7.481232,99.526566,1.48,0.0,0.0,5.5,0.39,0.0,0.01,0.01
5083,7.481232,99.6097,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.06
5084,7.481232,99.69284,0.51,0.12,0.0,0.0,0.0,0.0,0.0,0.07
5085,7.481232,99.77597,0.06,2.54,0.0,0.0,0.0,0.0,0.01,0.33
5086,7.481232,99.8591,0.03,0.0,0.0,0.14,0.1,0.0,0.12,0.65
5087,7.481232,99.942245,0.03,0.0,0.0,0.48,1.06,0.0,0.49,1.02
5088,7.481232,100.02538,0.15,0.0,0.05,0.01,0.0,0.0,0.22,0.34
5089,7.481232,100.10852,0.0,0.0,0.0,0.02,0.03,0.0,0.1,0.11
5090,7.481232,100.19165,0.0,0.0,0.0,0.1,0.01,0.0,0.22,0.36
5091,7.481232,100.27478,0.0,0.0,0.26,0.05,0.0,0.11,0.18,0.46
5092,7.481232,100.357925,0.27,0.05,0.32,0.08,0.01,0.01,0.09,0.8
5093,7.481232,100.44106,0.03,0.41,0.02,0.0,0.03,0.0,0.0,0.56
5094,7.481232,100.5242,0.27,0.01,0.08,0.0,0.01,0.0,0.0,0.47
5095,7.481232,100.60733,0.36,0.07,0.55,0.03,0.0,0.0,0.0,0.59
5096,7.481232,100.69046,0.0,0.13,0.16,0.81,0.0,0.06,0.0,0.18
5097,7.481232,100.773605,0.0,0.54,0.43,3.78,0.01,0.0,0.01,0.27
5098,7.481232,100.85674,0.24,0.01,0.25,2.7,0.54,0.01,0.34,0.02
5099,7.481232,100.93988,0.03,0.0,0.08,0.77,0.23,0.09,0.06,0.04
5100,7.481232,101.02302,0.0,0.33,0.0,0.03,0.0,0.0,0.01,0.15
5101,7.481232,101.10615,0.4,0.03,0.01,0.06,0.0,0.05,0.0,0.62
5102,7.481232,101.189285,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.7
5103,7.481232,101.27242,0.46,0.0,0.07,0.0,0.0,0.03,0.0,0.31
5104,7.481232,101.35556,0.08,0.0,0.0,0.0,0.03,0.05,0.0,0.24
5105,7.481232,101.4387,0.02,0.0,0.0,0.0,0.09,0.0,0.04,0.38
5106,7.481232,101.52183,0.01,0.0,0.0,0.0,0.1,0.02,0.08,0.08
5107,7.481232,101.604965,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.06
5108,7.481232,101.6881,0.0,0.0,0.0,0.0,0.14,0.0,0.08,0.69
5109,7.481232,101.77124,0.0,0.0,0.02,0.0,0.12,0.0,0.04,0.14
5110,7.481232,101.85438,0.0,0.0,0.08,0.0,0.1,0.03,0.1,0.13
5111,7.481232,101.93751,0.0,0.0,0.32,0.0,0.05,0.0,0.08,0.54
5112,7.481232,102.020645,0.07,0.06,0.46,0.0,0.14,0.06,0.0,0.27
5113,7.481232,102.10378,0.03,0.0,0.06,0.01,0.07,0.24,0.04,0.22
5114,7.481232,102.18692,0.0,0.0,0.0,0.0,0.01,0.0,0.15,0.17
5115,7.481232,102.27006,0.0,0.0,0.0,0.02,0.0,0.03,0.38,0.15
5116,7.481232,102.35319,0.77,0.0,0.0,0.02,0.06,0.02,0.4,0.17
5117,7.481232,102.436325,0.22,0.0,0.0,0.0,0.19,0.02,0.44,0.23
5118,7.481232,102.51946,0.0,0.0,0.0,0.0,0.2,0.0,0.32,0.59
5119,7.481232,102.6026,0.0,0.0,0.0,0.0,0.1,0.01,0.14,0.6
5120,7.481232,102.68574,0.0,0.0,0.0,0.1,0.12,0.04,0.13,0.43
5121,7.481232,102.76887,0.0,0.0,0.0,0.0,0.0,0.31,0.01,0.3
5122,7.481232,102.852005,0.14,0.02,0.0,0.0,0.09,0.06,0.03,0.22
5123,7.481232,102.93514,0.0,0.0,0.0,0.02,0.23,0.0,0.1,0.23
5124,7.481232,103.01828,0.0,0.0,0.0,0.0,0.22,0.0,0.12,0.24
5125,7.481232,103.10142,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.17
5126,7.481232,103.18455,0.09,0.0,0.0,0.0,0.03,0.01,0.12,0.17
5127,7.481232,103.267685,0.0,0.0,0.0,0.0,0.03,0.0,0.17,0.19
5128,7.481232,103.35082,0.06,0.0,0.0,0.05,0.0,0.0,0.09,0.19
5129,7.481232,103.43396,0.03,0.0,0.0,0.0,0.07,0.01,0.02,0.34
5130,7.481232,103.5171,0.73,0.0,0.0,0.0,0.01,0.27,0.02,0.4
5131,7.481232,103.60023,0.08,0.0,0.0,0.0,0.01,0.0,0.02,0.16
5132,7.481232,103.683365,0.93,0.0,0.0,0.0,0.04,0.01,0.05,0.11
5133,7.481232,103.7665,0.03,0.0,0.0,0.0,0.0,0.05,0.16,0.1
5134,7.481232,103.84964,0.0,0.0,0.0,0.0,0.0,0.04,0.51,0.05
5135,7.481232,103.93278,0.0,0.0,0.0,0.1,0.0,0.01,0.51,0.07
5136,7.481232,104.01591,0.0,0.0,0.0,0.08,0.0,0.15,0.32,0.01
5137,7.481232,104.099045,0.0,0.0,0.0,0.03,0.0,0.16,0.11,0.08
5138,7.481232,104.18218,0.0,0.0,0.0,0.0,0.0,0.21,0.29,0.15
5139,7.481232,104.26532,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.07
5140,7.481232,104.34846,0.03,0.0,0.0,0.05,0.0,0.41,0.35,0.06
5141,7.481232,104.43159,0.11,0.0,0.0,0.2,0.08,0.33,0.52,0.03
5142,7.481232,104.514725,0.04,0.0,0.0,0.18,0.0,0.16,0.13,0.04
5143,7.481232,104.59786,0.2,0.0,0.0,0.07,0.31,0.13,0.01,0.07
5144,7.481232,104.681,0.78,0.04,0.0,0.03,0.0,0.09,0.0,0.0
5145,7.481232,104.76414,0.07,0.0,0.0,0.08,0.0,0.07,0.0,0.0
5146,7.481232,104.847275,0.07,0.33,0.0,0.08,0.0,0.22,0.0,0.01
5147,7.481232,104.930405,0.1,0.42,0.02,0.09,0.0,0.52,0.0,0.16
5148,7.481232,105.01354,0.0,0.03,0.04,0.38,0.06,0.35,0.0,0.06
5149,7.481232,105.09668,0.15,0.0,0.0,0.93,0.21,0.14,0.01,0.06
5150,7.481232,105.17982,0.22,0.0,0.0,0.81,0.01,0.0,0.06,0.41
5151,7.481232,105.262955,1.32,0.01,0.01,0.63,0.08,0.0,0.41,0.05
5152,7.481232,105.346085,0.06,0.01,0.06,0.23,0.02,0.02,0.37,0.03
5153,7.481232,105.42922,0.69,0.09,0.04,0.12,0.46,0.1,0.37,0.64
5154,7.481232,105.51236,0.09,0.65,0.0,0.0,0.04,0.28,0.54,0.91
5155,7.481232,105.5955,0.19,0.4,0.0,0.0,0.03,0.29,0.61,1.9
5156,7.481232,105.678635,0.0,0.03,0.0,0.0,0.05,0.3,0.71,1.27
5157,7.481232,105.761765,0.0,0.33,0.02,0.02,0.57,0.07,0.68,0.1
5158,7.481232,105.8449,0.02,0.54,0.0,0.01,0.12,0.3,1.02,1.31
5159,7.481232,105.92804,0.06,0.46,0.04,0.0,0.0,0.78,0.93,4.07
5160,7.563652,96.03485,0.78,0.0,0.41,0.05,0.01,16.74,0.59,0.0
5161,7.563652,96.11799,0.0,0.0,0.0,0.0,0.09,16.65,0.0,0.0
5162,7.563652,96.201126,0.03,0.02,1.02,0.0,0.03,1.06,0.19,0.0
5163,7.563652,96.28426,0.0,0.0,0.02,0.26,0.29,0.98,0.47,0.04
5164,7.563652,96.36739,0.0,0.0,0.0,0.0,0.02,0.68,1.17,0.19
5165,7.563652,96.45053,0.02,0.0,0.21,0.0,0.23,0.24,1.42,0.27
5166,7.563652,96.53367,0.0,0.0,0.17,0.0,0.48,0.28,0.25,0.4
5167,7.563652,96.616806,0.3,0.0,0.01,0.02,0.83,0.06,0.0,0.25
5168,7.563652,96.69994,0.0,0.0,0.46,0.4,1.45,0.0,0.0,0.09
5169,7.563652,96.78308,0.0,0.01,0.37,0.01,0.98,0.0,0.0,0.19
5170,7.563652,96.86621,0.0,0.0,0.11,0.02,0.78,0.07,0.0,0.18
5171,7.563652,96.94935,0.36,0.0,0.36,0.06,0.28,0.84,0.01,0.02
5172,7.563652,97.032486,0.58,0.18,0.0,0.0,0.3,1.08,0.04,0.01
5173,7.563652,97.11562,7.81,0.01,0.0,0.0,0.09,0.77,0.0,0.0
5174,7.563652,97.19876,0.27,0.29,0.0,0.16,0.1,0.02,0.0,0.0
5175,7.563652,97.28189,0.05,0.01,0.31,1.13,0.53,0.03,0.0,0.0
5176,7.563652,97.36503,6.53,0.08,0.0,0.14,0.23,0.01,0.0,0.01
5177,7.563652,97.448166,15.74,4.25,0.01,0.47,4.07,0.41,0.0,0.06
5178,7.563652,97.5313,0.5,0.19,0.64,0.44,3.12,0.2,0.01,1.33
5179,7.563652,97.61444,0.0,0.0,8.49,0.37,0.16,0.01,0.02,1.62
5180,7.563652,97.69757,0.2,0.0,0.97,0.0,0.04,0.24,0.02,0.64
5181,7.563652,97.78071,0.0,0.08,0.0,0.51,0.51,0.03,0.03,0.02
5182,7.563652,97.863846,0.1,0.18,0.07,0.01,0.38,0.0,0.02,0.0
5183,7.563652,97.94698,0.19,0.23,0.0,0.0,0.1,0.0,0.03,0.0
5184,7.563652,98.03012,0.0,0.07,0.0,0.56,0.0,0.01,0.04,0.0
5185,7.563652,98.11325,0.04,0.0,0.0,0.0,0.57,0.0,0.0,0.0
5186,7.563652,98.19639,0.14,0.16,0.0,0.0,0.06,0.0,0.03,0.03
5187,7.563652,98.279526,0.09,0.0,0.08,0.0,0.0,0.06,0.02,0.01
5188,7.563652,98.36266,0.38,0.0,0.0,0.0,0.0,0.25,0.0,0.0
5189,7.563652,98.4458,0.0,0.0,0.01,0.02,0.03,0.0,0.0,0.0
5190,7.563652,98.52893,0.04,0.0,0.0,0.13,0.0,0.0,0.0,0.0
5191,7.563652,98.612076,0.75,0.0,0.0,0.02,0.31,0.0,0.0,0.0
5192,7.563652,98.695206,0.0,0.0,0.0,1.23,0.01,0.0,0.0,0.0
5193,7.563652,98.77834,0.02,0.0,0.0,1.75,0.0,0.12,0.0,0.0
5194,7.563652,98.86148,0.0,0.0,0.05,0.07,0.0,0.23,0.0,0.0
5195,7.563652,98.94461,0.01,0.0,0.46,0.09,0.0,0.17,0.0,0.0
5196,7.563652,99.027756,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.02
5197,7.563652,99.110886,2.13,0.0,0.0,0.0,0.04,0.0,0.07,0.06
5198,7.563652,99.19402,2.19,0.0,0.01,0.0,0.05,0.02,0.06,0.18
5199,7.563652,99.27716,0.89,0.0,0.0,0.0,0.01,0.0,0.04,0.02
5200,7.563652,99.36029,5.55,0.0,0.0,0.05,0.05,0.01,0.09,0.02
5201,7.563652,99.443436,0.08,0.0,0.0,0.05,0.1,0.0,0.13,0.06
5202,7.563652,99.526566,4.84,0.0,0.0,0.05,0.0,0.0,2.1,0.06
5203,7.563652,99.6097,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.11
5204,7.563652,99.69284,7.89,1.21,0.0,0.0,0.0,0.0,0.04,0.22
5205,7.563652,99.77597,0.02,0.02,0.0,0.0,0.0,0.0,0.37,0.46
5206,7.563652,99.8591,0.01,0.01,0.0,0.01,0.0,0.07,0.1,1.03
5207,7.563652,99.942245,0.11,0.02,0.05,0.29,0.01,0.0,0.06,1.74
5208,7.563652,100.02538,0.03,0.0,0.1,0.03,0.0,0.0,0.12,0.86
5209,7.563652,100.10852,0.06,0.0,0.02,0.0,0.0,0.0,0.01,0.69
5210,7.563652,100.19165,0.05,0.0,0.04,0.0,0.02,0.0,0.0,0.63
5211,7.563652,100.27478,0.61,0.08,0.0,0.08,0.02,0.0,0.06,0.65
5212,7.563652,100.357925,0.35,2.68,0.05,0.31,0.0,0.0,0.19,0.5
5213,7.563652,100.44106,0.06,0.54,0.33,0.0,0.05,0.0,0.09,0.15
5214,7.563652,100.5242,0.14,1.16,0.05,0.0,0.38,0.0,0.0,0.12
5215,7.563652,100.60733,0.0,0.01,0.0,0.06,0.15,0.0,0.0,0.06
5216,7.563652,100.69046,0.0,0.0,0.13,0.3,0.0,0.0,0.0,0.07
5217,7.563652,100.773605,0.0,0.0,0.49,0.4,0.0,0.03,0.0,0.04
5218,7.563652,100.85674,0.54,0.2,0.02,0.2,0.0,0.74,0.05,0.06
5219,7.563652,100.93988,0.18,0.21,0.16,0.06,0.0,0.22,0.0,0.02
5220,7.563652,101.02302,0.01,0.0,0.06,0.47,0.0,0.21,0.0,0.06
5221,7.563652,101.10615,0.0,0.24,0.27,0.19,0.02,0.23,0.0,0.0
5222,7.563652,101.189285,0.0,0.51,0.04,0.01,0.18,0.03,0.0,0.02
5223,7.563652,101.27242,0.01,0.0,0.0,0.17,0.06,0.0,0.0,0.04
5224,7.563652,101.35556,0.04,0.0,0.03,0.01,0.02,0.26,0.0,0.23
5225,7.563652,101.4387,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.36
5226,7.563652,101.52183,0.01,0.0,0.0,0.0,0.13,0.06,0.0,0.11
5227,7.563652,101.604965,0.2,0.0,0.0,0.0,0.09,0.11,0.0,0.08
5228,7.563652,101.6881,0.0,0.02,0.0,0.0,0.01,0.03,0.05,0.14
5229,7.563652,101.77124,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.63
5230,7.563652,101.85438,0.0,0.0,0.1,0.0,0.05,0.05,0.06,0.05
5231,7.563652,101.93751,0.02,0.09,1.56,0.17,0.0,0.01,0.3,0.6
5232,7.563652,102.020645,0.0,0.0,0.17,0.21,0.03,0.0,0.35,0.19
5233,7.563652,102.10378,0.17,0.01,0.43,0.04,0.17,0.0,0.1,0.04
5234,7.563652,102.18692,0.04,0.04,0.02,0.12,0.11,0.0,0.24,0.1
5235,7.563652,102.27006,0.0,0.0,0.0,0.09,0.62,0.0,0.03,0.43
5236,7.563652,102.35319,0.01,0.0,0.0,0.18,0.04,0.0,0.01,0.26
5237,7.563652,102.436325,0.0,0.0,0.0,0.07,0.0,0.03,0.1,0.27
5238,7.563652,102.51946,0.0,0.0,0.0,0.0,0.05,0.0,0.19,0.23
5239,7.563652,102.6026,0.0,0.0,0.0,0.03,0.01,0.01,0.08,0.31
5240,7.563652,102.68574,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.53
5241,7.563652,102.76887,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.33
5242,7.563652,102.852005,0.0,0.0,0.0,0.11,0.14,0.02,0.02,0.3
5243,7.563652,102.93514,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.17
5244,7.563652,103.01828,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09
5245,7.563652,103.10142,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.09
5246,7.563652,103.18455,0.16,0.0,0.0,0.0,0.0,0.0,0.2,0.03
5247,7.563652,103.267685,0.0,0.0,0.0,0.02,0.0,0.0,0.16,0.23
5248,7.563652,103.35082,0.0,0.0,0.01,0.02,0.0,0.04,0.17,0.05
5249,7.563652,103.43396,0.31,0.0,0.01,0.0,0.0,0.05,0.11,0.25
5250,7.563652,103.5171,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.43
5251,7.563652,103.60023,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.4
5252,7.563652,103.683365,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.51
5253,7.563652,103.7665,0.0,0.0,0.0,0.01,0.01,0.0,0.4,0.57
5254,7.563652,103.84964,0.0,0.0,0.0,0.08,0.03,0.03,0.77,0.35
5255,7.563652,103.93278,0.32,0.0,0.0,0.19,0.5,0.02,0.55,0.3
5256,7.563652,104.01591,0.0,0.0,0.0,0.29,0.68,0.01,0.41,0.08
5257,7.563652,104.099045,0.0,0.0,0.0,0.3,0.0,0.04,0.35,0.04
5258,7.563652,104.18218,0.01,0.0,0.0,0.17,0.16,0.1,0.09,0.02
5259,7.563652,104.26532,0.32,0.0,0.0,0.02,0.0,0.14,0.36,0.0
5260,7.563652,104.34846,0.12,0.01,0.0,0.0,0.03,0.14,0.51,0.0
5261,7.563652,104.43159,0.01,0.03,0.0,0.02,0.0,0.5,0.26,0.05
5262,7.563652,104.514725,0.03,0.06,0.0,0.31,0.0,0.43,0.45,0.18
5263,7.563652,104.59786,0.52,0.0,0.0,0.23,0.0,0.57,0.25,0.39
5264,7.563652,104.681,0.37,0.0,0.0,0.27,0.0,0.4,0.0,0.15
5265,7.563652,104.76414,0.11,0.0,0.06,0.23,0.5,0.34,0.02,0.02
5266,7.563652,104.847275,0.2,0.29,0.0,0.21,0.15,0.14,0.06,0.13
5267,7.563652,104.930405,0.41,0.0,0.07,0.52,0.08,0.06,0.0,0.16
5268,7.563652,105.01354,0.5,0.0,0.33,0.27,0.15,0.13,0.03,0.17
5269,7.563652,105.09668,0.07,0.0,0.15,0.15,0.0,0.07,0.07,0.05
5270,7.563652,105.17982,0.27,0.0,0.02,0.2,0.0,0.06,0.12,0.0
5271,7.563652,105.262955,0.03,0.07,0.01,0.31,0.0,0.07,0.74,0.02
5272,7.563652,105.346085,0.07,0.09,0.0,0.32,0.17,0.02,2.35,0.03
5273,7.563652,105.42922,0.26,0.01,0.0,0.0,0.02,0.0,2.33,0.29
5274,7.563652,105.51236,0.07,0.41,0.0,0.05,0.01,0.08,0.69,1.12
5275,7.563652,105.5955,0.02,1.44,0.0,0.03,0.1,0.23,0.59,0.54
5276,7.563652,105.678635,0.01,0.01,0.0,0.06,0.0,0.03,0.94,0.25
5277,7.563652,105.761765,0.03,0.01,0.05,0.0,0.11,0.08,0.66,0.05
5278,7.563652,105.8449,0.01,0.47,0.41,0.0,0.75,0.08,0.61,0.09
5279,7.563652,105.92804,0.44,0.21,0.18,0.03,0.37,0.07,0.54,0.09
5280,7.646057,96.03485,0.01,0.0,0.04,0.05,0.0,2.94,0.66,0.0
5281,7.646057,96.11799,0.26,0.02,0.0,0.0,0.13,26.14,0.52,0.0
5282,7.646057,96.201126,0.91,1.01,0.13,0.0,1.25,5.49,0.26,0.0
5283,7.646057,96.28426,0.01,0.02,1.53,1.06,3.87,1.75,0.0,0.0
5284,7.646057,96.36739,0.18,0.0,0.01,0.27,1.39,1.51,0.13,0.01
5285,7.646057,96.45053,0.0,0.0,0.0,0.0,0.24,0.66,0.0,0.01
5286,7.646057,96.53367,0.0,0.0,0.41,0.1,0.32,0.18,0.0,0.22
5287,7.646057,96.616806,0.11,0.0,1.06,0.03,0.01,0.18,0.0,0.66
5288,7.646057,96.69994,0.0,0.0,0.02,0.0,0.42,0.06,0.0,0.52
5289,7.646057,96.78308,0.0,0.0,0.0,3.19,0.18,0.0,0.0,0.75
5290,7.646057,96.86621,0.24,0.14,0.0,0.44,0.0,0.0,0.01,0.65
5291,7.646057,96.94935,0.0,0.0,0.0,1.01,0.41,0.19,0.0,0.01
5292,7.646057,97.032486,0.05,0.0,0.16,0.01,0.51,0.07,0.01,0.01
5293,7.646057,97.11562,3.58,0.39,0.13,0.0,4.99,0.04,0.0,0.17
5294,7.646057,97.19876,0.05,0.0,0.02,0.01,0.04,0.08,0.0,0.11
5295,7.646057,97.28189,0.04,0.09,0.01,1.04,0.14,0.0,0.0,0.06
5296,7.646057,97.36503,0.92,0.0,0.13,4.96,0.45,0.0,0.0,0.26
5297,7.646057,97.448166,9.2,0.13,0.02,0.54,7.25,0.01,0.0,0.17
5298,7.646057,97.5313,0.04,3.27,0.32,0.03,0.91,0.31,0.0,0.0
5299,7.646057,97.61444,0.04,0.07,0.28,6.42,0.86,0.09,0.0,0.05
5300,7.646057,97.69757,0.05,0.0,1.59,0.57,0.64,0.0,0.0,0.92
5301,7.646057,97.78071,0.89,0.01,0.01,0.09,4.51,0.0,0.0,0.33
5302,7.646057,97.863846,4.39,0.51,0.0,0.23,0.07,0.0,0.0,0.0
5303,7.646057,97.94698,0.04,0.02,0.0,0.0,0.01,0.0,0.0,0.0
5304,7.646057,98.03012,0.0,0.0,0.0,0.5,0.01,0.1,0.0,0.0
5305,7.646057,98.11325,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0
5306,7.646057,98.19639,0.18,0.0,0.0,0.0,0.0,0.0,0.07,0.01
5307,7.646057,98.279526,0.1,0.0,0.0,0.24,0.0,0.0,0.07,0.22
5308,7.646057,98.36266,0.15,0.0,0.0,0.06,0.0,0.09,0.03,0.0
5309,7.646057,98.4458,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
5310,7.646057,98.52893,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5311,7.646057,98.612076,10.19,0.0,0.0,0.4,0.01,0.0,0.0,0.0
5312,7.646057,98.695206,0.31,0.0,0.0,1.23,0.53,0.0,0.0,0.0
5313,7.646057,98.77834,0.0,0.0,0.15,0.36,0.0,0.01,0.0,0.0
5314,7.646057,98.86148,0.0,0.0,0.29,0.0,0.0,0.3,0.0,0.0
