,lat,lon,00:00Z 04-Apr-2024,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024,00:00Z 09-Apr-2024,00:00Z 10-Apr-2024,00:00Z 11-Apr-2024
10816,11.416801,97.36503,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.04
10817,11.416801,97.448166,0.27,0.12,0.0,0.0,0.02,0.0,0.0,1.85
10818,11.416801,97.5313,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01
10819,11.416801,97.61444,0.0,0.0,0.03,0.0,0.15,0.01,0.0,0.0
10820,11.416801,97.69757,0.0,0.05,0.34,0.01,2.12,0.0,0.25,0.0
10821,11.416801,97.78071,0.0,0.0,4.88,0.08,0.01,0.0,0.02,0.0
10822,11.416801,97.863846,0.0,0.0,0.04,0.0,0.0,0.0,0.17,0.52
10823,11.416801,97.94698,0.23,0.01,0.0,0.0,0.0,0.0,1.75,0.12
10824,11.416801,98.03012,1.74,0.49,0.0,0.0,0.12,0.0,0.18,0.01
10825,11.416801,98.11325,0.07,0.02,0.0,0.0,0.0,0.0,1.03,0.03
10826,11.416801,98.19639,0.0,0.0,0.0,0.0,0.03,0.0,0.01,5.22
10827,11.416801,98.279526,0.0,0.0,0.14,0.0,0.0,0.0,0.06,3.26
10828,11.416801,98.36266,0.03,0.01,0.17,0.0,0.0,0.68,0.0,0.07
10829,11.416801,98.4458,3.02,0.81,0.09,0.0,0.26,0.0,0.0,0.01
10830,11.416801,98.52893,0.12,0.01,0.27,0.0,0.0,0.15,0.21,0.84
10831,11.416801,98.612076,0.02,0.03,0.0,0.01,0.0,0.0,0.12,0.46
10832,11.416801,98.695206,0.03,0.54,0.01,0.01,0.0,0.0,0.02,6.45
10833,11.416801,98.77834,0.0,0.04,0.04,0.1,0.0,0.19,0.23,26.13
10834,11.416801,98.86148,0.05,0.12,0.35,0.12,0.09,3.27,0.67,1.96
10835,11.416801,98.94461,0.01,0.19,0.01,0.85,0.13,42.52,0.55,26.85
10836,11.416801,99.027756,0.01,0.32,0.02,2.73,0.03,87.57,0.2,19.72
10837,11.416801,99.110886,0.0,0.34,0.04,5.39,0.03,46.46,0.01,1.45
10838,11.416801,99.19402,0.01,0.11,0.06,2.2,0.1,7.14,0.0,0.01
10839,11.416801,99.27716,0.0,0.25,3.33,1.55,0.02,1.48,0.02,0.32
10840,11.416801,99.36029,3.66,3.89,1.61,0.56,2.67,0.01,0.03,0.01
10841,11.416801,99.443436,0.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0
10842,11.416801,99.526566,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
10843,11.416801,99.6097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10844,11.416801,99.69284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
10845,11.416801,99.77597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09
10846,11.416801,99.8591,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.18
10847,11.416801,99.942245,0.34,0.0,0.0,0.0,0.0,0.0,0.02,0.0
10848,11.416801,100.02538,0.17,0.38,0.0,0.0,0.0,0.0,0.0,0.0
10849,11.416801,100.10852,0.15,0.0,0.23,0.0,0.0,0.0,0.0,0.01
10850,11.416801,100.19165,1.74,0.19,0.0,0.0,0.0,0.0,0.0,7.65
10851,11.416801,100.27478,0.33,0.48,0.09,0.0,0.0,0.0,0.47,0.89
10852,11.416801,100.357925,0.12,0.12,0.0,0.0,0.0,0.0,0.06,0.38
10853,11.416801,100.44106,0.52,0.06,0.0,0.0,0.0,0.0,0.01,1.08
10854,11.416801,100.5242,0.02,0.0,0.29,0.0,0.0,0.0,0.0,4.74
10855,11.416801,100.60733,0.0,0.24,0.05,0.0,0.0,0.0,0.0,4.87
10856,11.416801,100.69046,0.0,0.01,0.01,0.0,0.0,0.0,0.0,2.73
10857,11.416801,100.773605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
10858,11.416801,100.85674,0.07,0.0,0.05,0.06,0.0,0.0,0.01,4.8
10859,11.416801,100.93988,0.76,0.0,0.0,0.0,0.0,0.0,0.0,3.1
10860,11.416801,101.02302,0.29,0.43,0.0,0.0,0.0,0.0,0.09,8.03
10861,11.416801,101.10615,0.03,0.44,0.02,0.04,0.0,0.13,0.07,2.32
10862,11.416801,101.189285,0.0,0.01,0.0,0.0,0.04,0.0,0.0,1.83
10863,11.416801,101.27242,0.02,0.0,0.0,0.01,0.0,0.0,0.0,10.92
10864,11.416801,101.35556,0.07,0.13,0.0,0.51,0.0,0.0,0.0,35.85
10865,11.416801,101.4387,0.0,0.38,0.0,0.0,0.0,0.0,0.0,38.49
10866,11.416801,101.52183,0.06,0.02,0.0,0.0,0.0,0.01,0.0,39.14
10867,11.416801,101.604965,0.28,0.04,0.0,0.0,0.0,0.0,0.0,22.15
10868,11.416801,101.6881,0.04,3.27,0.0,0.0,0.0,0.0,0.0,2.86
10869,11.416801,101.77124,0.76,0.07,0.12,0.05,0.0,0.0,0.0,5.87
10870,11.416801,101.85438,0.06,0.0,0.08,0.27,0.08,0.0,0.63,11.65
10871,11.416801,101.93751,0.31,0.0,0.0,0.0,0.0,0.0,1.13,27.82
10872,11.416801,102.020645,0.96,0.0,0.01,0.04,0.0,0.0,0.05,31.26
10873,11.416801,102.10378,0.41,0.0,0.0,0.0,0.06,0.0,3.88,19.99
10874,11.416801,102.18692,0.06,0.0,0.0,0.01,0.0,0.04,1.62,4.5
10875,11.416801,102.27006,0.17,0.0,0.01,0.0,0.57,4.64,0.0,2.84
10876,11.416801,102.35319,0.0,0.03,0.0,0.55,11.03,0.91,0.06,6.73
10877,11.416801,102.436325,0.07,0.0,0.0,0.38,0.28,0.03,1.56,7.92
10878,11.416801,102.51946,0.12,0.0,0.0,0.05,0.01,0.66,0.98,0.74
10879,11.416801,102.6026,0.0,0.18,0.11,2.71,0.14,1.05,2.29,1.88
10880,11.416801,102.68574,3.27,0.01,0.13,0.1,0.23,0.22,1.7,0.84
10881,11.416801,102.76887,0.07,0.0,1.99,1.5,3.6,0.88,0.69,3.29
10882,11.416801,102.852005,0.06,0.0,0.86,0.64,1.88,14.82,1.53,0.27
10883,11.416801,102.93514,0.02,0.0,0.13,0.63,0.08,4.52,6.9,0.53
10884,11.416801,103.01828,0.14,0.0,0.03,0.31,0.92,1.82,20.29,2.9
10885,11.416801,103.10142,0.07,0.16,1.11,0.23,11.96,2.13,43.04,0.65
10886,11.416801,103.18455,1.89,0.0,3.33,0.02,3.36,2.89,61.64,0.11
10887,11.416801,103.267685,0.15,0.01,17.8,27.61,1.69,7.35,17.79,3.06
10888,11.416801,103.35082,0.02,0.08,30.83,46.02,6.68,1.63,8.88,1.14
10889,11.416801,103.43396,0.07,6.24,7.62,3.36,68.24,3.4,0.68,19.71
10890,11.416801,103.5171,0.05,0.14,17.34,0.14,65.66,3.08,0.13,20.28
10891,11.416801,103.60023,0.04,2.64,1.59,2.04,15.21,34.83,2.39,9.49
10892,11.416801,103.683365,0.02,0.16,0.56,0.78,4.33,7.44,29.55,6.12
10893,11.416801,103.7665,0.0,1.26,0.68,0.22,12.01,0.29,12.04,1.09
10894,11.416801,103.84964,0.04,3.58,4.21,0.04,0.53,0.31,1.67,0.14
10895,11.416801,103.93278,0.02,7.66,16.73,0.17,0.13,0.03,0.09,0.01
10896,11.416801,104.01591,0.01,7.2,3.1,0.42,0.52,2.36,0.01,1.27
10897,11.416801,104.099045,0.0,7.74,6.4,0.85,4.5,0.32,0.0,0.0
10898,11.416801,104.18218,0.0,0.21,0.08,0.0,2.01,0.01,0.01,0.08
10899,11.416801,104.26532,0.03,0.0,0.0,0.0,3.27,0.0,0.33,0.0
10900,11.416801,104.34846,0.0,0.03,0.0,0.0,1.94,0.0,0.28,0.0
10901,11.416801,104.43159,0.0,3.53,0.0,0.0,2.39,0.0,0.23,0.58
10902,11.416801,104.514725,0.88,3.53,0.0,0.0,2.15,0.0,0.01,0.0
10903,11.416801,104.59786,0.05,0.67,0.0,0.0,0.0,0.0,0.04,0.0
10904,11.416801,104.681,3.27,0.44,0.0,0.0,0.0,0.0,0.01,0.83
10905,11.416801,104.76414,2.59,0.01,0.0,0.01,0.0,0.0,0.0,0.65
10906,11.416801,104.847275,0.78,0.57,0.0,0.59,0.0,0.77,0.2,0.0
10907,11.416801,104.930405,1.78,0.0,0.01,0.02,0.03,0.18,0.5,0.1
10908,11.416801,105.01354,0.25,0.01,0.01,0.02,0.01,0.21,0.0,1.21
10909,11.416801,105.09668,1.01,0.58,0.0,0.0,0.01,0.04,0.0,0.0
10910,11.416801,105.17982,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10911,11.416801,105.262955,0.0,0.0,0.0,0.01,1.07,0.0,0.0,0.0
10912,11.416801,105.346085,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
10913,11.416801,105.42922,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0
10914,11.416801,105.51236,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0
10915,11.416801,105.5955,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0
10916,11.416801,105.678635,2.71,0.0,0.0,0.0,5.17,0.01,0.0,0.0
10917,11.416801,105.761765,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10918,11.416801,105.8449,1.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0
10919,11.416801,105.92804,1.23,0.02,0.01,0.21,0.0,0.0,0.0,0.0
10920,11.498276,96.03485,0.0,0.21,0.0,0.01,0.0,0.0,0.0,0.0
10921,11.498276,96.11799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10922,11.498276,96.201126,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.03
10923,11.498276,96.28426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10924,11.498276,96.36739,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.38
10925,11.498276,96.45053,0.0,0.0,0.0,0.0,0.59,0.0,0.14,0.24
10926,11.498276,96.53367,0.0,0.01,0.33,0.0,0.0,0.1,0.08,0.0
10927,11.498276,96.616806,0.0,0.17,0.02,0.0,0.0,0.0,0.0,0.06
10928,11.498276,96.69994,0.01,0.02,0.0,0.0,0.0,0.0,0.2,0.09
10929,11.498276,96.78308,0.19,0.02,0.02,0.0,0.03,0.0,0.17,0.0
10930,11.498276,96.86621,0.0,0.02,1.36,0.0,0.82,0.0,0.0,0.0
10931,11.498276,96.94935,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.0
10932,11.498276,97.032486,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.16
10933,11.498276,97.11562,0.0,0.84,0.04,0.0,0.05,0.0,0.0,0.02
10934,11.498276,97.19876,0.04,1.3,0.26,0.0,0.02,0.13,0.0,0.01
10935,11.498276,97.28189,0.02,0.09,3.99,0.03,0.1,0.0,0.0,0.0
10936,11.498276,97.36503,0.03,0.0,0.09,0.13,0.0,0.0,0.0,0.08
10937,11.498276,97.448166,0.01,0.0,0.0,0.0,0.0,0.26,0.0,0.02
10938,11.498276,97.5313,0.8,0.0,0.2,0.01,0.0,0.0,0.0,0.63
10939,11.498276,97.61444,0.09,0.16,0.02,0.0,0.02,0.05,0.0,0.01
10940,11.498276,97.69757,0.16,2.86,0.02,0.0,0.24,0.19,0.02,0.17
10941,11.498276,97.78071,0.0,0.55,0.02,0.1,0.1,0.0,0.88,0.01
10942,11.498276,97.863846,0.22,0.1,0.21,0.6,0.0,0.0,0.03,0.08
10943,11.498276,97.94698,0.01,0.19,0.0,0.04,0.08,0.0,0.01,0.36
10944,11.498276,98.03012,0.65,0.02,0.01,0.0,3.26,0.0,0.0,0.16
10945,11.498276,98.11325,0.01,1.56,0.12,0.0,0.05,0.0,0.0,2.2
10946,11.498276,98.19639,0.0,0.03,0.05,0.0,0.02,0.0,0.0,1.37
10947,11.498276,98.279526,0.0,0.0,0.01,0.18,0.0,0.0,0.0,3.57
10948,11.498276,98.36266,0.0,0.0,0.0,0.0,0.05,0.04,0.02,4.42
10949,11.498276,98.4458,0.03,0.02,0.0,0.02,11.16,0.0,0.35,3.26
10950,11.498276,98.52893,0.01,0.0,0.01,0.0,0.27,0.15,0.07,1.35
10951,11.498276,98.612076,0.42,0.22,0.12,0.01,0.03,0.0,0.04,0.97
10952,11.498276,98.695206,0.0,0.06,0.01,0.0,0.0,0.01,0.04,0.89
10953,11.498276,98.77834,0.0,0.05,0.93,0.37,0.0,0.09,0.17,1.49
10954,11.498276,98.86148,0.01,0.0,14.62,7.49,0.04,0.53,0.76,3.39
10955,11.498276,98.94461,0.01,0.01,0.35,2.85,0.08,5.77,4.32,26.16
10956,11.498276,99.027756,0.02,0.22,0.01,0.39,0.0,31.17,12.81,2.75
10957,11.498276,99.110886,0.0,0.15,0.04,6.64,0.0,42.45,4.22,14.62
10958,11.498276,99.19402,0.0,0.55,3.24,4.04,0.91,4.68,0.0,2.93
10959,11.498276,99.27716,0.06,4.3,0.07,0.97,0.04,0.61,0.09,0.34
10960,11.498276,99.36029,0.85,0.47,4.76,2.34,0.02,0.06,0.0,0.01
10961,11.498276,99.443436,0.08,0.04,0.01,0.02,0.0,0.0,0.0,0.0
10962,11.498276,99.526566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10963,11.498276,99.6097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10964,11.498276,99.69284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10965,11.498276,99.77597,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1
10966,11.498276,99.8591,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.16
10967,11.498276,99.942245,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10968,11.498276,100.02538,0.37,0.56,0.0,0.0,0.0,0.0,0.17,0.0
10969,11.498276,100.10852,0.14,0.02,0.17,0.11,0.0,0.0,0.19,0.0
10970,11.498276,100.19165,1.41,0.55,0.27,0.03,0.0,0.0,0.09,0.08
10971,11.498276,100.27478,0.21,0.14,0.0,0.01,0.0,0.0,0.16,5.13
10972,11.498276,100.357925,0.06,0.1,0.0,0.0,0.0,0.0,0.06,1.37
10973,11.498276,100.44106,0.08,0.09,0.0,0.0,0.0,0.0,0.0,18.39
10974,11.498276,100.5242,0.21,0.01,0.0,0.0,0.0,0.0,0.0,11.84
10975,11.498276,100.60733,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.5
10976,11.498276,100.69046,0.0,0.01,0.05,0.0,0.0,0.0,0.01,0.14
10977,11.498276,100.773605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85
10978,11.498276,100.85674,0.0,0.01,0.02,0.0,0.0,0.0,0.0,17.53
10979,11.498276,100.93988,0.03,0.0,0.01,0.0,0.08,0.0,0.0,25.15
10980,11.498276,101.02302,0.01,0.0,0.04,0.0,0.0,0.1,0.0,2.31
10981,11.498276,101.10615,0.02,0.06,0.0,0.0,0.0,0.0,0.3,1.35
10982,11.498276,101.189285,0.0,0.0,0.0,0.08,0.0,0.0,0.01,2.41
10983,11.498276,101.27242,0.02,0.06,0.04,0.37,0.0,0.0,0.0,1.6
10984,11.498276,101.35556,0.0,0.0,0.0,0.01,0.0,0.15,0.0,2.48
10985,11.498276,101.4387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02
10986,11.498276,101.52183,0.0,0.06,0.0,0.0,0.0,0.0,0.0,24.83
10987,11.498276,101.604965,0.05,0.01,0.0,0.0,0.05,0.0,0.0,12.52
10988,11.498276,101.6881,0.0,1.21,0.02,0.0,0.39,0.0,0.0,15.29
10989,11.498276,101.77124,0.01,0.01,0.06,0.07,0.01,0.0,0.36,6.42
10990,11.498276,101.85438,0.48,0.0,0.9,0.76,0.02,0.0,0.0,9.44
10991,11.498276,101.93751,0.02,0.0,0.01,0.02,0.0,0.0,0.0,31.72
10992,11.498276,102.020645,1.31,0.0,0.0,0.59,0.27,0.26,0.01,35.97
10993,11.498276,102.10378,0.17,0.0,0.0,0.02,0.01,0.12,1.78,21.58
10994,11.498276,102.18692,0.05,0.0,0.0,0.08,0.0,0.73,1.91,9.37
10995,11.498276,102.27006,0.04,0.0,2.16,0.54,0.01,15.15,6.25,10.07
10996,11.498276,102.35319,0.01,0.1,0.14,0.02,0.23,28.06,3.45,1.98
10997,11.498276,102.436325,0.0,0.13,0.11,0.04,0.0,1.57,3.61,0.3
10998,11.498276,102.51946,0.0,0.14,0.04,0.31,0.08,3.25,3.45,1.54
10999,11.498276,102.6026,0.0,0.01,0.16,2.16,3.87,7.35,6.87,1.95
11000,11.498276,102.68574,0.0,0.19,0.21,1.45,2.62,0.27,1.08,0.25
11001,11.498276,102.76887,0.06,0.07,0.02,0.15,0.16,7.52,0.23,1.49
11002,11.498276,102.852005,0.02,0.0,0.02,0.7,0.0,6.93,0.61,3.59
11003,11.498276,102.93514,0.89,0.0,0.06,1.2,0.0,0.87,3.33,1.3
11004,11.498276,103.01828,0.06,0.0,0.02,8.24,5.92,0.25,9.01,6.61
11005,11.498276,103.10142,0.13,0.0,2.09,3.63,8.93,1.03,66.69,7.91
11006,11.498276,103.18455,0.27,0.0,0.36,0.69,0.06,2.28,84.3,9.32
11007,11.498276,103.267685,0.32,0.0,9.21,2.82,0.13,4.57,33.12,3.46
11008,11.498276,103.35082,0.11,0.02,5.49,27.69,1.34,3.03,1.63,0.04
11009,11.498276,103.43396,4.54,0.11,17.66,7.82,16.4,1.12,3.74,0.33
11010,11.498276,103.5171,0.03,4.83,5.92,0.29,37.65,10.78,0.61,0.43
11011,11.498276,103.60023,0.01,1.75,0.54,0.69,31.18,87.05,0.07,0.05
11012,11.498276,103.683365,0.02,1.5,0.39,0.02,1.85,19.72,0.07,0.11
11013,11.498276,103.7665,0.12,0.16,0.48,0.0,6.23,2.18,0.27,1.37
11014,11.498276,103.84964,0.02,3.52,0.16,0.0,5.04,0.29,1.7,0.35
11015,11.498276,103.93278,0.0,0.25,0.54,0.35,0.0,0.01,0.31,0.13
11016,11.498276,104.01591,0.0,0.08,0.36,0.44,0.0,7.19,1.0,0.0
11017,11.498276,104.099045,0.0,3.37,0.07,0.01,0.15,0.01,1.12,0.0
11018,11.498276,104.18218,0.41,1.65,0.0,0.0,2.59,0.18,0.02,0.02
11019,11.498276,104.26532,1.56,0.09,0.0,0.0,0.0,3.45,0.31,0.0
11020,11.498276,104.34846,0.06,0.0,0.0,0.0,1.76,0.02,0.24,0.0
11021,11.498276,104.43159,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
11022,11.498276,104.514725,0.0,2.65,0.0,0.0,1.91,0.0,0.01,0.0
11023,11.498276,104.59786,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
11024,11.498276,104.681,0.65,0.01,0.0,0.0,0.0,0.0,0.0,1.23
11025,11.498276,104.76414,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.78
11026,11.498276,104.847275,0.61,0.01,0.0,0.01,0.0,0.0,0.0,0.26
11027,11.498276,104.930405,1.02,0.13,0.04,0.0,0.01,0.74,0.0,0.0
11028,11.498276,105.01354,3.06,0.08,0.01,0.01,0.0,3.69,0.0,0.01
11029,11.498276,105.09668,3.97,0.15,0.0,0.0,0.53,0.01,0.0,0.0
11030,11.498276,105.17982,3.42,0.42,0.0,0.0,0.0,0.0,0.0,0.08
11031,11.498276,105.262955,1.07,0.64,0.0,0.0,0.06,0.0,0.0,0.01
11032,11.498276,105.346085,1.74,0.02,0.0,0.0,0.02,0.0,0.0,0.0
11033,11.498276,105.42922,2.48,0.0,0.0,0.05,0.0,0.0,0.0,0.0
11034,11.498276,105.51236,0.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0
11035,11.498276,105.5955,0.97,0.0,0.0,0.0,0.27,0.0,0.0,0.0
11036,11.498276,105.678635,0.91,0.0,0.0,0.0,0.02,0.0,0.0,0.0
11037,11.498276,105.761765,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11038,11.498276,105.8449,1.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0
11039,11.498276,105.92804,2.49,0.0,0.0,0.8,0.0,0.0,0.0,0.0
11040,11.579735,96.03485,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.67
11041,11.579735,96.11799,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
11042,11.579735,96.201126,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.0
11043,11.579735,96.28426,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
11044,11.579735,96.36739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11045,11.579735,96.45053,0.08,0.0,0.01,0.0,0.58,0.0,0.03,0.02
11046,11.579735,96.53367,0.01,0.21,0.0,0.27,0.0,0.0,0.16,0.0
11047,11.579735,96.616806,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
11048,11.579735,96.69994,0.0,0.07,0.0,0.06,0.11,0.0,0.17,0.02
11049,11.579735,96.78308,0.03,0.31,0.0,0.0,0.05,0.0,0.33,0.0
11050,11.579735,96.86621,0.03,0.13,0.02,0.08,0.03,0.02,0.0,0.0
11051,11.579735,96.94935,0.0,0.02,0.75,1.91,1.13,0.87,0.0,0.0
11052,11.579735,97.032486,0.0,0.26,0.01,0.01,0.04,0.02,0.0,0.01
11053,11.579735,97.11562,0.0,0.4,0.0,0.0,4.57,0.0,0.0,0.66
11054,11.579735,97.19876,0.13,0.02,0.17,0.0,0.03,0.0,0.0,0.82
11055,11.579735,97.28189,0.75,0.0,1.04,3.28,0.0,0.0,0.0,0.07
11056,11.579735,97.36503,0.01,0.0,0.01,0.19,0.0,0.0,0.0,0.09
11057,11.579735,97.448166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
11058,11.579735,97.5313,0.03,0.04,0.0,0.0,0.23,0.01,0.0,0.92
11059,11.579735,97.61444,0.11,0.09,0.0,0.0,0.02,0.02,0.0,1.48
11060,11.579735,97.69757,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.03
11061,11.579735,97.78071,0.0,0.01,0.01,0.0,0.0,0.0,0.04,0.87
11062,11.579735,97.863846,0.09,0.24,0.1,0.0,0.0,0.09,1.43,3.15
11063,11.579735,97.94698,0.11,0.11,0.02,6.02,0.0,0.0,0.03,7.96
11064,11.579735,98.03012,0.16,0.0,4.05,0.0,0.01,0.0,0.02,0.37
11065,11.579735,98.11325,0.06,0.12,0.02,0.0,0.0,0.0,0.0,0.14
11066,11.579735,98.19639,0.0,0.0,0.0,0.0,0.37,0.0,0.02,2.11
11067,11.579735,98.279526,0.0,0.06,1.98,1.49,0.09,0.0,0.44,23.15
11068,11.579735,98.36266,0.03,0.01,0.33,0.14,0.0,0.0,0.0,33.18
11069,11.579735,98.4458,0.01,0.85,0.0,1.51,0.23,0.0,0.65,33.12
11070,11.579735,98.52893,0.0,0.16,0.06,0.06,14.12,0.0,6.04,52.91
11071,11.579735,98.612076,0.0,0.0,0.0,0.0,0.23,0.43,8.8,61.74
11072,11.579735,98.695206,0.0,0.18,0.09,0.0,0.01,0.08,25.11,35.57
11073,11.579735,98.77834,0.21,0.04,0.02,0.12,0.0,0.12,22.42,28.76
11074,11.579735,98.86148,0.05,0.01,0.3,3.8,0.0,0.15,11.4,23.31
11075,11.579735,98.94461,0.0,0.01,0.03,10.99,0.03,0.27,0.75,10.98
11076,11.579735,99.027756,0.0,0.04,0.15,3.34,0.02,12.41,0.04,20.08
11077,11.579735,99.110886,0.0,0.02,3.52,4.77,0.01,20.17,0.0,8.41
11078,11.579735,99.19402,0.0,2.85,0.23,3.8,3.39,11.2,0.02,6.16
11079,11.579735,99.27716,0.52,0.43,0.86,0.14,10.01,6.81,0.04,1.27
11080,11.579735,99.36029,7.93,5.42,0.81,0.08,1.87,4.25,0.0,0.04
11081,11.579735,99.443436,1.08,0.2,0.66,0.06,0.14,0.04,0.02,0.01
11082,11.579735,99.526566,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11083,11.579735,99.6097,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11084,11.579735,99.69284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11085,11.579735,99.77597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11086,11.579735,99.8591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
11087,11.579735,99.942245,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.23
11088,11.579735,100.02538,0.44,0.39,0.0,0.06,0.0,0.0,0.0,0.0
11089,11.579735,100.10852,0.31,0.03,0.0,0.02,0.0,0.0,0.22,0.04
11090,11.579735,100.19165,0.31,0.09,0.41,0.06,0.0,0.0,0.18,0.12
11091,11.579735,100.27478,0.32,0.33,0.05,0.13,0.0,0.0,0.13,0.13
11092,11.579735,100.357925,0.15,0.01,0.06,0.0,0.0,0.0,0.25,0.83
11093,11.579735,100.44106,0.04,0.23,0.26,0.0,0.0,0.0,0.03,0.25
11094,11.579735,100.5242,1.07,0.04,0.01,0.0,0.0,0.0,0.0,0.75
11095,11.579735,100.60733,0.09,0.0,0.0,0.01,0.0,0.0,0.91,7.33
11096,11.579735,100.69046,0.0,0.0,0.13,0.06,0.0,0.0,0.0,1.57
11097,11.579735,100.773605,0.04,0.01,0.01,0.0,0.0,0.0,0.01,2.49
11098,11.579735,100.85674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67
11099,11.579735,100.93988,0.0,0.0,0.18,0.0,0.0,0.0,0.0,25.18
11100,11.579735,101.02302,0.0,0.0,0.06,0.0,0.11,0.0,0.05,8.97
11101,11.579735,101.10615,0.0,0.06,0.0,0.0,0.48,0.0,5.98,4.63
11102,11.579735,101.189285,0.01,0.18,0.0,0.0,0.0,0.0,0.0,5.57
11103,11.579735,101.27242,0.03,0.32,0.21,0.0,0.0,0.13,0.01,4.57
11104,11.579735,101.35556,0.0,0.01,0.03,0.11,0.0,0.0,0.06,2.45
11105,11.579735,101.4387,0.22,0.0,0.0,0.0,0.0,0.0,0.24,3.84
11106,11.579735,101.52183,0.4,0.01,0.0,0.0,0.0,0.0,0.0,6.98
11107,11.579735,101.604965,0.31,0.0,0.0,0.0,0.0,0.0,0.0,11.27
11108,11.579735,101.6881,0.0,0.01,0.0,0.07,0.0,0.0,0.05,36.73
11109,11.579735,101.77124,0.0,0.37,0.1,0.18,0.0,0.0,0.3,24.22
11110,11.579735,101.85438,0.43,0.0,0.15,3.87,0.0,0.0,0.0,30.66
11111,11.579735,101.93751,0.36,0.0,0.0,0.14,0.13,0.0,0.0,13.27
11112,11.579735,102.020645,0.05,0.0,0.0,0.02,0.0,0.0,0.1,3.38
11113,11.579735,102.10378,0.01,0.0,0.0,0.22,0.0,0.32,4.13,12.26
11114,11.579735,102.18692,0.0,0.0,0.0,0.38,0.0,0.69,4.04,9.5
11115,11.579735,102.27006,0.01,0.1,0.01,0.87,0.03,0.5,0.04,0.56
11116,11.579735,102.35319,0.0,0.12,0.05,0.25,0.0,0.94,1.55,1.4
11117,11.579735,102.436325,0.0,0.12,0.09,0.21,0.0,0.16,3.95,0.68
11118,11.579735,102.51946,0.12,0.45,0.31,0.69,0.0,0.12,12.82,3.99
11119,11.579735,102.6026,0.19,0.02,0.0,9.64,0.15,0.24,17.78,6.0
11120,11.579735,102.68574,0.09,0.01,0.03,2.53,1.1,7.8,35.06,1.6
11121,11.579735,102.76887,0.07,0.11,0.08,1.77,0.01,8.71,43.54,8.8
11122,11.579735,102.852005,0.0,0.0,0.01,0.27,0.3,0.72,20.06,18.09
11123,11.579735,102.93514,0.02,0.18,0.01,0.23,0.95,0.63,9.59,15.29
