,lat,lon,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024,00:00Z 09-Apr-2024,00:00Z 10-Apr-2024,00:00Z 11-Apr-2024,00:00Z 12-Apr-2024,00:00Z 13-Apr-2024
0,4.007606,96.03485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.007606,96.11799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.007606,96.201126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.007606,96.28426,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
4,4.007606,96.36739,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0
5,4.007606,96.45053,0.02,0.0,0.0,0.02,0.01,0.0,0.04,0.0,0.0
6,4.007606,96.53367,0.01,0.01,0.0,0.0,0.01,0.03,0.15,0.0,0.0
7,4.007606,96.616806,0.18,0.0,0.0,0.01,0.05,0.61,0.59,0.0,0.01
8,4.007606,96.69994,0.01,0.0,0.05,0.07,0.63,0.88,1.15,0.0,0.0
9,4.007606,96.78308,0.0,0.0,0.11,0.22,0.36,0.71,1.71,0.0,0.08
10,4.007606,96.86621,0.0,0.11,0.05,0.11,1.9,0.45,3.95,0.0,0.49
11,4.007606,96.94935,1.29,0.0,0.02,0.0,0.38,0.35,7.84,0.0,0.96
12,4.007606,97.032486,0.08,0.01,0.02,0.0,0.04,0.5,9.01,0.0,0.1
13,4.007606,97.11562,0.24,0.0,0.0,0.0,0.1,0.97,4.06,0.0,0.18
14,4.007606,97.19876,0.01,0.0,0.01,0.0,0.01,1.58,4.08,0.0,0.21
15,4.007606,97.28189,0.04,0.0,0.13,0.0,0.0,2.42,2.43,0.01,0.03
16,4.007606,97.36503,0.01,0.0,0.0,0.01,0.0,2.71,1.68,0.02,0.01
17,4.007606,97.448166,0.01,0.0,0.0,0.0,0.0,1.7,1.22,0.0,0.17
18,4.007606,97.5313,0.69,0.01,0.04,0.03,0.12,0.93,1.05,0.21,1.49
19,4.007606,97.61444,0.35,0.0,0.0,0.04,0.0,0.63,1.33,0.04,2.87
20,4.007606,97.69757,0.01,0.01,0.01,0.0,0.0,0.55,0.72,0.0,2.12
21,4.007606,97.78071,0.15,0.03,0.0,0.01,0.0,0.38,0.02,0.03,4.88
22,4.007606,97.863846,0.0,0.0,0.33,0.12,0.0,0.14,0.23,0.0,0.07
23,4.007606,97.94698,0.01,0.0,0.12,0.04,0.0,0.03,0.06,0.0,0.14
24,4.007606,98.03012,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
