,lat,lon,00:00Z 31-Mar-2024,00:00Z 01-Apr-2024,00:00Z 02-Apr-2024,00:00Z 03-Apr-2024,00:00Z 04-Apr-2024,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024
2851,5.912476,103.60023,0.04,0.0,0.67,0.1,0.29,0.0,0.03,0.0,0.02
2852,5.912476,103.683365,0.19,0.03,0.07,1.68,0.16,0.01,0.08,0.0,7.76
2853,5.912476,103.7665,0.0,0.0,0.27,0.04,0.01,0.8,0.96,0.01,0.02
2854,5.912476,103.84964,0.0,0.0,0.08,0.01,0.13,0.11,0.06,0.35,0.0
2855,5.912476,103.93278,0.0,0.06,1.06,0.01,0.0,0.0,0.03,0.03,0.41
2856,5.912476,104.01591,0.0,0.47,0.13,0.02,0.76,0.0,0.0,0.0,0.02
2857,5.912476,104.099045,0.0,0.08,0.02,0.08,0.06,0.04,0.02,0.03,0.73
2858,5.912476,104.18218,0.0,0.0,0.16,0.1,0.01,0.02,0.19,0.0,0.0
2859,5.912476,104.26532,0.49,0.0,0.0,0.42,0.1,0.16,0.3,0.0,0.28
2860,5.912476,104.34846,0.0,0.0,0.05,0.06,0.01,0.02,0.11,0.01,0.11
2861,5.912476,104.43159,0.0,0.02,0.08,0.15,0.0,0.23,0.13,0.0,0.96
2862,5.912476,104.514725,0.09,0.09,0.0,0.0,0.0,0.01,0.26,0.09,0.18
2863,5.912476,104.59786,0.16,0.01,0.0,0.0,0.09,0.16,0.14,0.15,0.05
2864,5.912476,104.681,0.11,0.0,0.0,0.1,0.0,0.34,0.1,0.15,0.2
2865,5.912476,104.76414,0.0,0.0,0.0,0.0,0.14,0.01,0.35,0.13,0.09
2866,5.912476,104.847275,0.0,0.06,0.0,0.0,0.06,0.08,0.17,0.0,0.02
2867,5.912476,104.930405,0.09,0.37,0.0,0.23,0.05,0.67,0.27,0.12,0.38
2868,5.912476,105.01354,0.05,0.0,0.0,0.68,0.07,0.06,0.65,0.01,0.24
2869,5.912476,105.09668,1.55,0.0,0.0,0.2,0.18,0.0,0.23,0.0,1.12
2870,5.912476,105.17982,6.87,0.01,0.04,0.05,0.34,0.0,0.89,0.0,0.36
2871,5.912476,105.262955,5.96,0.16,0.29,0.27,0.03,0.0,0.23,0.0,0.02
2872,5.912476,105.346085,0.04,0.0,0.41,1.07,0.01,0.01,0.01,0.0,0.11
2873,5.912476,105.42922,0.31,0.03,0.97,0.32,0.33,0.19,0.18,0.0,0.08
2874,5.912476,105.51236,0.25,0.05,0.42,0.0,0.07,0.07,0.09,0.0,0.08
2875,5.912476,105.5955,0.2,0.51,0.21,0.01,0.56,0.26,0.0,0.05,0.21
2876,5.912476,105.678635,0.06,2.54,0.04,0.0,0.47,0.23,0.0,0.01,0.21
2877,5.912476,105.761765,0.12,0.28,0.0,0.0,0.08,0.01,0.04,0.41,0.16
2878,5.912476,105.8449,0.04,0.04,0.06,0.23,0.85,0.01,0.53,0.06,0.08
2879,5.912476,105.92804,0.11,2.67,0.42,0.89,0.33,0.05,0.65,0.0,1.6
2880,5.995163,96.03485,3.72,2.04,8.78,8.06,19.58,9.85,0.02,0.0,0.0
2881,5.995163,96.11799,3.19,0.07,36.99,3.17,16.48,5.42,0.3,0.0,0.0
2882,5.995163,96.201126,1.55,0.0,9.66,10.02,27.51,0.1,0.0,0.0,0.32
2883,5.995163,96.28426,2.82,2.68,5.23,18.28,66.55,0.05,0.0,0.0,0.16
2884,5.995163,96.36739,2.15,7.79,1.68,62.84,103.69,0.0,0.0,0.0,0.0
2885,5.995163,96.45053,1.36,90.99,0.51,76.27,12.71,0.02,0.01,0.0,0.52
2886,5.995163,96.53367,1.72,6.1,2.69,5.05,5.39,0.01,0.22,0.0,0.0
2887,5.995163,96.616806,2.49,2.96,18.19,6.49,0.2,0.0,0.0,0.0,0.1
2888,5.995163,96.69994,0.92,8.95,0.15,9.18,0.01,0.0,0.0,0.0,0.0
2889,5.995163,96.78308,2.01,10.57,0.17,24.29,0.22,0.24,0.0,0.0,0.22
2890,5.995163,96.86621,3.5,6.51,0.06,1.51,17.35,0.09,0.0,0.0,0.12
2891,5.995163,96.94935,0.84,7.71,0.03,5.32,3.29,0.0,0.03,0.0,0.0
2892,5.995163,97.032486,2.25,5.57,0.0,1.7,7.67,0.0,0.12,0.72,0.11
2893,5.995163,97.11562,15.62,0.99,0.0,1.17,18.75,0.0,0.62,0.18,0.23
2894,5.995163,97.19876,9.16,0.69,0.02,0.82,14.21,0.0,0.0,0.26,0.04
2895,5.995163,97.28189,1.44,0.35,6.55,7.66,0.9,0.0,0.0,0.57,0.55
2896,5.995163,97.36503,2.29,1.37,0.08,0.48,0.05,0.09,0.0,0.15,0.0
2897,5.995163,97.448166,2.53,3.08,3.78,0.26,1.44,0.0,0.0,1.36,0.18
2898,5.995163,97.5313,0.8,0.13,1.03,0.45,31.48,0.0,0.0,0.44,0.87
2899,5.995163,97.61444,5.54,11.17,0.55,0.17,21.62,0.0,0.03,0.39,0.33
2900,5.995163,97.69757,14.48,3.32,0.44,3.42,1.74,0.08,0.0,0.58,0.04
2901,5.995163,97.78071,2.88,4.7,0.63,53.55,10.42,0.0,0.0,0.01,0.01
2902,5.995163,97.863846,2.14,10.97,0.03,8.16,1.26,0.0,0.04,0.0,0.0
2903,5.995163,97.94698,0.66,4.24,0.76,1.13,0.4,0.03,0.36,0.0,0.08
2904,5.995163,98.03012,1.11,0.21,0.02,0.13,0.09,2.39,0.27,0.0,0.0
2905,5.995163,98.11325,2.25,0.37,0.08,0.67,0.04,0.06,0.0,0.0,0.68
2906,5.995163,98.19639,3.08,0.48,1.49,0.45,0.05,0.0,0.0,0.0,0.01
2907,5.995163,98.279526,7.63,0.93,6.59,1.35,0.48,0.0,0.0,0.03,0.03
2908,5.995163,98.36266,15.55,0.19,12.0,6.24,0.31,0.08,0.0,0.0,0.04
2909,5.995163,98.4458,5.85,1.13,0.2,0.44,0.01,0.84,0.0,0.06,0.05
2910,5.995163,98.52893,3.38,0.39,1.15,0.06,1.27,0.25,0.0,0.27,0.0
2911,5.995163,98.612076,2.3,0.33,0.87,1.2,0.38,0.0,0.12,0.13,0.04
2912,5.995163,98.695206,2.61,0.79,1.75,0.42,0.03,0.0,0.0,0.06,0.18
2913,5.995163,98.77834,2.14,3.77,0.01,1.03,0.0,0.06,0.14,0.55,0.0
2914,5.995163,98.86148,3.85,0.21,0.0,0.2,0.0,1.04,0.84,0.01,0.0
2915,5.995163,98.94461,5.02,0.54,0.0,1.41,0.53,0.1,4.85,0.0,0.0
2916,5.995163,99.027756,6.25,1.04,0.0,0.56,38.3,0.1,0.02,0.07,0.01
2917,5.995163,99.110886,2.12,0.01,0.38,0.48,17.5,0.17,0.54,0.04,0.36
2918,5.995163,99.19402,2.93,0.69,0.48,0.23,2.99,0.11,0.03,0.59,0.02
2919,5.995163,99.27716,2.86,0.84,1.06,0.58,0.01,0.07,0.68,0.19,0.0
2920,5.995163,99.36029,1.91,0.49,0.39,0.76,0.05,0.06,0.0,0.03,0.0
2921,5.995163,99.443436,1.97,1.09,0.23,0.01,0.0,0.27,0.07,0.0,0.44
2922,5.995163,99.526566,1.18,3.21,0.17,0.03,0.03,0.13,0.01,0.0,0.23
2923,5.995163,99.6097,3.21,1.71,0.17,0.02,7.66,0.08,0.18,0.0,1.25
2924,5.995163,99.69284,2.7,9.4,0.08,1.02,11.53,0.17,0.02,0.0,0.78
2925,5.995163,99.77597,1.29,4.09,0.3,0.37,3.64,0.13,0.01,0.0,0.13
2926,5.995163,99.8591,1.66,1.13,0.01,1.23,0.01,0.08,0.0,0.0,0.0
2927,5.995163,99.942245,1.86,30.21,0.23,0.54,0.0,0.06,0.0,0.0,0.09
2928,5.995163,100.02538,8.97,12.72,1.35,0.06,0.0,0.51,0.0,0.0,0.0
2929,5.995163,100.10852,3.49,4.24,0.0,5.75,0.0,0.0,0.0,0.0,0.0
2930,5.995163,100.19165,1.33,0.51,0.0,1.66,0.0,0.0,0.0,0.0,0.0
2931,5.995163,100.27478,6.32,10.36,0.03,1.5,0.0,0.0,0.0,0.0,0.0
2932,5.995163,100.357925,7.47,9.06,6.41,22.23,0.0,0.0,0.0,0.0,0.0
2933,5.995163,100.44106,3.74,8.53,5.74,3.04,0.0,0.0,0.0,0.0,0.0
2934,5.995163,100.5242,1.9,1.72,7.17,14.91,0.0,0.0,0.0,0.0,0.0
2935,5.995163,100.60733,15.21,5.53,5.53,59.45,0.0,0.0,0.0,0.0,0.0
2936,5.995163,100.69046,25.85,20.08,30.85,23.64,0.0,0.0,0.0,0.0,0.0
2937,5.995163,100.773605,17.95,15.61,42.36,0.93,0.0,0.0,0.0,0.0,0.0
2938,5.995163,100.85674,5.85,22.34,7.51,0.06,0.0,0.0,0.0,0.0,0.0
2939,5.995163,100.93988,11.85,11.82,8.75,0.1,0.0,0.0,0.0,0.0,0.0
2940,5.995163,101.02302,41.16,10.95,4.36,0.02,0.0,0.0,0.0,0.0,0.0
2941,5.995163,101.10615,85.72,24.62,5.36,0.08,0.0,0.0,0.0,0.0,0.0
2942,5.995163,101.189285,5.99,13.14,2.19,5.4,0.0,0.0,0.0,0.0,0.0
2943,5.995163,101.27242,7.32,12.98,6.42,0.15,0.0,0.0,0.0,0.0,0.0
2944,5.995163,101.35556,10.74,6.84,28.45,4.36,0.0,0.0,0.0,0.0,0.0
2945,5.995163,101.4387,10.03,1.97,30.84,0.28,0.01,0.0,0.0,0.0,0.0
2946,5.995163,101.52183,16.76,3.48,24.94,0.43,0.98,0.0,0.0,0.0,0.0
2947,5.995163,101.604965,17.73,2.58,9.69,0.0,0.02,0.0,0.0,0.0,0.0
2948,5.995163,101.6881,0.65,0.02,7.42,0.0,0.02,0.0,0.0,0.0,0.0
2949,5.995163,101.77124,1.22,0.0,0.04,0.01,0.01,0.0,0.0,0.01,0.0
2950,5.995163,101.85438,15.65,3.5,0.0,0.15,1.49,0.01,0.0,0.0,0.0
2951,5.995163,101.93751,5.45,4.25,0.01,0.03,0.01,0.28,0.0,0.0,0.0
2952,5.995163,102.020645,1.69,0.03,2.69,0.07,0.18,0.13,0.02,0.0,0.02
2953,5.995163,102.10378,0.6,0.05,0.0,0.08,0.01,0.11,2.73,0.0,0.02
2954,5.995163,102.18692,0.75,0.05,0.0,0.05,0.0,0.04,0.05,0.01,0.0
2955,5.995163,102.27006,0.07,0.01,0.07,0.01,0.0,0.0,0.08,0.27,0.02
2956,5.995163,102.35319,0.08,0.08,0.23,0.01,0.01,0.0,0.04,0.03,0.06
2957,5.995163,102.436325,0.0,0.08,0.03,0.03,0.1,0.0,0.0,0.09,0.05
2958,5.995163,102.51946,0.15,0.12,0.0,0.03,0.02,0.41,0.0,0.02,0.03
2959,5.995163,102.6026,0.46,0.09,0.17,0.22,0.5,0.91,0.02,0.03,0.02
2960,5.995163,102.68574,0.15,0.0,0.06,1.26,0.01,0.58,0.07,0.0,0.04
2961,5.995163,102.76887,0.55,0.15,0.21,0.4,1.65,0.79,0.01,0.0,0.61
2962,5.995163,102.852005,0.79,0.07,0.0,2.86,1.12,0.19,0.01,0.01,0.01
2963,5.995163,102.93514,1.62,0.0,0.04,0.61,0.02,0.02,0.01,0.0,0.0
2964,5.995163,103.01828,0.88,0.0,0.02,0.23,0.0,0.0,0.01,0.0,0.0
2965,5.995163,103.10142,0.43,0.14,0.07,0.03,0.03,0.0,0.75,0.11,0.11
2966,5.995163,103.18455,0.0,0.01,0.21,0.03,0.0,0.01,2.6,0.0,0.0
2967,5.995163,103.267685,0.18,0.0,0.09,0.07,0.23,0.0,0.71,0.12,0.0
2968,5.995163,103.35082,0.14,0.02,0.1,2.9,1.23,0.0,0.15,0.0,0.0
2969,5.995163,103.43396,0.4,0.14,0.0,0.84,0.01,0.0,0.35,0.67,0.0
2970,5.995163,103.5171,0.08,0.03,0.72,0.04,0.66,0.04,0.02,0.54,0.0
2971,5.995163,103.60023,0.0,0.22,0.04,0.09,0.16,0.0,0.05,0.3,0.72
2972,5.995163,103.683365,0.0,0.09,0.69,1.0,0.39,0.09,0.36,0.01,0.02
2973,5.995163,103.7665,0.0,0.18,0.12,0.04,0.02,0.04,0.08,0.82,0.0
2974,5.995163,103.84964,0.0,0.11,0.07,1.33,0.0,0.0,1.23,0.01,0.0
2975,5.995163,103.93278,0.37,0.06,0.42,0.2,0.18,0.0,0.97,0.0,0.22
2976,5.995163,104.01591,0.0,0.11,0.54,0.06,2.33,0.0,0.14,0.0,0.07
2977,5.995163,104.099045,0.0,0.01,0.11,0.0,0.03,0.07,1.79,0.0,0.02
2978,5.995163,104.18218,0.0,0.08,0.06,0.09,0.0,0.2,0.29,0.0,0.0
2979,5.995163,104.26532,0.01,0.1,0.51,0.01,0.0,0.0,0.24,0.02,0.0
2980,5.995163,104.34846,0.83,0.0,0.33,0.52,0.02,0.0,0.01,0.69,0.02
2981,5.995163,104.43159,0.0,0.0,0.01,0.67,0.01,0.04,0.0,0.05,0.09
2982,5.995163,104.514725,0.14,0.08,0.44,0.09,0.06,0.6,0.06,0.36,0.1
2983,5.995163,104.59786,0.16,0.97,0.01,0.05,0.0,0.95,0.15,0.01,0.1
2984,5.995163,104.681,0.23,0.2,0.0,0.0,0.05,0.05,0.06,0.0,0.22
2985,5.995163,104.76414,0.0,0.0,0.0,0.05,0.01,0.06,0.0,0.0,0.0
2986,5.995163,104.847275,0.0,0.35,0.0,0.7,0.01,0.1,0.16,0.0,0.02
2987,5.995163,104.930405,0.0,0.29,0.03,0.14,0.2,1.34,0.49,0.0,0.09
2988,5.995163,105.01354,0.09,0.07,0.07,0.06,0.6,1.61,0.15,0.06,0.36
2989,5.995163,105.09668,0.05,0.0,0.0,0.02,0.09,0.43,0.09,0.27,0.11
2990,5.995163,105.17982,0.12,0.74,0.2,0.55,0.17,0.1,0.33,0.03,0.4
2991,5.995163,105.262955,0.15,0.26,0.04,0.17,0.79,0.02,0.41,0.0,0.58
2992,5.995163,105.346085,0.0,0.15,0.05,0.06,0.3,0.07,0.61,0.0,0.77
2993,5.995163,105.42922,0.23,0.09,0.32,0.03,1.44,0.0,0.47,0.01,2.75
2994,5.995163,105.51236,0.29,0.07,0.23,0.0,0.39,0.06,0.14,0.01,0.88
2995,5.995163,105.5955,0.2,0.0,0.06,0.01,0.17,0.32,0.25,0.01,0.46
2996,5.995163,105.678635,0.17,0.53,0.0,0.02,0.01,0.27,0.12,0.38,0.11
2997,5.995163,105.761765,0.28,1.13,0.02,0.01,0.05,0.0,0.03,0.44,0.02
2998,5.995163,105.8449,0.4,0.01,0.13,0.12,0.54,0.0,0.06,0.05,0.01
2999,5.995163,105.92804,0.38,0.34,1.8,0.01,0.69,0.05,0.04,0.0,0.05
3000,6.077842,96.03485,3.36,0.93,30.72,4.37,0.77,2.24,0.05,0.0,0.0
3001,6.077842,96.11799,6.41,0.01,13.28,15.65,21.53,0.74,0.28,0.0,0.0
3002,6.077842,96.201126,1.92,2.08,7.77,19.67,12.04,0.62,0.04,0.0,0.0
3003,6.077842,96.28426,2.69,1.6,3.16,8.46,18.37,0.0,0.08,0.0,0.2
3004,6.077842,96.36739,8.12,3.18,1.48,6.64,101.21,0.0,0.41,0.0,0.0
3005,6.077842,96.45053,1.55,4.75,0.93,53.46,28.26,0.01,0.0,0.0,0.0
3006,6.077842,96.53367,2.14,2.59,5.76,25.93,1.67,0.0,0.0,0.0,0.0
3007,6.077842,96.616806,2.27,3.38,32.42,12.36,0.12,0.49,0.0,0.0,0.0
3008,6.077842,96.69994,1.39,58.56,2.65,69.58,0.07,0.02,0.0,0.0,0.01
3009,6.077842,96.78308,2.72,55.69,4.24,37.52,0.09,0.0,0.0,0.0,0.15
3010,6.077842,96.86621,1.4,10.74,0.03,2.24,1.42,0.0,0.07,0.0,0.06
3011,6.077842,96.94935,1.66,3.13,0.0,7.97,2.26,0.03,1.15,0.04,0.21
3012,6.077842,97.032486,0.93,2.8,0.0,4.13,12.15,0.0,0.01,0.27,0.0
3013,6.077842,97.11562,4.4,2.28,0.67,2.48,15.82,0.0,0.0,0.01,0.0
3014,6.077842,97.19876,0.81,1.34,0.06,0.54,0.66,0.0,0.0,0.0,0.12
3015,6.077842,97.28189,1.46,0.0,0.1,0.29,0.02,0.0,0.04,0.13,0.07
3016,6.077842,97.36503,1.75,0.0,0.14,0.06,1.1,0.2,0.0,1.17,0.0
3017,6.077842,97.448166,2.22,0.22,0.06,6.56,7.91,0.0,0.0,0.24,0.25
3018,6.077842,97.5313,0.97,0.57,0.0,0.47,5.41,0.0,0.0,0.69,2.31
3019,6.077842,97.61444,1.77,7.1,0.0,0.01,6.38,0.0,0.0,0.01,4.54
3020,6.077842,97.69757,6.6,7.32,0.86,0.14,12.66,0.01,0.0,0.85,0.01
3021,6.077842,97.78071,1.14,14.02,0.0,1.35,52.91,0.0,0.0,0.01,0.0
3022,6.077842,97.863846,1.12,42.88,0.42,0.68,3.0,0.01,0.0,0.32,0.38
3023,6.077842,97.94698,3.15,0.45,4.61,0.05,0.29,0.01,0.32,0.0,0.0
3024,6.077842,98.03012,3.17,0.79,0.01,0.0,0.14,0.08,0.09,0.0,0.0
3025,6.077842,98.11325,5.08,2.7,0.22,0.87,0.13,0.0,0.0,0.0,0.0
3026,6.077842,98.19639,3.65,10.78,5.48,19.7,0.32,0.12,0.0,0.0,0.49
3027,6.077842,98.279526,2.52,1.12,0.36,3.42,0.01,0.0,0.0,0.0,0.0
3028,6.077842,98.36266,2.75,4.27,0.3,1.19,0.0,0.0,0.0,0.17,0.0
3029,6.077842,98.4458,4.36,1.66,5.2,0.04,0.0,0.16,0.08,0.01,0.01
3030,6.077842,98.52893,6.59,0.07,0.38,0.88,0.0,0.01,0.38,0.0,0.01
3031,6.077842,98.612076,5.08,9.44,0.01,0.01,0.5,0.22,0.08,0.63,0.0
3032,6.077842,98.695206,5.94,0.33,0.0,0.35,0.2,0.0,0.12,0.53,0.0
3033,6.077842,98.77834,3.05,0.18,0.22,3.85,0.03,0.02,0.07,0.23,0.0
3034,6.077842,98.86148,2.45,0.0,0.12,0.09,0.0,0.14,2.61,0.5,0.0
3035,6.077842,98.94461,2.94,0.03,0.0,0.21,0.01,0.02,0.82,0.0,0.0
3036,6.077842,99.027756,2.26,1.61,0.01,9.43,24.65,0.15,0.4,0.16,0.54
3037,6.077842,99.110886,1.68,0.02,0.01,0.29,2.38,0.05,0.0,0.02,0.01
3038,6.077842,99.19402,1.94,0.81,0.6,0.0,0.01,0.04,0.0,0.5,0.0
3039,6.077842,99.27716,1.96,5.09,0.17,0.0,0.04,0.93,0.03,0.04,0.0
3040,6.077842,99.36029,7.76,3.14,0.02,0.08,0.0,0.32,0.04,0.05,0.0
3041,6.077842,99.443436,5.98,1.97,0.46,0.95,0.07,0.19,0.08,0.03,0.21
3042,6.077842,99.526566,1.5,5.24,0.0,0.09,0.96,0.11,0.12,0.0,0.43
3043,6.077842,99.6097,3.02,1.35,0.27,6.11,7.92,0.06,0.0,0.0,1.62
3044,6.077842,99.69284,5.52,5.98,0.58,2.04,13.64,0.27,0.01,0.0,0.89
3045,6.077842,99.77597,1.9,4.94,0.26,1.94,0.87,0.0,0.03,0.0,0.0
3046,6.077842,99.8591,1.56,25.96,0.81,31.14,0.01,0.0,0.0,0.0,0.13
3047,6.077842,99.942245,1.98,1.95,0.01,1.19,0.0,0.0,0.0,0.0,0.32
3048,6.077842,100.02538,5.82,5.28,0.02,1.26,0.0,0.19,0.0,0.0,0.0
3049,6.077842,100.10852,17.78,4.0,0.03,6.58,0.0,0.0,0.0,0.0,0.0
3050,6.077842,100.19165,1.58,3.64,0.01,3.08,0.0,0.0,0.0,0.0,0.0
3051,6.077842,100.27478,0.41,23.0,0.07,7.37,0.0,0.0,0.0,0.0,0.0
3052,6.077842,100.357925,2.81,17.12,0.7,8.75,0.0,0.0,0.0,0.0,0.0
3053,6.077842,100.44106,2.22,20.87,0.84,5.95,0.0,0.0,0.0,0.0,0.0
3054,6.077842,100.5242,5.78,12.99,0.82,9.74,0.0,0.0,0.0,0.0,0.0
3055,6.077842,100.60733,12.37,9.84,3.35,5.92,0.0,0.0,0.0,0.0,0.02
3056,6.077842,100.69046,42.99,16.74,15.38,33.77,0.0,0.0,0.0,0.0,0.0
3057,6.077842,100.773605,18.88,24.62,10.04,10.17,0.0,0.0,0.0,0.0,0.0
3058,6.077842,100.85674,21.48,14.88,7.01,0.81,0.0,0.0,0.0,0.0,0.0
3059,6.077842,100.93988,2.58,9.94,8.15,0.02,0.0,0.0,0.0,0.0,0.0
3060,6.077842,101.02302,18.41,6.16,14.9,0.15,0.0,0.0,0.0,0.0,0.0
3061,6.077842,101.10615,73.08,4.39,14.24,0.0,0.0,0.0,0.0,0.0,0.0
3062,6.077842,101.189285,16.03,13.41,1.47,0.01,0.0,0.0,0.0,0.0,0.0
3063,6.077842,101.27242,4.74,0.6,6.27,0.04,0.0,0.0,0.0,0.0,0.0
3064,6.077842,101.35556,5.02,2.06,25.91,2.31,0.19,0.0,0.0,0.0,0.0
3065,6.077842,101.4387,13.26,0.17,4.16,0.02,0.01,0.0,0.0,0.0,0.0
3066,6.077842,101.52183,10.5,0.03,1.28,0.02,0.88,0.0,0.0,0.0,0.0
3067,6.077842,101.604965,0.73,0.05,0.19,0.08,0.09,0.0,0.0,0.0,0.0
3068,6.077842,101.6881,4.45,0.0,0.38,0.03,0.02,0.0,0.0,0.0,0.0
3069,6.077842,101.77124,0.35,0.0,0.01,0.0,0.0,0.0,0.0,0.12,0.0
3070,6.077842,101.85438,1.11,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0
3071,6.077842,101.93751,7.11,0.01,0.0,0.14,0.0,0.43,0.0,0.0,0.0
3072,6.077842,102.020645,19.95,0.03,0.0,0.01,0.12,0.16,0.0,0.0,0.0
3073,6.077842,102.10378,19.45,0.04,0.0,0.2,0.01,0.12,0.03,0.0,0.0
3074,6.077842,102.18692,1.28,0.01,0.0,0.01,0.0,0.07,0.01,0.0,0.0
3075,6.077842,102.27006,0.43,0.07,0.06,0.07,0.0,0.01,0.03,0.0,0.0
3076,6.077842,102.35319,0.48,0.09,0.02,1.37,0.02,0.0,0.01,0.05,0.0
3077,6.077842,102.436325,0.29,0.13,0.2,0.09,1.9,0.0,0.01,0.05,0.02
3078,6.077842,102.51946,0.61,0.06,0.12,0.04,0.12,0.06,0.2,0.09,0.02
3079,6.077842,102.6026,0.28,0.08,0.02,0.1,4.36,0.45,0.1,4.48,0.0
3080,6.077842,102.68574,1.12,0.0,0.0,0.05,0.32,0.03,0.2,0.26,0.01
3081,6.077842,102.76887,1.47,0.5,0.01,0.01,0.01,0.15,0.04,0.0,0.68
3082,6.077842,102.852005,3.67,0.07,0.0,0.6,0.0,2.66,0.0,0.01,0.1
3083,6.077842,102.93514,0.47,0.01,0.0,0.48,0.01,0.16,0.0,0.09,0.0
3084,6.077842,103.01828,0.68,0.37,0.01,0.15,0.05,0.06,0.0,0.01,0.04
3085,6.077842,103.10142,0.46,0.16,0.57,0.0,0.03,0.0,0.03,0.02,0.0
3086,6.077842,103.18455,0.05,0.15,0.2,0.02,0.05,0.0,0.06,0.01,0.0
3087,6.077842,103.267685,0.18,0.0,0.14,0.0,0.21,0.0,0.06,0.0,0.0
3088,6.077842,103.35082,0.0,0.32,1.37,0.06,0.01,0.01,0.02,0.0,0.17
3089,6.077842,103.43396,0.01,0.0,0.09,0.22,0.06,0.0,0.01,0.01,0.0
3090,6.077842,103.5171,0.0,0.56,0.18,0.01,0.01,0.0,0.01,0.01,0.0
3091,6.077842,103.60023,0.32,0.27,0.01,0.19,0.26,0.0,0.0,0.07,0.0
3092,6.077842,103.683365,0.0,0.15,0.22,0.47,0.0,0.02,0.26,0.0,0.0
3093,6.077842,103.7665,0.0,0.04,0.02,0.1,0.05,0.0,4.15,0.01,0.0
3094,6.077842,103.84964,0.0,0.1,0.37,0.17,0.09,0.0,5.37,0.0,0.0
3095,6.077842,103.93278,0.02,0.12,0.68,0.01,0.28,0.04,0.01,0.0,0.04
3096,6.077842,104.01591,0.0,0.74,0.72,0.85,0.13,0.29,0.0,0.0,0.58
3097,6.077842,104.099045,0.0,0.78,1.86,0.29,0.01,0.01,0.01,0.0,0.0
3098,6.077842,104.18218,0.02,0.05,0.09,0.18,0.08,0.15,0.0,0.0,0.19
3099,6.077842,104.26532,0.93,0.26,0.0,0.23,0.02,0.12,0.0,0.0,0.02
3100,6.077842,104.34846,3.36,0.84,0.17,0.42,0.06,0.0,0.0,0.0,0.02
3101,6.077842,104.43159,0.01,0.35,0.02,2.46,1.82,0.01,0.07,0.03,0.56
3102,6.077842,104.514725,0.0,0.03,0.59,2.14,0.02,0.29,0.77,0.01,0.05
3103,6.077842,104.59786,0.0,0.02,0.6,0.82,0.0,0.73,0.12,0.14,0.34
3104,6.077842,104.681,0.1,0.01,0.0,0.73,0.0,0.09,0.13,0.0,0.23
3105,6.077842,104.76414,0.04,0.01,0.0,0.43,0.0,0.0,0.07,0.0,0.2
3106,6.077842,104.847275,0.12,0.34,0.11,0.09,0.0,0.02,0.19,0.01,0.02
3107,6.077842,104.930405,0.0,0.11,0.0,0.01,0.03,0.05,0.04,0.24,0.26
3108,6.077842,105.01354,0.0,0.0,0.18,0.06,0.0,0.01,0.04,0.1,0.05
3109,6.077842,105.09668,0.12,0.0,0.0,0.74,0.01,0.0,0.38,0.0,0.54
3110,6.077842,105.17982,0.12,0.03,0.16,0.47,0.13,0.01,0.46,0.0,0.45
3111,6.077842,105.262955,0.7,0.2,0.06,0.05,0.22,0.0,0.3,0.01,0.37
3112,6.077842,105.346085,0.0,0.56,0.1,0.05,0.1,0.14,0.09,0.36,0.3
3113,6.077842,105.42922,0.09,0.94,0.07,0.15,0.45,0.11,0.34,0.61,0.27
3114,6.077842,105.51236,0.35,0.11,0.35,0.02,0.38,1.46,0.07,0.0,1.65
3115,6.077842,105.5955,0.52,0.0,0.02,0.0,0.24,0.09,0.2,0.0,0.29
3116,6.077842,105.678635,0.27,0.0,0.01,0.0,1.3,0.2,0.01,0.0,1.26
3117,6.077842,105.761765,0.93,0.08,0.17,0.13,0.37,0.07,0.21,0.02,0.09
3118,6.077842,105.8449,0.98,0.0,0.63,0.0,0.16,0.02,0.31,0.0,0.02
3119,6.077842,105.92804,0.54,0.03,0.28,0.04,0.39,0.01,0.01,0.09,0.13
3120,6.160507,96.03485,4.64,0.94,3.96,1.96,0.9,1.76,0.0,0.0,0.11
3121,6.160507,96.11799,3.38,0.95,14.75,3.76,0.95,7.04,4.39,0.0,0.11
3122,6.160507,96.201126,1.28,2.63,5.78,9.92,3.4,6.16,5.93,0.0,0.25
3123,6.160507,96.28426,0.79,2.04,1.41,4.92,4.53,0.24,0.04,0.0,0.07
3124,6.160507,96.36739,3.03,1.05,0.19,7.56,71.91,0.0,0.03,0.0,0.14
3125,6.160507,96.45053,2.17,1.58,0.11,42.77,37.71,0.02,0.0,0.0,0.12
3126,6.160507,96.53367,3.91,1.01,2.1,74.26,2.9,0.22,0.0,0.0,0.02
3127,6.160507,96.616806,2.81,6.45,35.4,27.8,8.49,0.0,0.0,0.02,0.0
3128,6.160507,96.69994,2.77,10.76,14.65,9.97,0.13,0.0,0.0,0.0,0.03
3129,6.160507,96.78308,3.34,21.34,0.44,2.23,0.56,0.0,0.0,0.0,0.03
3130,6.160507,96.86621,1.74,5.35,0.79,0.57,4.29,0.0,0.0,0.03,0.0
3131,6.160507,96.94935,5.25,9.23,0.8,3.42,11.97,0.0,0.01,2.88,0.0
3132,6.160507,97.032486,4.72,5.73,0.12,6.35,10.2,0.0,0.0,2.91,0.03
