,lat,lon,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024,00:00Z 09-Apr-2024,00:00Z 10-Apr-2024,00:00Z 11-Apr-2024,00:00Z 12-Apr-2024,00:00Z 13-Apr-2024,00:00Z 14-Apr-2024,00:00Z 15-Apr-2024,00:00Z 16-Apr-2024
167,4.090523,99.942245,0.0,3.23,6.09,1.41,0.0,0.0,0.0,0.31,2.77,3.1
168,4.090523,100.02538,0.11,0.58,3.43,2.33,0.0,0.0,0.0,0.68,0.02,14.48
169,4.090523,100.10852,0.0,0.0,3.32,2.21,0.0,0.0,0.0,0.44,1.11,0.26
170,4.090523,100.19165,0.0,0.01,6.79,4.02,0.0,0.0,0.0,0.4,6.73,16.52
171,4.090523,100.27478,0.63,2.73,10.77,3.51,0.0,0.0,0.35,0.5,2.32,1.44
172,4.090523,100.357925,0.35,0.42,6.3,1.46,0.39,0.0,0.37,0.97,2.45,1.0
173,4.090523,100.44106,0.0,2.63,7.12,0.43,0.0,0.0,0.61,0.51,3.0,0.93
174,4.090523,100.5242,0.0,1.11,12.6,0.44,0.0,0.33,0.88,0.29,0.39,0.79
175,4.090523,100.60733,0.0,2.51,8.38,0.02,0.0,0.26,0.0,0.0,0.0,0.46
176,4.090523,100.69046,0.0,1.61,11.02,0.02,0.0,0.0,0.0,0.0,0.01,0.11
177,4.090523,100.773605,0.04,3.71,46.01,0.37,0.03,0.0,0.0,0.0,0.04,0.98
178,4.090523,100.85674,0.1,5.6,36.06,3.51,0.42,0.02,0.0,0.0,8.91,3.39
179,4.090523,100.93988,0.58,12.1,19.44,9.52,3.91,0.19,0.42,0.02,1.85,4.66
180,4.090523,101.02302,9.32,9.94,13.15,16.71,13.06,0.47,1.81,6.38,4.23,4.35
181,4.090523,101.10615,33.1,23.34,13.52,13.58,3.54,0.23,0.0,1.84,3.88,1.69
182,4.090523,101.189285,26.76,7.81,22.53,6.67,0.44,1.23,0.0,22.21,8.12,12.62
183,4.090523,101.27242,6.22,9.68,17.94,4.13,0.58,2.69,2.21,18.81,23.83,48.6
184,4.090523,101.35556,3.83,18.86,6.3,38.46,4.15,0.72,0.21,53.47,26.21,44.0
185,4.090523,101.4387,8.54,100.34,11.62,4.58,11.81,2.38,6.53,7.22,16.22,8.62
186,4.090523,101.52183,9.94,86.38,3.45,1.1,0.3,3.39,23.42,16.23,9.16,4.9
187,4.090523,101.604965,0.14,56.51,7.39,1.38,0.0,0.77,0.0,1.43,0.43,1.69
188,4.090523,101.6881,0.0,11.87,11.15,5.37,0.0,1.67,0.0,0.01,0.74,14.01
189,4.090523,101.77124,0.0,46.42,11.27,6.6,0.02,1.49,0.0,0.1,1.47,4.44
190,4.090523,101.85438,0.0,10.14,1.79,4.05,0.0,1.59,0.0,2.36,1.35,1.61
191,4.090523,101.93751,0.0,5.36,4.56,2.36,0.0,2.32,0.0,1.11,2.42,8.74
192,4.090523,102.020645,0.0,0.1,6.78,0.83,0.42,2.96,0.0,0.38,3.03,5.55
193,4.090523,102.10378,0.0,0.63,6.7,14.81,0.0,1.71,0.0,0.6,0.66,6.28
194,4.090523,102.18692,0.0,4.18,4.18,27.1,0.03,0.85,0.0,0.61,4.72,0.21
195,4.090523,102.27006,0.0,7.68,11.97,26.97,0.09,0.41,0.0,0.56,1.17,1.73
196,4.090523,102.35319,0.0,10.65,22.15,27.32,0.0,0.36,0.0,0.0,1.31,20.35
197,4.090523,102.436325,0.0,2.6,23.33,10.06,0.0,0.51,0.0,0.0,2.09,12.46
198,4.090523,102.51946,0.0,15.43,27.74,13.36,0.33,9.61,0.0,0.0,0.94,40.26
199,4.090523,102.6026,0.0,31.48,55.35,13.8,1.8,19.2,0.0,0.03,1.76,9.35
200,4.090523,102.68574,0.07,56.81,60.75,5.32,0.0,46.82,0.14,0.06,1.97,11.34
201,4.090523,102.76887,0.0,10.18,42.6,1.92,0.65,36.07,1.29,0.19,2.06,2.67
202,4.090523,102.852005,0.23,9.74,27.19,0.78,0.0,29.63,1.81,0.02,8.95,0.36
203,4.090523,102.93514,0.0,5.77,20.44,1.98,0.84,9.08,1.0,0.27,9.18,1.82
204,4.090523,103.01828,0.0,13.13,16.51,3.61,1.53,4.49,0.57,0.62,13.25,5.1
205,4.090523,103.10142,0.04,30.49,16.46,15.39,0.37,4.83,0.06,2.95,38.47,3.76
206,4.090523,103.18455,0.03,20.96,16.57,32.56,0.77,1.08,0.72,10.1,15.68,19.12
207,4.090523,103.267685,0.2,18.07,32.45,18.66,0.59,0.86,3.41,2.37,6.51,16.33
208,4.090523,103.35082,0.13,4.15,41.81,9.42,6.24,0.44,0.37,0.27,2.34,7.85
209,4.090523,103.43396,1.17,7.83,73.75,7.6,13.71,14.1,2.18,1.03,3.59,0.41
210,4.090523,103.5171,3.45,19.75,82.34,18.19,25.11,2.82,3.4,0.07,7.45,1.36
211,4.090523,103.60023,0.9,52.41,44.59,32.75,33.08,11.92,11.24,0.12,18.86,1.84
212,4.090523,103.683365,7.1,36.03,44.8,38.19,17.26,30.31,35.59,1.27,2.11,2.33
213,4.090523,103.7665,0.64,21.31,41.6,25.51,10.24,4.0,83.38,9.03,1.22,3.0
214,4.090523,103.84964,4.99,26.53,17.91,20.13,5.76,3.93,33.28,3.94,1.06,15.97
215,4.090523,103.93278,1.1,6.78,9.19,3.47,10.3,2.5,32.27,3.32,0.48,47.3
216,4.090523,104.01591,1.61,6.46,9.85,5.65,13.49,7.78,12.81,3.75,0.84,12.59
217,4.090523,104.099045,1.08,19.37,13.94,15.09,5.82,6.76,9.89,5.36,0.56,0.18
218,4.090523,104.18218,0.84,8.93,13.44,13.51,15.37,4.57,2.2,2.45,0.21,0.06
219,4.090523,104.26532,0.08,4.33,30.65,24.16,27.44,3.65,1.58,2.5,0.19,0.29
220,4.090523,104.34846,0.21,2.86,54.29,31.6,42.45,4.6,2.07,2.77,0.3,0.03
221,4.090523,104.43159,0.16,6.18,72.58,35.94,65.4,5.4,1.25,5.87,0.0,0.03
222,4.090523,104.514725,0.1,2.97,30.2,26.21,46.95,7.97,2.33,2.81,0.0,0.06
223,4.090523,104.59786,0.1,3.6,12.37,3.75,36.24,14.75,2.89,0.77,0.0,0.0
224,4.090523,104.681,0.07,12.18,9.62,11.52,22.06,6.98,0.84,0.93,0.0,0.0
225,4.090523,104.76414,0.0,2.81,6.52,29.16,11.92,1.96,1.69,0.27,0.0,0.0
226,4.090523,104.847275,0.4,4.96,14.43,29.61,11.18,5.76,3.97,1.3,0.11,0.35
227,4.090523,104.930405,2.44,9.46,13.85,14.98,9.43,6.89,2.95,3.16,0.23,0.26
228,4.090523,105.01354,0.24,7.55,6.41,8.9,25.9,11.89,6.37,0.59,0.14,0.02
229,4.090523,105.09668,0.56,6.7,24.54,4.54,22.11,10.32,5.3,1.36,0.08,0.19
230,4.090523,105.17982,0.38,5.6,12.53,3.2,16.13,1.12,15.03,0.8,0.01,0.17
231,4.090523,105.262955,0.13,5.74,13.11,8.23,30.17,2.41,5.75,1.7,0.0,0.15
232,4.090523,105.346085,0.18,9.1,19.5,15.01,50.92,3.2,1.25,2.26,0.0,0.03
233,4.090523,105.42922,0.13,1.9,23.97,18.12,35.36,3.03,1.01,1.38,0.0,0.0
234,4.090523,105.51236,0.33,10.55,20.89,3.18,34.5,1.69,0.36,1.2,0.01,0.0
235,4.090523,105.5955,0.32,3.52,22.25,0.47,36.25,2.44,0.13,0.51,0.0,0.0
236,4.090523,105.678635,0.19,26.01,18.3,0.54,31.48,0.38,0.15,1.45,0.01,0.0
237,4.090523,105.761765,0.07,8.33,4.38,5.25,15.09,0.03,0.51,1.07,0.0,0.02
238,4.090523,105.8449,0.12,4.33,13.27,1.86,19.79,0.29,0.44,0.22,0.0,0.02
239,4.090523,105.92804,0.09,2.03,9.91,1.47,16.32,0.0,0.02,0.45,0.0,0.01
240,4.173439,96.03485,0.4,0.8,2.45,7.71,2.3,1.58,0.13,0.76,0.0,0.55
241,4.173439,96.11799,2.35,4.63,0.57,15.77,0.17,1.15,0.43,4.3,0.0,2.03
242,4.173439,96.201126,1.92,1.38,0.46,15.82,3.52,1.69,1.81,16.3,0.02,18.65
243,4.173439,96.28426,1.35,0.72,0.11,19.42,7.05,0.88,1.63,10.07,0.09,50.63
244,4.173439,96.36739,8.24,0.79,0.6,34.66,15.29,1.64,4.69,16.71,0.37,31.17
245,4.173439,96.45053,13.84,11.46,1.77,56.49,26.14,10.12,10.14,15.99,4.8,32.39
246,4.173439,96.53367,59.22,46.28,5.52,34.3,85.9,34.23,52.73,10.05,6.23,42.02
247,4.173439,96.616806,18.31,24.54,7.56,48.31,78.37,12.84,25.33,38.34,25.26,46.76
248,4.173439,96.69994,27.26,46.07,11.61,62.03,23.73,50.57,53.27,71.82,41.12,36.32
249,4.173439,96.78308,11.43,18.09,15.33,71.08,5.08,43.04,35.13,45.49,12.77,39.97
250,4.173439,96.86621,5.02,4.61,32.21,19.52,5.98,3.73,68.5,28.53,11.34,19.06
251,4.173439,96.94935,2.38,8.02,9.61,40.96,9.79,8.57,48.59,84.63,19.13,15.89
252,4.173439,97.032486,6.49,9.91,15.04,43.07,22.61,12.98,37.31,72.17,83.21,10.07
253,4.173439,97.11562,3.97,15.16,19.34,56.77,43.39,5.96,5.93,52.08,73.46,46.2
254,4.173439,97.19876,16.52,5.2,16.61,37.24,11.03,18.28,7.78,73.98,29.04,40.6
255,4.173439,97.28189,2.43,12.01,45.35,18.49,14.86,6.48,26.64,80.6,38.55,25.75
256,4.173439,97.36503,8.37,21.07,12.41,0.39,19.09,0.4,40.11,59.03,40.51,47.51
257,4.173439,97.448166,4.19,16.0,10.9,3.38,54.85,0.36,8.05,78.09,33.55,85.2
258,4.173439,97.5313,2.32,15.92,16.75,7.33,52.74,0.19,12.2,54.3,24.97,51.76
259,4.173439,97.61444,42.25,13.26,17.7,8.12,35.0,2.36,13.85,64.68,47.95,107.71
260,4.173439,97.69757,14.12,21.69,19.4,2.55,30.22,0.12,3.32,55.77,52.78,180.96
261,4.173439,97.78071,3.61,48.84,17.84,0.45,20.78,0.0,7.9,88.52,56.33,74.43
262,4.173439,97.863846,2.5,43.95,11.5,4.46,15.33,0.0,9.89,67.96,18.53,32.54
