,lat,lon,00:00Z 02-Apr-2024,00:00Z 03-Apr-2024,00:00Z 04-Apr-2024,00:00Z 05-Apr-2024,00:00Z 06-Apr-2024,00:00Z 07-Apr-2024,00:00Z 08-Apr-2024
88,4.007606,103.35082,0.0,0.0,0.0,0.0,0.0,0.0,0.03
89,4.007606,103.43396,0.0,0.0,0.05,0.0,0.0,0.0,0.0
90,4.007606,103.5171,0.0,0.0,0.01,0.0,0.0,0.0,0.0
91,4.007606,103.60023,0.0,0.0,0.0,0.01,0.01,0.0,0.0
92,4.007606,103.683365,0.0,0.0,0.0,0.09,0.11,0.0,0.0
93,4.007606,103.7665,0.0,0.0,0.01,0.0,0.0,0.0,0.0
94,4.007606,103.84964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,4.007606,103.93278,0.0,0.0,0.0,0.0,0.01,0.0,0.0
96,4.007606,104.01591,0.0,0.0,0.0,0.0,0.03,0.0,0.0
97,4.007606,104.099045,0.0,0.0,0.02,0.0,0.0,0.0,0.0
98,4.007606,104.18218,0.0,0.0,0.0,0.0,0.01,0.0,0.0
99,4.007606,104.26532,0.0,0.0,0.13,0.0,0.0,0.0,0.0
100,4.007606,104.34846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,4.007606,104.43159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,4.007606,104.514725,0.0,0.0,0.0,0.0,0.0,0.0,0.01
103,4.007606,104.59786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,4.007606,104.681,0.0,0.0,0.0,0.0,0.0,0.0,0.01
105,4.007606,104.76414,0.0,0.0,0.0,0.0,0.0,0.0,0.05
106,4.007606,104.847275,0.0,0.0,0.0,0.0,0.0,0.0,0.09
107,4.007606,104.930405,0.0,0.0,0.0,0.0,0.0,0.0,0.18
108,4.007606,105.01354,0.0,0.0,0.0,0.0,0.0,0.0,0.26
109,4.007606,105.09668,0.0,0.0,0.0,0.0,0.0,0.0,0.26
110,4.007606,105.17982,0.0,0.0,0.0,0.0,0.0,0.0,0.29
111,4.007606,105.262955,0.0,0.0,0.0,0.0,0.0,0.0,0.34
112,4.007606,105.346085,0.0,0.0,0.0,0.0,0.0,0.0,0.37
113,4.007606,105.42922,0.0,0.0,0.0,0.0,0.0,0.0,0.42
114,4.007606,105.51236,0.0,0.0,0.0,0.0,0.0,0.0,0.49
115,4.007606,105.5955,0.0,0.0,0.0,0.0,0.0,0.0,0.94
116,4.007606,105.678635,0.0,0.0,0.0,0.0,0.06,0.0,1.61
117,4.007606,105.761765,0.0,0.0,0.0,0.0,0.04,0.0,2.57
118,4.007606,105.8449,0.0,0.0,0.0,0.0,0.0,0.0,1.93
119,4.007606,105.92804,0.0,0.0,0.0,0.0,0.0,0.0,1.95
120,4.090523,96.03485,0.01,0.09,1.07,0.0,3.5,0.0,0.4
121,4.090523,96.11799,0.0,0.23,1.41,0.0,1.86,0.0,0.0
122,4.090523,96.201126,0.04,2.38,0.72,1.44,2.41,0.0,0.27
123,4.090523,96.28426,0.16,0.01,1.48,1.38,1.88,0.0,0.0
124,4.090523,96.36739,3.19,2.25,0.96,0.0,2.22,0.0,1.26
125,4.090523,96.45053,2.33,2.38,8.5,0.0,4.3,0.16,1.06
126,4.090523,96.53367,9.91,7.73,2.81,0.04,13.69,0.62,0.7
127,4.090523,96.616806,34.79,14.34,32.6,6.94,11.02,10.57,4.85
128,4.090523,96.69994,19.96,51.65,25.57,34.05,6.1,0.49,2.86
129,4.090523,96.78308,28.03,3.08,10.45,38.61,34.53,1.77,19.29
130,4.090523,96.86621,7.62,1.38,27.78,6.84,2.73,0.87,20.48
131,4.090523,96.94935,10.64,3.78,11.03,0.07,1.94,1.18,1.59
132,4.090523,97.032486,28.84,16.33,33.96,0.14,6.85,1.97,5.14
133,4.090523,97.11562,33.7,6.66,82.64,1.01,13.37,2.88,6.87
134,4.090523,97.19876,23.89,4.2,56.95,0.06,34.2,0.16,4.85
135,4.090523,97.28189,23.2,18.02,37.43,1.58,0.75,1.44,0.04
136,4.090523,97.36503,10.24,7.37,11.45,0.03,0.35,0.75,0.2
137,4.090523,97.448166,4.2,2.17,1.61,0.03,0.25,0.21,0.51
138,4.090523,97.5313,11.72,11.58,2.99,0.0,2.39,3.95,5.35
139,4.090523,97.61444,22.29,20.07,6.45,0.2,1.32,40.58,2.0
140,4.090523,97.69757,6.64,19.98,10.69,2.61,0.45,79.51,20.62
141,4.090523,97.78071,1.14,38.23,42.16,13.99,2.21,16.73,3.41
142,4.090523,97.863846,0.02,27.96,8.43,6.15,1.5,0.01,0.03
143,4.090523,97.94698,0.18,13.74,71.39,4.8,9.19,3.41,0.29
144,4.090523,98.03012,0.0,9.27,63.22,0.62,0.03,4.64,0.21
145,4.090523,98.11325,0.0,28.98,38.77,0.0,0.0,0.03,0.0
146,4.090523,98.19639,0.0,25.39,23.53,0.0,0.0,0.0,0.0
147,4.090523,98.279526,0.0,2.63,7.43,0.0,0.0,0.0,0.0
148,4.090523,98.36266,0.01,1.27,3.21,0.06,0.0,0.46,0.0
149,4.090523,98.4458,0.01,1.59,2.36,0.0,0.0,0.04,0.0
150,4.090523,98.52893,0.0,0.59,4.46,0.3,0.0,1.66,0.0
151,4.090523,98.612076,0.0,0.48,0.26,0.8,0.0,0.05,0.46
152,4.090523,98.695206,0.08,0.09,1.29,0.38,0.0,0.0,0.2
153,4.090523,98.77834,0.08,0.17,1.02,0.42,0.0,0.02,0.11
154,4.090523,98.86148,0.09,0.03,1.17,0.12,1.38,0.01,0.32
155,4.090523,98.94461,0.56,6.23,0.36,0.13,1.93,0.0,0.01
156,4.090523,99.027756,0.87,0.51,2.79,2.11,0.18,0.09,0.04
157,4.090523,99.110886,0.71,0.99,4.62,1.82,3.47,2.03,2.33
158,4.090523,99.19402,0.0,2.26,5.27,0.57,0.73,20.28,0.91
159,4.090523,99.27716,0.01,3.9,17.65,0.42,0.29,9.08,0.39
160,4.090523,99.36029,2.05,10.28,58.23,2.11,0.0,1.53,0.24
161,4.090523,99.443436,0.18,15.3,26.47,0.05,0.0,3.46,0.95
162,4.090523,99.526566,0.33,15.98,3.77,0.0,0.11,1.86,17.55
163,4.090523,99.6097,0.0,4.21,6.07,7.81,0.09,3.64,23.89
164,4.090523,99.69284,0.0,1.52,15.11,8.1,0.08,0.17,9.49
165,4.090523,99.77597,0.39,2.59,7.13,6.74,0.53,0.0,0.64
166,4.090523,99.8591,0.0,6.05,5.17,6.89,2.11,0.03,0.2
167,4.090523,99.942245,1.73,16.94,2.26,6.11,0.91,0.0,0.64
168,4.090523,100.02538,2.37,11.67,22.79,2.11,2.88,0.0,0.41
169,4.090523,100.10852,0.62,10.29,17.15,3.89,0.59,0.0,0.04
170,4.090523,100.19165,0.26,13.49,11.04,2.93,0.07,0.99,0.01
171,4.090523,100.27478,0.19,51.97,4.0,2.92,2.16,0.73,0.56
172,4.090523,100.357925,1.78,49.15,7.93,0.37,9.8,0.08,0.02
173,4.090523,100.44106,0.26,16.45,9.95,0.42,0.62,0.02,0.03
174,4.090523,100.5242,0.0,0.13,0.86,0.0,7.26,0.01,0.14
175,4.090523,100.60733,0.05,0.0,0.26,0.05,0.03,0.0,0.0
176,4.090523,100.69046,0.08,0.01,0.07,0.01,0.04,0.0,0.0
177,4.090523,100.773605,4.99,2.19,0.6,0.0,0.0,0.0,0.0
178,4.090523,100.85674,0.17,0.62,0.08,0.23,0.0,0.0,0.0
179,4.090523,100.93988,0.62,9.28,0.03,0.12,0.0,0.0,0.0
180,4.090523,101.02302,8.17,3.01,7.33,0.12,0.0,0.0,0.0
181,4.090523,101.10615,2.22,0.21,11.46,0.04,0.0,0.0,0.0
182,4.090523,101.189285,0.57,3.95,8.78,0.0,0.09,0.0,0.0
183,4.090523,101.27242,2.21,2.98,4.12,0.0,0.75,0.0,0.01
184,4.090523,101.35556,13.58,0.36,9.39,0.1,0.62,0.0,0.66
185,4.090523,101.4387,5.99,12.77,9.12,0.44,7.43,0.0,0.0
186,4.090523,101.52183,22.57,28.31,51.92,0.0,1.94,0.01,0.0
187,4.090523,101.604965,6.76,14.91,30.27,0.0,0.0,0.0,0.29
188,4.090523,101.6881,0.15,42.69,0.16,0.0,0.0,0.0,0.26
189,4.090523,101.77124,0.0,12.77,0.0,0.05,0.03,0.0,0.11
190,4.090523,101.85438,0.0,25.65,0.0,0.0,0.0,0.0,0.0
191,4.090523,101.93751,0.0,20.23,0.0,0.0,0.0,0.0,0.0
192,4.090523,102.020645,0.04,32.72,0.0,0.0,0.0,0.0,0.0
193,4.090523,102.10378,6.69,21.22,0.0,0.0,0.0,0.0,0.0
194,4.090523,102.18692,2.39,4.9,0.11,0.0,0.0,0.0,0.0
195,4.090523,102.27006,4.99,3.15,0.02,0.0,0.0,0.0,0.0
196,4.090523,102.35319,13.14,3.55,0.0,0.0,0.0,0.0,0.0
197,4.090523,102.436325,9.07,4.74,0.0,0.0,0.0,0.0,0.0
198,4.090523,102.51946,1.22,0.0,0.0,0.0,0.0,0.0,0.0
199,4.090523,102.6026,0.77,1.19,0.0,0.0,0.0,0.0,0.0
200,4.090523,102.68574,0.65,0.57,0.0,0.0,0.0,0.0,0.0
201,4.090523,102.76887,0.08,1.9,0.0,0.0,0.0,0.0,0.0
202,4.090523,102.852005,1.19,0.35,0.03,0.0,0.0,0.0,0.0
203,4.090523,102.93514,0.3,0.84,0.0,0.08,0.08,0.0,0.02
204,4.090523,103.01828,0.0,22.11,0.57,0.58,0.36,0.0,0.69
205,4.090523,103.10142,0.0,17.24,0.42,0.01,0.09,0.0,6.08
206,4.090523,103.18455,0.0,1.94,0.1,0.0,0.02,0.0,2.01
207,4.090523,103.267685,0.0,0.0,0.03,0.0,0.05,0.0,0.42
208,4.090523,103.35082,0.0,0.0,0.17,0.02,0.32,0.0,1.3
209,4.090523,103.43396,0.0,0.0,1.29,0.0,0.32,0.08,0.14
210,4.090523,103.5171,0.0,0.07,0.3,0.29,0.29,0.26,0.0
211,4.090523,103.60023,0.01,0.0,0.0,0.42,0.8,0.01,0.22
212,4.090523,103.683365,0.0,0.0,0.04,2.69,4.26,0.0,0.62
213,4.090523,103.7665,0.12,0.0,0.53,0.05,0.16,0.0,3.06
214,4.090523,103.84964,0.0,0.0,0.06,0.0,0.02,0.0,1.32
215,4.090523,103.93278,0.0,0.0,0.0,0.0,0.67,0.0,3.95
216,4.090523,104.01591,0.0,0.0,0.02,0.0,1.51,0.01,3.84
217,4.090523,104.099045,0.0,0.0,0.66,0.0,0.25,0.01,4.64
218,4.090523,104.18218,0.0,0.26,0.29,0.0,1.13,0.0,3.21
219,4.090523,104.26532,0.0,0.0,4.81,0.0,0.02,0.0,3.36
220,4.090523,104.34846,0.0,0.0,0.07,0.0,0.0,0.0,5.04
221,4.090523,104.43159,0.0,0.0,0.0,0.0,0.0,0.0,5.35
222,4.090523,104.514725,0.0,0.0,0.01,0.0,0.0,0.0,10.9
223,4.090523,104.59786,0.0,0.0,0.0,0.0,0.0,0.0,4.2
224,4.090523,104.681,0.0,0.0,0.19,0.0,0.0,0.0,3.4
225,4.090523,104.76414,0.0,0.0,0.03,0.0,0.0,0.0,2.92
226,4.090523,104.847275,0.0,0.0,0.0,0.0,0.0,0.0,1.53
227,4.090523,104.930405,0.0,0.03,0.0,0.0,0.01,0.0,3.87
228,4.090523,105.01354,0.0,0.0,0.0,0.0,0.0,0.0,3.77
229,4.090523,105.09668,0.0,0.0,0.0,0.0,0.0,0.0,2.82
230,4.090523,105.17982,0.01,0.0,0.0,0.0,0.0,0.0,2.14
231,4.090523,105.262955,0.01,0.0,0.0,0.0,0.0,0.0,1.63
232,4.090523,105.346085,0.0,0.42,0.11,0.0,0.0,0.0,10.19
233,4.090523,105.42922,0.0,0.1,0.01,0.0,0.0,0.0,9.71
234,4.090523,105.51236,0.0,0.0,0.0,0.0,0.0,0.0,7.19
235,4.090523,105.5955,0.0,0.0,0.0,0.0,0.02,0.0,10.07
236,4.090523,105.678635,0.0,0.0,0.0,0.0,1.24,0.0,27.89
237,4.090523,105.761765,0.0,0.0,0.0,0.0,1.22,0.0,34.97
238,4.090523,105.8449,0.0,0.0,0.0,0.0,0.22,0.0,28.26
239,4.090523,105.92804,0.0,0.0,0.0,0.01,0.12,0.0,16.18
240,4.173439,96.03485,0.0,0.55,0.0,0.84,6.21,0.0,0.11
241,4.173439,96.11799,0.94,1.76,0.89,0.0,5.44,0.0,1.05
242,4.173439,96.201126,0.0,2.51,0.0,0.0,0.83,0.0,0.0
243,4.173439,96.28426,5.04,4.75,1.15,1.21,4.33,0.03,0.0
244,4.173439,96.36739,1.23,2.14,1.09,1.27,9.88,0.8,0.2
245,4.173439,96.45053,2.49,5.6,3.81,0.07,14.35,24.59,0.03
246,4.173439,96.53367,19.46,22.14,26.03,4.96,39.11,18.88,4.75
247,4.173439,96.616806,75.14,52.34,38.02,11.4,33.78,10.74,14.23
248,4.173439,96.69994,29.79,99.17,24.1,7.42,18.78,9.49,14.76
249,4.173439,96.78308,53.47,28.77,12.51,36.91,16.46,20.0,19.66
250,4.173439,96.86621,17.09,1.85,36.82,14.61,6.26,32.39,13.2
251,4.173439,96.94935,16.62,34.85,53.75,2.1,5.49,21.97,3.32
252,4.173439,97.032486,57.19,25.33,53.51,1.49,7.8,25.06,11.33
253,4.173439,97.11562,83.73,16.18,72.97,2.08,32.35,19.99,15.1
254,4.173439,97.19876,151.19,42.12,37.83,0.28,11.18,0.68,3.86
255,4.173439,97.28189,39.72,31.96,19.13,0.67,3.73,13.77,6.04
256,4.173439,97.36503,19.58,56.75,20.55,2.56,9.86,35.3,8.66
257,4.173439,97.448166,27.15,11.05,16.22,0.44,7.75,6.02,7.23
258,4.173439,97.5313,53.3,20.23,9.91,0.01,7.52,12.15,13.68
259,4.173439,97.61444,65.86,29.55,6.54,1.7,10.46,37.05,1.52
260,4.173439,97.69757,37.47,69.76,9.56,1.7,1.41,73.45,24.32
261,4.173439,97.78071,5.99,81.83,10.84,2.25,0.0,43.04,0.39
262,4.173439,97.863846,3.0,74.15,15.36,0.85,0.02,0.14,7.23
263,4.173439,97.94698,8.34,45.54,0.73,0.24,0.0,0.01,8.17
264,4.173439,98.03012,0.13,77.84,8.49,0.41,0.0,0.02,0.03
265,4.173439,98.11325,0.0,40.65,12.53,0.02,0.0,0.6,0.0
266,4.173439,98.19639,0.0,4.25,0.19,0.0,0.0,0.03,0.0
267,4.173439,98.279526,0.0,0.01,1.23,0.0,0.08,0.0,0.0
268,4.173439,98.36266,0.0,0.33,1.72,0.05,0.0,0.02,0.0
269,4.173439,98.4458,0.0,0.07,0.75,0.08,0.0,0.07,0.0
270,4.173439,98.52893,0.0,0.0,0.31,0.0,0.0,0.24,0.07
271,4.173439,98.612076,0.0,0.0,0.02,0.0,0.0,0.0,1.84
272,4.173439,98.695206,0.01,0.23,0.31,0.22,0.0,0.0,0.27
273,4.173439,98.77834,0.0,0.07,0.0,0.0,0.07,0.0,0.02
274,4.173439,98.86148,1.06,0.58,0.09,0.16,3.28,0.1,0.91
275,4.173439,98.94461,0.08,0.07,0.74,0.46,0.85,0.03,0.2
276,4.173439,99.027756,0.65,0.0,0.09,0.49,0.15,0.16,1.09
277,4.173439,99.110886,0.13,0.71,10.94,8.28,1.5,2.43,2.88
278,4.173439,99.19402,0.0,1.84,2.48,3.93,0.06,10.26,0.17
279,4.173439,99.27716,0.0,0.8,5.58,0.36,0.01,0.36,0.16
280,4.173439,99.36029,0.01,7.21,14.33,1.08,0.02,0.34,0.19
281,4.173439,99.443436,0.0,7.71,8.28,0.14,0.04,2.75,5.45
282,4.173439,99.526566,0.0,8.0,6.75,0.02,0.06,0.39,26.33
283,4.173439,99.6097,0.0,3.69,4.58,18.6,0.11,0.39,7.7
284,4.173439,99.69284,0.0,3.51,4.12,1.4,0.3,0.18,2.79
285,4.173439,99.77597,0.0,1.93,3.8,4.41,0.2,0.03,1.73
286,4.173439,99.8591,0.6,6.09,3.4,28.66,0.39,0.7,5.5
287,4.173439,99.942245,0.67,2.56,2.48,1.69,0.35,0.16,0.1
288,4.173439,100.02538,1.39,3.6,10.15,0.35,0.24,0.02,0.0
289,4.173439,100.10852,2.51,5.57,8.95,7.62,0.02,0.48,0.0
290,4.173439,100.19165,1.75,11.24,1.84,1.31,0.28,0.57,0.34
291,4.173439,100.27478,0.07,21.34,2.99,1.15,1.14,0.64,1.76
292,4.173439,100.357925,0.01,3.03,9.77,0.01,1.61,0.77,0.21
293,4.173439,100.44106,0.0,1.08,5.59,0.2,0.01,0.2,0.21
294,4.173439,100.5242,0.0,0.05,0.2,0.01,0.01,0.05,0.14
295,4.173439,100.60733,0.0,0.0,0.01,0.0,0.47,0.0,0.0
296,4.173439,100.69046,0.0,3.99,0.27,0.01,5.1,0.0,0.0
297,4.173439,100.773605,0.19,10.87,9.58,0.01,0.03,0.0,0.0
298,4.173439,100.85674,0.0,25.48,0.34,4.02,0.0,0.0,0.01
299,4.173439,100.93988,5.92,17.88,0.0,0.03,0.0,0.0,0.0
300,4.173439,101.02302,8.94,6.37,0.92,0.04,0.0,0.0,0.0
301,4.173439,101.10615,0.23,1.09,9.21,0.0,0.0,0.0,0.0
302,4.173439,101.189285,16.21,14.15,35.21,0.01,0.05,0.0,0.0
303,4.173439,101.27242,26.27,0.6,16.31,0.0,0.69,0.0,0.0
304,4.173439,101.35556,63.22,2.71,47.81,0.49,0.84,0.0,0.57
305,4.173439,101.4387,30.67,28.85,28.03,2.9,1.12,0.0,0.16
306,4.173439,101.52183,10.74,32.02,27.52,0.05,0.03,1.65,0.0
307,4.173439,101.604965,0.35,32.21,2.83,0.0,0.0,0.02,0.45
308,4.173439,101.6881,10.14,40.01,0.52,0.0,0.0,0.0,0.15
309,4.173439,101.77124,0.04,23.87,0.0,0.0,0.0,0.0,0.0
310,4.173439,101.85438,0.0,48.55,0.0,0.0,0.0,0.0,0.0
311,4.173439,101.93751,0.47,30.96,0.0,0.0,0.0,0.0,0.0
312,4.173439,102.020645,0.98,10.07,0.0,0.0,0.0,0.0,0.0
313,4.173439,102.10378,13.01,5.85,0.0,0.0,0.0,0.0,0.0
314,4.173439,102.18692,6.89,1.15,0.02,0.0,0.0,0.0,0.0
315,4.173439,102.27006,5.42,3.51,0.0,0.0,0.0,0.0,0.0
316,4.173439,102.35319,20.75,0.16,0.0,0.0,0.0,0.0,0.0
317,4.173439,102.436325,13.06,4.8,0.0,0.0,0.0,0.0,0.0
318,4.173439,102.51946,6.26,0.0,0.0,0.0,0.0,0.0,0.0
319,4.173439,102.6026,3.38,0.0,0.0,0.0,0.0,0.0,0.01
320,4.173439,102.68574,2.42,2.75,0.0,0.0,0.0,0.0,0.0
321,4.173439,102.76887,0.19,2.8,0.0,0.0,0.0,0.0,0.0
322,4.173439,102.852005,0.0,0.22,5.89,0.0,0.0,0.0,0.0
323,4.173439,102.93514,0.0,2.08,4.18,0.0,0.0,0.0,0.27
324,4.173439,103.01828,0.0,4.27,0.0,0.01,0.19,0.0,6.45
325,4.173439,103.10142,0.0,20.13,0.0,0.29,0.07,0.0,10.29
326,4.173439,103.18455,0.0,20.89,1.57,0.12,0.01,0.0,1.27
327,4.173439,103.267685,0.0,0.0,0.0,0.07,0.01,0.0,7.66
328,4.173439,103.35082,0.0,0.0,0.0,0.01,0.03,0.0,0.04
329,4.173439,103.43396,0.0,0.05,3.27,0.0,0.0,0.0,0.0
330,4.173439,103.5171,0.0,2.87,0.19,0.13,0.01,0.08,0.0
331,4.173439,103.60023,0.74,0.04,0.05,0.34,0.15,0.14,0.01
332,4.173439,103.683365,0.05,0.0,0.2,0.82,0.82,0.0,0.02
333,4.173439,103.7665,0.0,0.0,0.35,0.13,0.02,0.03,0.76
334,4.173439,103.84964,0.11,0.04,0.02,0.01,0.06,0.02,0.32
335,4.173439,103.93278,0.0,0.02,0.0,0.0,0.0,0.0,1.92
336,4.173439,104.01591,0.0,0.0,0.19,0.01,0.01,0.16,0.84
337,4.173439,104.099045,0.0,0.0,0.58,0.0,0.57,0.18,0.18
338,4.173439,104.18218,0.08,0.0,0.03,0.0,0.02,0.14,2.42
339,4.173439,104.26532,0.03,0.0,0.09,0.0,0.02,0.12,0.1
340,4.173439,104.34846,0.0,0.0,0.05,0.0,0.06,0.0,0.15
341,4.173439,104.43159,0.0,0.0,0.0,0.0,0.0,0.25,0.95
342,4.173439,104.514725,0.0,0.0,0.22,0.01,0.0,0.02,2.69
343,4.173439,104.59786,0.0,0.0,0.01,0.0,0.0,0.0,0.96
